"","iso2c","country","fpop_rate","p2000","p2000_a_1","p2000_a_2","p2000_a_3","p2000_f","p2000_f_1","p2000_f_2","p2000_f_3","p2000_nf_1","p2000_nf_2","p2000_nf_3","pdelt","pdelt_a_1","pdelt_a_2","pdelt_a_3","pdelt_f","pdelt_f_1","pdelt_f_2","pdelt_f_3","pdelt_nf_1","pdelt_nf_2","pdelt_nf_3","region","flood_mech","sum","iso3c","bias_factor","hrsl_data","region_mean_bias","region_sd_bias"
"787","BL","Bolivia",1.12874944407957,8803862.57633857,2355197.55723364,2113170.00151605,4335495.01758888,109999.706716885,35475.9175383371,60065.1776306108,14458.6115479376,2319721.6396953,2053104.82388544,4321036.40604094,2514818.31603888,416989.941275198,791381.369614398,1306447.00514929,35466.8351714977,10521.9662719104,19923.877405647,5020.99149394035,406467.975003288,771457.492208751,1301426.01365534,"South America","heavyrain",34101510.3477702,"BOL",0.346068781220734,"Y",0.586684321555607,0.260603661297337
"788","CI","Chile",1.67772541996464,18248851.300964,2365590.04579863,4224049.42135443,11659211.833811,17621.7376196001,10273.6031533217,1083.84028791636,6264.29417836205,2355316.44264531,4222965.58106651,11652947.5396326,3336717.87097055,450123.108578004,722785.925044568,2163808.83734798,5405.72029171362,3123.46278873138,274.206568751484,2008.05093423076,446999.645789272,722511.718475816,2161800.78641375,"South America","heavyrain",64779736.6514404,"CHL",0.376528032447016,"Y",0.586684321555607,0.260603661297337
"789","PA","Paraguay",2.418918012551,5903480.19563853,1283329.38692206,1918361.39404994,2701789.41466652,74096.2547799092,35935.964565518,18562.1662296467,19598.1239847445,1247393.42235655,1899799.2278203,2682191.29068177,1547836.56606308,256798.96093502,328345.557500482,962692.047627579,46993.1326694065,17508.3868442649,15437.6913776826,14047.054447459,239290.574090755,312907.866122799,948644.99318012,"South America","heavyrain",22475042.0914721,"PRY",0.452520975640637,"Y",0.586684321555607,0.260603661297337
"790","AR","Argentina",5.07038657421541,44080831.8931909,4365014.6081989,10734026.2077079,28981791.0772841,86234.2906105817,27183.4724693737,26801.2095297566,32249.6086114514,4337831.13572953,10707224.9981782,28949541.4686726,7667138.80901231,1284748.64757683,1834894.7643932,4547495.39704228,76050.944316987,58994.4063962163,14090.5933796204,2965.94454115028,1225754.24118061,1820804.17101358,4544529.45250113,"South America","heavyrain",155406202.411924,"ARG",0.659225006642154,"Y",0.586684321555607,0.260603661297337
"791","UY","Uruguay",-1.29716513090039,4000605.80625245,607133.825428996,1134326.53445231,2259145.44637115,37195.1511511266,5339.91271222072,4580.29235607174,27274.9460828342,601793.912716775,1129746.24209624,2231870.50028831,135102.262801963,-49970.1142767792,116630.986789712,68441.3902890306,-1629.3652729944,-930.65549505286,501.174380459127,-1199.88415840067,-49039.4587817264,116129.812409252,69641.2744474313,"South America","heavyrain",12442688.6958762,"URY",0.843068176238865,"Y",0.586684321555607,0.260603661297337
"792","FA","Falkland Islands",0,3733.10048351555,3733.10048351555,0,0,0,0,0,0,3733.10048351555,0,0,63.5959413792695,63.5959413792695,0,0,0,0,0,0,63.5959413792695,0,0,"South America","heavyrain",11390.0892746845,"FLK",0.586684321555607,"N",0.586684321555607,0.260603661297337
"793","EC","Ecuador",2.29262419998818,12390812.6854899,2415968.26355146,3079305.78162567,6895538.64031274,42249.0743977574,18155.193978147,10400.1345151154,13693.745904495,2397813.06957331,3068905.64711056,6881844.89440824,3439216.84175094,568840.660598528,1013161.65114635,1857214.53000606,26884.9874592376,6339.94758138413,19281.1819824293,1263.85789542412,562500.713017144,993880.46916392,1855950.67211064,"South America","heavyrain",47559224.9362036,"ECU",1.16528018051211,"Y",0.586684321555607,0.260603661297337
"794","VE","Venezuela",1.61724984606922,24637748.5470363,2925159.28857253,8095504.03453109,13617085.2239327,298268.289735529,87161.0724738187,120560.084317425,90547.1329442855,2837998.21609871,7974943.95021367,13526538.0909884,6672809.31424467,879357.695994988,-827878.154947787,6621329.77319747,130644.730809789,40349.8860643776,38289.7482516322,52005.0964937791,839007.80993061,-866167.903199419,6569324.6767037,"South America","heavyrain",94360588.2216382,"VEN",0.586684321555607,"N",0.586684321555607,0.260603661297337
"795","NS","Suriname",-3.22003500894232,457299.801055878,157547.84292175,105297.263887951,194454.694246177,347.152385719239,347.152385719239,0,0,157200.690536031,105297.263887951,194454.694246177,70586.7363955248,29532.7648888344,43319.9827413638,-2266.01123467343,-172.545182341249,-172.545182341249,0,0,29705.3100711756,43319.9827413638,-2266.01123467343,"South America","heavyrain",1583830.99952258,"SUR",0.251642025735351,"Y",0.586684321555607,0.260603661297337
"796","FG","French Guiana",0,157246.581560816,34897.4350086083,76668.4423082948,45680.7042439129,0,0,0,0,34897.4350086083,76668.4423082948,45680.7042439129,99237.1384580294,37576.6370514161,55544.9818999648,6115.51950664842,0,0,0,0,37576.6370514161,55544.9818999648,6115.51950664842,"South America","heavyrain",769451.160056536,"GUF",0.586684321555607,"N",0.586684321555607,0.260603661297337
"797","GY","Guyana",1.26514742678359,726124.67818418,262654.721663379,270156.788136734,193313.168384067,47352.7044687457,14697.1128003785,6374.90580844492,26280.6858599223,247957.608863,263781.882328289,167032.482524145,22212.7145913211,7318.29478277799,3642.50314482908,11251.916663714,1832.6366348809,1149.80127161602,-208.190921362738,891.026284627616,6168.49351116197,3850.69406619182,10360.8903790864,"South America","heavyrain",2294198.78457756,"GUY",0.68717146188374,"Y",0.586684321555607,0.260603661297337
"798","CO","Colombia",1.62830731390397,40401199.9383989,6673323.39401643,9780353.58597261,23947522.9584098,614997.414137868,137493.231136596,158727.991402331,318776.191598941,6535830.16287983,9621625.59457028,23628746.7668109,7797402.48192102,994965.040235204,1573929.80782519,5228507.63386062,193270.402541336,60265.2970967563,101924.571723496,31080.5337210833,934699.743138447,1472005.2361017,5197427.10013954,"South America","heavyrain",145404076.705946,"COL",0.627158907618522,"Y",0.586684321555607,0.260603661297337
"799","PE","Peru",1.29401517670024,25954354.0846997,7187328.85968362,5760420.75162979,13006604.4733863,69391.7407457299,29383.2354006714,29961.3522128582,10047.1531322002,7157945.62428295,5730459.39941693,12996557.3202541,5559659.34389921,222264.976758097,1455617.58512527,3881776.78201584,19234.6863494577,19102.4531164758,-241.583084516823,373.816317498684,203162.523641621,1455859.16820979,3881402.96569834,"South America","heavyrain",94630668.0069072,"PER",0.332691176518724,"Y",0.586684321555607,0.260603661297337
"800","BR","Brazil",1.77841119967081,183988491.216609,39699503.6689581,44739232.568065,99549754.9795861,263480.842327774,151436.838506995,31957.8488041296,80086.1550166497,39548066.8304511,44707274.7192609,99469668.8245695,33326801.2744731,4677829.44693707,8589187.57469445,20059784.2528416,84875.862717501,52178.9169742634,11342.907616718,21354.0381265197,4625650.52996281,8577844.66707773,20038430.2147151,"South America","heavyrain",652294235.956704,"BRA",0.712172812653828,"Y",0.586684321555607,0.260603661297337
"801","ES","El Salvador",26.8945199736612,5984522.4662816,899470.738308611,2227410.90335183,2857640.82462115,2887.90026231838,1586.90460767207,1300.99565464631,0,897883.833700939,2226109.90769719,2857640.82462115,328138.179783315,122783.871433374,120877.282451889,84477.0258980518,4258.66276359037,793.613739567455,3465.04902402292,0,121990.257693807,117412.233427866,84477.0258980518,"Central America","heavyrain",18945155.3957406,"SLV",0.257361556892962,"Y",0.388486869531122,0.267723402626042
"802","GT","Guatemala",1.37643508172499,12061492.9872537,1772910.75871713,5426106.28667009,4862475.94186653,16747.3749387073,3210.27042482136,11906.1762406849,1630.92827320099,1769700.4882923,5414200.1104294,4860845.01359333,4779038.39145866,931100.933692898,2363777.36790267,1484160.0898631,9133.5987199336,2365.3094060969,6774.93650498868,-6.64719115197659,928735.624286801,2357002.43139768,1484166.73705425,"Central America","heavyrain",50547476.4862309,"GTM",0.114935890179001,"Y",0.388486869531122,0.267723402626042
"803","PM","Panama",1.13286710773367,3011863.3936994,991119.555525993,738554.167102492,1282189.67107091,4265.12287025269,3859.69502582368,16.7882572660259,388.63958716299,987259.860500169,738537.378845226,1281801.03148375,894491.424955053,258939.159676906,231122.595508761,404429.669769386,1434.99842966675,1271.14434401366,3.09999174989906,160.754093903186,257668.015332893,231119.495517012,404268.915675483,"Central America","heavyrain",11724765.7101304,"PAN",0.905297170481973,"Y",0.388486869531122,0.267723402626042
"804","CS","Costa Rica",1.36725845561288,3977468.13932204,937500.156594243,1031763.78838262,2008204.19434518,1914.56519527739,1914.56519527739,0,0,935585.591398965,1031763.78838262,2008204.19434518,896722.940310089,265689.570554374,313240.005413227,317793.364342487,590.163502916635,590.163502916635,0,0,265099.407051458,313240.005413227,317793.364342487,"Central America","heavyrain",14625079.334853,"CRI",0.220724655526566,"Y",0.388486869531122,0.267723402626042
"805","NU","Nicaragua",7.55864172396044,5148530.34132141,1098417.86077027,2043434.14982208,2006678.33072906,18300.4026941655,10035.6453494928,8264.75734467273,0,1088382.21542077,2035169.39247741,2006678.33072906,1077935.12540422,459554.850561111,460461.172518722,157919.102324387,28961.0133851226,14874.1985007926,14086.81488433,0,444680.652060319,446374.357634392,157919.102324387,"Central America","heavyrain",18726665.3748979,"NIC",0.124474390000134,"Y",0.388486869531122,0.267723402626042
"806","HO","Honduras",0.798639887805903,6433077.69423995,3195692.56110299,1472056.13886398,1765328.99427298,7560.80431801943,7328.02391454774,229.931512630687,2.84889084100723,3188364.53718845,1471826.20735135,1765326.14538214,1889038.13374794,612192.780850176,557772.937693667,719072.415204101,1773.1314126328,1561.33555975289,203.758723000919,8.0371298789978,610631.445290423,557569.178970666,719064.378074222,"Central America","heavyrain",24975682.2183342,"HND",0.59131987022325,"Y",0.388486869531122,0.267723402626042
"807","BH","Belize",1.19326333730845,254462.926480261,105489.815276617,107372.389876428,41600.721327216,5606.44786152027,5295.16791688171,227.666953118558,83.6129915200028,100194.647359735,107144.722923309,41517.108335696,115692.818383528,47679.3166935091,44916.7927176394,23096.70897238,3041.6270961354,2921.54791510373,73.5851137192189,46.4940673124556,44757.7687784053,44843.2076039202,23050.2149050675,"Central America","heavyrain",1119116.50281236,"BLZ",0.287892691248363,"Y",0.388486869531122,0.267723402626042
"808","CD","Chad",0,8481508.14463399,1379675.41471236,2497503.52179286,4604329.20812877,0,0,0,0,1379675.41471236,2497503.52179286,4604329.20812877,5753105.29033304,909339.494967165,1933885.30874832,2909880.48661755,0,0,0,0,909339.494967165,1933885.30874832,2909880.48661755,"Middle Africa","dam",42703840.3049011,"TCD",0.390777884718505,"Y",0.344372894192391,0.266766557072792
"809","MI","Malawi",0,11641927.2932115,5422302.78817266,4990800.64215147,1228823.86288742,0,0,0,0,5422302.78817266,4990800.64215147,1228823.86288742,6268496.01744871,2441290.4875021,2855817.2447551,971388.285191518,0,0,0,0,2441290.4875021,2855817.2447551,971388.285191518,"Eastern Africa","dam",53731269.9319808,"MWI",0.222847346674359,"Y",0.658483593945378,0.779716391960583
"810","ZA","Zambia",1.83706812456795,10859842.726532,2889299.69966306,3613323.03888969,4357219.9879792,37632.0497163743,30489.9175124268,7082.08422268526,60.047981262207,2858809.78215064,3606240.95466701,4357159.93999793,5752124.20283992,1148374.5103621,1633512.77687734,2970236.91560048,36617.4295511825,18739.7353785569,17858.2829444457,19.4112281799316,1129634.77498354,1615654.49393289,2970217.5043723,"Eastern Africa","dam",49910152.1044513,"ZMB",0.558803931617828,"Y",0.658483593945378,0.779716391960583
"811","ZI","Zimbabwe",19.7701996218717,13235197.5111317,3557991.42420884,5035413.23747803,4641792.84944481,5314.40783370755,1311.80860220353,4002.59923150402,0,3556679.61560663,5031410.63824653,4641792.84944481,3290671.16235878,1367312.65981707,1100451.24996699,822907.252574724,26122.8160727751,7274.45409784412,18848.361974931,0,1360038.20571922,1081602.88799206,822907.252574724,"Eastern Africa","dam",49609063.0145775,"ZWE",0.349354889267612,"Y",0.658483593945378,0.779716391960583
"812","BC","Botswana",0.326059176904548,1891185.39682945,464199.006838596,779124.075767506,647862.314223349,547.598552993795,506.104387096426,41.4941658973694,0,463692.902451499,779082.581601609,647862.314223349,568230.445805905,270323.014971566,190935.81218267,106971.618651669,53.647453691408,74.6985881811175,-21.0511344897095,0,270248.316383385,190956.86331716,106971.618651669,"Southern Africa","dam",7378849.09997193,"BWA",0.120949829378265,"Y",0.575561959393868,0.654721907276822
"813","WA","Namibia",-0.399847516767832,2054268.13573196,1361203.65292948,374189.626300962,318874.856501523,13752.7748362087,13401.9593698048,350.815466403961,0,1347801.69355967,373838.810834558,318874.856501523,593377.572652131,200510.56278423,166398.955713308,226468.054154592,-1588.3958136732,-1890.29879608697,301.902982413769,0,202400.861580317,166097.052730895,226468.054154592,"Southern Africa","dam",7955101.1043273,"NAM",1.07016797297998,"Y",0.575561959393868,0.654721907276822
"814","AO","Angola",8.84268997793567,15255449.34113,4415028.56365536,3200970.22395508,7639450.55351958,699.166463911164,612.18708664142,86.9793772697449,0,4414416.37656871,3200883.24457781,7639450.55351958,10098796.099007,569064.551630584,1784577.93543957,7745153.61193681,4092.6969460469,3189.61052455718,903.086421489716,0,565874.941106026,1783674.84901808,7745153.61193681,"Middle Africa","dam",76067537.0265109,"AGO",0.786063998954129,"Y",0.344372894192391,0.266766557072792
"815","BY","Burundi",0,6705218.04759687,1180569.52635984,3873289.98186536,1651358.53937167,0,0,0,0,1180569.52635984,3873289.98186536,1651358.53937167,4411183.21067103,562292.508924091,2146260.07180976,1702630.62993719,0,0,0,0,562292.508924091,2146260.07180976,1702630.62993719,"Eastern Africa","dam",33349203.7748037,"BDI",2.13637230442853,"Y",0.658483593945378,0.779716391960583
"816","RW","Rwanda",0,8058861.12204695,1250590.22293407,5465146.76385155,1343124.13526133,0,0,0,0,1250590.22293407,5465146.76385155,1343124.13526133,3584854.72621044,357084.497480857,2444275.32896154,783494.899768042,0,0,0,0,357084.497480857,2444275.32896154,783494.899768042,"Eastern Africa","dam",34931147.5447722,"RWA",0.249596793968061,"Y",0.658483593945378,0.779716391960583
"817","SF","South Africa",-3.81290646281266,51103954.2100374,13781495.0952579,13836970.3814305,23485488.733349,964.910449072719,964.910449072719,0,0,13780530.1848088,13836970.3814305,23485488.733349,10910442.9259106,642169.180854338,2239086.83094608,8029186.91411016,-785.472595214844,-785.472595214844,0,0,642954.653449553,2239086.83094608,8029186.91411016,"Southern Africa","dam",186043367.032791,"ZAF",1.58912903353408,"Y",0.575561959393868,0.654721907276822
"818","LT","Lesotho",0,2129756.2602014,971158.911163535,873651.525113111,284945.823924755,0,0,0,0,971158.911163535,873651.525113111,284945.823924755,316760.433358379,84955.0604226105,174639.721809048,57165.6511267203,0,0,0,0,84955.0604226105,174639.721809048,57165.6511267203,"Southern Africa","dam",7339550.08067934,"LSO",0.0842626611400502,"Y",0.575561959393868,0.654721907276822
"819","WZ","Swaziland",0,1179715.81800131,632684.879472969,386949.53438604,160081.404142306,0,0,0,0,632684.879472969,386949.53438604,160081.404142306,251397.029290015,154438.786208508,58140.533041208,38817.7100402992,0,0,0,0,154438.786208508,58140.533041208,38817.7100402992,"Southern Africa","dam",4293338.54187399,"SWZ",0.0133002999369638,"Y",0.575561959393868,0.654721907276822
"820","MF","Mayotte",0,146611.265528939,22608.3664889026,72280.8468018541,51722.0522381822,0,0,0,0,22608.3664889026,72280.8468018541,51722.0522381822,86781.0913440146,11051.4141354347,42915.1454319028,32814.5317766771,0,0,0,0,11051.4141354347,42915.1454319028,32814.5317766771,"Eastern Africa","dam",700177.070618861,"MYT",0.658483593945378,"N",0.658483593945378,0.779716391960583
"821","NG","Niger",0,11534103.7310988,2581333.54223123,4555133.64969615,4397636.53917145,0,0,0,0,2581333.54223123,4555133.64969615,4397636.53917145,8910990.35578108,2060231.95669513,3524037.98621202,3326720.41287393,0,0,0,0,2060231.95669513,3524037.98621202,3326720.41287393,"Western Africa","dam",61335282.2606397,"NER",0.21294335517329,"Y",0.266098533024611,0.206658118060722
"822","SU","Sudan",0,28714983.3074129,4159559.53184193,8361619.74279938,16193804.0327716,0,0,0,0,4159559.53184193,8361619.74279938,16193804.0327716,12301268.8505734,1547494.11104581,3111489.46258998,7642285.27693766,0,0,0,0,1547494.11104581,3111489.46258998,7642285.27693766,"Northern Africa","dam",123048756.473959,"SDN",0.642679382720939,"N",0.642679382720939,0.317874432469545
"823","LY","Libya",0,6237493.04788888,899986.377294238,1887455.40034119,3450051.27025345,0,0,0,0,899986.377294238,1887455.40034119,3450051.27025345,1104101.24254489,242236.850641598,419749.385969008,442115.005934284,0,0,0,0,242236.850641598,419749.385969008,442115.005934284,"Northern Africa","dam",22024782.8713013,"LBY",0.642679382720939,"N",0.642679382720939,0.317874432469545
"824","TS","Tunisia",0,11868257.8674284,1594120.04036359,4620796.77510472,5653341.05196009,0,0,0,0,1594120.04036359,4620796.77510472,5653341.05196009,1914788.66659282,291640.205580645,413976.517808176,1209171.943204,0,0,0,0,291640.205580645,413976.517808176,1209171.943204,"Northern Africa","dam",41349139.6020637,"TUN",0.283350543477321,"Y",0.642679382720939,0.317874432469545
"825","EG","Egypt",8.52712475220401,78520630.682619,1883122.69799528,12423885.1500179,64213622.8346058,14.1760588829141,14.1760588829141,0,0,1883108.5219364,12423885.1500179,64213622.8346058,26594178.7805792,720436.921312305,4484429.22938313,21389312.6298838,40.94123414406,40.941243737886,-9.59382593339565e-06,0,720395.980068567,4484429.22939272,21389312.6298838,"Northern Africa","dam",315344492.034012,"EGY",1.02752129097247,"Y",0.642679382720939,0.317874432469545
"826","ER","Eritrea",0,3672612.83367697,469619.175464293,1423570.83270368,1779422.825509,0,0,0,0,469619.175464293,1423570.83270368,1779422.825509,1761602.39567868,287684.397542473,712651.697035874,761266.30110033,0,0,0,0,287684.397542473,712651.697035874,761266.30110033,"Eastern Africa","dam",16302645.6880669,"ERI",2.72493003593815,"Y",0.658483593945378,0.779716391960583
"827","ET","Ethiopia",0,67175938.5079942,10853167.8326097,26095442.9859906,30227327.689394,0,0,0,0,10853167.8326097,26095442.9859906,30227327.689394,33368935.0861921,3853472.82408192,14417752.2670448,15097709.9950653,0,0,0,0,3853472.82408192,14417752.2670448,15097709.9950653,"Eastern Africa","dam",301634620.782559,"ETH",0.0831621196883188,"Y",0.658483593945378,0.779716391960583
"828","DJ","Djibouti",0,701885.97108513,86713.2971997583,191218.895143974,423953.778741398,0,0,0,0,86713.2971997583,191218.895143974,423953.778741398,168680.654279818,62296.0150868076,82275.9133586663,24108.725834344,0,0,0,0,62296.0150868076,82275.9133586663,24108.725834344,"Eastern Africa","dam",2611699.87609484,"DJI",0.409721850158591,"Y",0.658483593945378,0.779716391960583
"829","SO","Somalia",0,7472429.35518193,1732213.80037655,3080769.79457635,2659445.76022903,0,0,0,0,1732213.80037655,3080769.79457635,2659445.76022903,3442475.92335989,1143419.09961695,1198233.41936262,1100823.40438032,0,0,0,0,1143419.09961695,1198233.41936262,1100823.40438032,"Eastern Africa","dam",32744715.8356255,"SOM",0.658483593945378,"N",0.658483593945378,0.779716391960583
"830","OD","South Sudan",0,6959399.06813057,1292458.70952186,2720668.85249513,2946271.50611359,0,0,0,0,1292458.70952186,2720668.85249513,2946271.50611359,5749055.19532195,462979.241669938,2117989.8849572,3168086.06869482,0,0,0,0,462979.241669938,2117989.8849572,3168086.06869482,"Northern Africa","dam",38125362.7903576,"SSD",0.642679382720939,"N",0.642679382720939,0.317874432469545
"831","KE","Kenya",0,31048638.4279127,11802373.6786695,13531898.7543735,5714365.99486971,0,0,0,0,11802373.6786695,13531898.7543735,5714365.99486971,14978084.7364095,1565311.87939976,10044643.029405,3368129.82760469,0,0,0,0,1565311.87939976,10044643.029405,3368129.82760469,"Eastern Africa","dam",138080169.492966,"KEN",0.415094511563743,"Y",0.658483593945378,0.779716391960583
"832","UG","Uganda",0,23783253.0594397,5923922.92830862,13411838.9751854,4447491.15594569,0,0,0,0,5923922.92830862,13411838.9751854,4447491.15594569,15319373.3553603,1525661.83377178,10137042.8975028,3656668.62408567,0,0,0,0,1525661.83377178,10137042.8975028,3656668.62408567,"Eastern Africa","dam",117307879.2444,"UGA",0.406323603184298,"Y",0.658483593945378,0.779716391960583
"833","TZ","Tanzania",0,34073091.1866801,13830539.0039205,14139234.9828118,6103317.19994781,0,0,0,0,13830539.0039205,14139234.9828118,6103317.19994781,19529253.7365502,2489685.44194931,11145902.3969134,5893665.89768747,0,0,0,0,2489685.44194931,11145902.3969134,5893665.89768747,"Eastern Africa","dam",160807034.769691,"TZA",0.388810232958171,"Y",0.658483593945378,0.779716391960583
"834","MZ","Mozambique",4.54262615217624,18997685.8247059,4304260.02143007,7630870.16553675,7062555.63773909,2634.64897983056,2634.64897983056,0,0,4301625.37245024,7630870.16553675,7062555.63773909,10106419.2066634,1919499.64920341,4285407.37518007,3901512.18227994,6366.87561525263,2329.40389646448,4037.47171878815,0,1917170.24530694,4281369.90346128,3901512.18227994,"Eastern Africa","dam",87321321.1613292,"MOZ",0.311256930742232,"Y",0.658483593945378,0.779716391960583
"835","CN","Comoros",0,513123.066711197,78699.9790572801,168248.284666731,266174.802987186,0,0,0,0,78699.9790572801,168248.284666731,266174.802987186,221374.811844641,44539.9515569831,82999.0029160987,93835.8573715593,0,0,0,0,44539.9515569831,82999.0029160987,93835.8573715593,"Eastern Africa","dam",2203493.63566751,"COM",0.658483593945378,"N",0.658483593945378,0.779716391960583
"836","MA","Madagascar",0,16546777.0367579,7041925.22769803,7285634.27721323,2219217.53184668,0,0,0,0,7041925.22769803,7285634.27721323,2219217.53184668,8944287.68613333,2113346.67687197,4799513.53068352,2031427.47857783,0,0,0,0,2113346.67687197,4799513.53068352,2031427.47857783,"Eastern Africa","dam",76473194.1686738,"MDG",0.304012171100025,"Y",0.658483593945378,0.779716391960583
"837","CV","Cabo Verde",0,437867.939884758,69558.164640916,296678.640506976,71631.1347368659,0,0,0,0,69558.164640916,296678.640506976,71631.1347368659,63010.6626964007,1974.83707719423,21729.3502874542,39306.4753317523,0,0,0,0,1974.83707719423,21729.3502874542,39306.4753317523,"Western Africa","dam",1502635.80774348,"CPV",0.266098533024611,"N",0.266098533024611,0.206658118060722
"838","WI","Western Sahara",0,334416.065657297,59248.8140416623,238796.039099178,36371.2125164569,0,0,0,0,59248.8140416623,238796.039099178,36371.2125164569,291115.169207054,41695.3657753706,180408.864620992,69010.9388106916,0,0,0,0,41695.3657753706,180408.864620992,69010.9388106916,"Northern Africa","dam",1876593.70459306,"ESH",0.642679382720939,"N",0.642679382720939,0.317874432469545
"839","MR","Mauritania",0,2782571.58471127,978227.675980239,1129227.86792966,675116.040801373,0,0,0,0,978227.675980239,1129227.86792966,675116.040801373,1386415.64494425,87112.5517781034,665854.321766864,633448.771399285,0,0,0,0,87112.5517781034,665854.321766864,633448.771399285,"Western Africa","dam",12506961.6889666,"MRT",0.0939814354512299,"Y",0.266098533024611,0.206658118060722
"840","MO","Morocco",0,34431738.4727033,8028148.2328313,9888289.04552855,16515301.1943434,0,0,0,0,8028148.2328313,9888289.04552855,16515301.1943434,6464929.53597107,688743.799122474,2005694.99123446,3770490.74561414,0,0,0,0,688743.799122474,2005694.99123446,3770490.74561414,"Northern Africa","dam",122690004.026023,"MAR",0.642679382720939,"N",0.642679382720939,0.317874432469545
"841","SP","Spain (Canary Is)",0,1839831.54060426,220474.140201158,702129.972997381,917227.427405725,0,0,0,0,220474.140201158,702129.972997381,917227.427405725,476649.360089404,57643.6820662245,185799.743869104,233205.934154075,0,0,0,0,57643.6820662245,185799.743869104,233205.934154075,"Southern Europe","dam",6949442.702081,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"842","PO","Portugal (Madeira Is)",0,309917.988544105,57716.6029483436,118257.549944969,133943.835650792,0,0,0,0,57716.6029483436,118257.549944969,133943.835650792,-3054.63855141276,-4301.84565905276,-11358.0588964155,12605.2660040555,0,0,0,0,-4301.84565905276,-11358.0588964155,12605.2660040555,"Southern Europe","dam",920590.049978075,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"843","SP","Spain (Africa)",0,183607.058529808,917.987133710613,10359.1871811532,172329.884214944,0,0,0,0,917.987133710613,10359.1871811532,172329.884214944,39119.956842303,364.037426270647,935.093503302102,37820.8259127302,0,0,0,0,364.037426270647,935.093503302102,37820.8259127302,"Southern Europe","dam",668181.046116333,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"844","AG","Algeria",0,38224905.3314546,6237524.95548583,15674815.1187275,16312565.2572413,0,0,0,0,6237524.95548583,15674815.1187275,16312565.2572413,10380290.9410404,1150208.88985162,3608719.53535389,5621362.51583485,0,0,0,0,1150208.88985162,3608719.53535389,5621362.51583485,"Northern Africa","dam",145815588.817485,"DZA",0.617166313713029,"Y",0.642679382720939,0.317874432469545
"845","ML","Mali",0,11383702.6303968,4911694.84470204,4119899.10439432,2352108.6813004,0,0,0,0,4911694.84470204,4119899.10439432,2352108.6813004,6712603.22136496,1428469.73006451,2762950.41049207,2521183.08080838,0,0,0,0,1428469.73006451,2762950.41049207,2521183.08080838,"Western Africa","dam",54288917.5552852,"MLI",0.586474719264659,"Y",0.266098533024611,0.206658118060722
"846","UV","Burkina Faso",9.32746079429558,11799960.2623142,3812347.75655921,4990374.22243799,2997238.28331697,792.530377801722,780.343087610072,0,12.1872901916504,3811567.4134716,4990374.22243799,2997226.09602678,6662576.64672943,1312385.19151203,2585307.15603552,2764884.29918188,4173.89023199132,2937.99980058721,498.519978523254,737.370452880859,1309447.19171144,2584808.63605699,2764146.928729,"Western Africa","dam",55392586.4752014,"BFA",0.0535778933448806,"Y",0.266098533024611,0.206658118060722
"847","TO","Togo",1.37106704693066,4867153.37014376,851978.936589968,1571112.42783184,2444062.00572195,17156.3802321513,2721.0412947234,12517.0410667919,1918.29787063599,849257.895295244,1558595.38676505,2442143.70785131,2401220.2617061,473218.626289595,507967.01974509,1420034.61567142,11604.8978864562,2779.45736176033,10101.1189047084,-1275.67838001251,470439.168927834,497865.900840382,1421310.29405143,"Western Africa","dam",21833883.5447352,"TGO",0.10217720892483,"Y",0.266098533024611,0.206658118060722
"848","GH","Ghana",1.64233374720487,18980094.9022783,4073463.3340447,6788502.31553407,8118129.2526995,23132.5679747837,8867.87141676838,14264.6965580154,0,4064595.46262793,6774237.61897605,8118129.2526995,8681003.51751377,2004294.24096649,2120927.05172997,4555782.22481732,17376.2804178055,14690.4803215633,2685.80009624223,0,1989603.76064492,2118241.25163373,4555782.22481732,"Western Africa","dam",83023805.7501024,"GHA",0.158403705346184,"Y",0.266098533024611,0.206658118060722
"849","IV","Cote d'Ivoire",0,16627593.2833493,6090372.09302905,4805833.13845834,5731388.05186195,0,0,0,0,6090372.09302905,4805833.13845834,5731388.05186195,6248010.73057454,2807196.37371036,1574880.9877003,1865933.36916388,0,0,0,0,2807196.37371036,1574880.9877003,1865933.36916388,"Western Africa","dam",68626812.0417716,"CIV",0.340956570004154,"Y",0.266098533024611,0.206658118060722
"850","GV","Guinea",0,8951269.56233153,3535854.37160157,2805537.13905161,2609878.05167834,0,0,0,0,3535854.37160157,2805537.13905161,2609878.05167834,3837945.22920031,1225476.8516181,1133296.74746203,1479171.63012018,0,0,0,0,1225476.8516181,1133296.74746203,1479171.63012018,"Western Africa","dam",38367644.3745955,"GIN",0.144155696098122,"Y",0.266098533024611,0.206658118060722
"851","SG","Senegal",0,10126540.9698418,1242389.25754081,2095722.09130406,6788429.62099692,0,0,0,0,1242389.25754081,2095722.09130406,6788429.62099692,5406249.89062131,835318.644564095,1232320.84878698,3338610.39727023,0,0,0,0,835318.644564095,1232320.84878698,3338610.39727023,"Western Africa","dam",46598372.5813893,"SEN",0.155736171089451,"Y",0.266098533024611,0.206658118060722
