system:index,cc,country,fpop_rate,p2000,p2000_a_1,p2000_a_2,p2000_a_3,p2000_f,p2000_f_1,p2000_f_2,p2000_f_3,p2000_nf_1,p2000_nf_2,p2000_nf_3,pdelt,pdelt_a_1,pdelt_a_2,pdelt_a_3,pdelt_f,pdelt_f_1,pdelt_f_2,pdelt_f_3,pdelt_nf_1,pdelt_nf_2,pdelt_nf_3,region,.geo
00000000000000000000,CD,Chad,0.0,8481508.144633988,1379675.4147123627,2497503.5217928602,4604329.208128765,0.0,0.0,0.0,0.0,1379675.4147123627,2497503.5217928602,4604329.208128765,5753105.290333043,909339.494967165,1933885.3087483242,2909880.486617553,0.0,0.0,0.0,0.0,909339.494967165,1933885.3087483242,2909880.486617553,Africa,
00000000000000000014,MI,Malawi,1.3454780482657407,1.1641927293211546E7,5422302.788172659,4990800.642151466,1228823.862887421,5889.285010830009,3821.0722135574238,2068.2127972725852,0.0,5418481.715959102,4988732.429354193,1228823.862887421,6268496.017448714,2441290.487502101,2855817.2447550953,971388.2851915183,4266.558066199652,3634.9998658347877,631.5582003648638,0.0,2437655.4876362663,2855185.6865547304,971388.2851915183,Africa,
00000000000000000015,ZA,Zambia,0.0,1.085984272653195E7,2889299.6996630635,3613323.0388896912,4357219.987979196,0.0,0.0,0.0,0.0,2889299.6996630635,3613323.0388896912,4357219.987979196,5752124.202839917,1148374.5103620999,1633512.7768773376,2970236.9156004786,0.0,0.0,0.0,0.0,1148374.5103620999,1633512.7768773376,2970236.9156004786,Africa,
00000000000000000016,ZI,Zimbabwe,3.4517874850363124,1.3235197511131685E7,3557991.4242088366,5035413.237478035,4641792.849444814,13848.135995064396,607.314956579823,2030.9230720996857,11209.897966384888,3557384.109252257,5033382.314405935,4630582.951478429,3290671.1623587767,1367312.6598170658,1100451.2499669867,822907.2525747241,11884.732968094613,1618.0674334790965,8267.862478375435,1998.8030562400818,1365694.5923835868,1092183.3874886113,820908.4495184841,Africa,
00000000000000000017,BC,Botswana,0.0,1891185.396829451,464199.0068385957,779124.0757675064,647862.3142233489,0.0,0.0,0.0,0.0,464199.0068385957,779124.0757675064,647862.3142233489,568230.4458059054,270323.01497156627,190935.81218267017,106971.618651669,0.0,0.0,0.0,0.0,270323.01497156627,190935.81218267017,106971.618651669,Africa,
00000000000000000018,WA,Namibia,0.0,2054268.135731962,1361203.652929477,374189.6263009618,318874.8565015234,0.0,0.0,0.0,0.0,1361203.652929477,374189.6263009618,318874.8565015234,593377.5726521305,200510.56278422973,166398.95571330836,226468.05415459245,0.0,0.0,0.0,0.0,200510.56278422973,166398.95571330836,226468.05415459245,Africa,
00000000000000000019,AO,Angola,0.0,1.5255449341130015E7,4415028.563655355,3200970.2239550785,7639450.5535195805,0.0,0.0,0.0,0.0,4415028.563655355,3200970.2239550785,7639450.5535195805,1.0098796099006962E7,569064.5516305836,1784577.935439567,7745153.611936813,0.0,0.0,0.0,0.0,569064.5516305836,1784577.935439567,7745153.611936813,Africa,
0000000000000000001a,BY,Burundi,0.0,6705218.047596872,1180569.526359844,3873289.9818653585,1651358.539371669,0.0,0.0,0.0,0.0,1180569.526359844,3873289.9818653585,1651358.539371669,4411183.210671032,562292.5089240909,2146260.071809755,1702630.629937186,0.0,0.0,0.0,0.0,562292.5089240909,2146260.071809755,1702630.629937186,Africa,
0000000000000000001b,RW,Rwanda,0.0,8058861.122046947,1250590.2229340689,5465146.763851548,1343124.13526133,0.0,0.0,0.0,0.0,1250590.2229340689,5465146.763851548,1343124.13526133,3584854.7262104414,357084.49748085736,2444275.3289615423,783494.8997680421,0.0,0.0,0.0,0.0,357084.49748085736,2444275.3289615423,783494.8997680421,Africa,
0000000000000000001c,SF,South Africa,-2.300065390940628,5.1103954210037425E7,1.3781495095257876E7,1.3836970381430546E7,2.3485488733349E7,1228.9826974498574,943.2689358966891,244.02017138898373,41.69359016418457,1.378055182632198E7,1.3836726361259157E7,2.3485447039758835E7,1.0910442925910575E7,642169.1808543378,2239086.830946082,8029186.914110157,-603.4952111901839,-538.9316290976603,-113.62937608361244,49.06579399108887,642708.1124834354,2239200.4603221654,8029137.848316166,Africa,
0000000000000000001d,LT,Lesotho,0.0,2129756.260201401,971158.9111635352,873651.5251131114,284945.82392475463,0.0,0.0,0.0,0.0,971158.9111635352,873651.5251131114,284945.82392475463,316760.4333583791,84955.06042261048,174639.72180904838,57165.651126720266,0.0,0.0,0.0,0.0,84955.06042261048,174639.72180904838,57165.651126720266,Africa,
0000000000000000001e,WZ,Swaziland,12.392645191014074,1179715.818001315,632684.8794729689,386949.53438604006,160081.4041423062,242.6458424925804,0.0,242.6458424925804,0.0,632684.8794729689,386706.8885435475,160081.4041423062,251397.02929001476,154438.78620850752,58140.533041208015,38817.71004029922,640.7957298755646,1.7696611881256104,639.026068687439,0.0,154437.0165473194,57501.506972520576,38817.71004029922,Africa,
00000000000000000022,MF,Mayotte,0.0,146611.2655289389,22608.366488902575,72280.84680185415,51722.05223818218,0.0,0.0,0.0,0.0,22608.366488902575,72280.84680185415,51722.05223818218,86781.09134401463,11051.414135434718,42915.145431902754,32814.53177667714,0.0,0.0,0.0,0.0,11051.414135434718,42915.145431902754,32814.53177667714,Africa,
00000000000000000094,NG,Niger,0.0,1.153410373109883E7,2581333.542231231,4555133.649696152,4397636.539171446,0.0,0.0,0.0,0.0,2581333.542231231,4555133.649696152,4397636.539171446,8910990.355781078,2060231.9566951292,3524037.9862120175,3326720.4128739326,0.0,0.0,0.0,0.0,2060231.9566951292,3524037.9862120175,3326720.4128739326,Africa,
00000000000000000095,SU,Sudan,0.0,2.8714983307412863E7,4159559.531841932,8361619.742799376,1.6193804032771556E7,0.0,0.0,0.0,0.0,4159559.531841932,8361619.742799376,1.6193804032771556E7,1.2301268850573445E7,1547494.1110458074,3111489.4625899815,7642285.276937656,0.0,0.0,0.0,0.0,1547494.1110458074,3111489.4625899815,7642285.276937656,Africa,
00000000000000000096,LY,Libya,0.0,6237493.047888882,899986.3772942384,1887455.4003411918,3450051.2702534515,0.0,0.0,0.0,0.0,899986.3772942384,1887455.4003411918,3450051.2702534515,1104101.2425448908,242236.8506415981,419749.38596900844,442115.0059342843,0.0,0.0,0.0,0.0,242236.8506415981,419749.38596900844,442115.0059342843,Africa,
00000000000000000097,UU,Koualou Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,
00000000000000000098,TS,Tunisia,0.0,1.18682578674284E7,1594120.040363592,4620796.775104716,5653341.051960091,0.0,0.0,0.0,0.0,1594120.040363592,4620796.775104716,5653341.051960091,1914788.666592822,291640.20558064495,413976.5178081759,1209171.943204001,0.0,0.0,0.0,0.0,291640.20558064495,413976.5178081759,1209171.943204001,Africa,
000000000000000000a8,EG,Egypt,0.0,7.852063068261898E7,1883122.6979952801,1.2423885150017928E7,6.421362283460577E7,0.0,0.0,0.0,0.0,1883122.6979952801,1.2423885150017928E7,6.421362283460577E7,2.6594178780579194E7,720436.9213123046,4484429.229383126,2.1389312629883762E7,0.0,0.0,0.0,0.0,720436.9213123046,4484429.229383126,2.1389312629883762E7,Africa,
000000000000000000a9,EG,Bir Tawil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,
000000000000000000aa,SU,Halaib Triangle,0.0,2502.773337809369,2502.773337809369,0.0,0.0,0.0,0.0,0.0,0.0,2502.773337809369,0.0,0.0,2952.704515967518,2952.704515967518,0.0,0.0,0.0,0.0,0.0,0.0,2952.704515967518,0.0,0.0,Africa,
000000000000000000c0,ER,Eritrea,0.0,3672612.833676973,469619.17546429334,1423570.8327036789,1779422.8255090003,0.0,0.0,0.0,0.0,469619.17546429334,1423570.8327036789,1779422.8255090003,1761602.3956786767,287684.3975424725,712651.6970358737,761266.3011003304,0.0,0.0,0.0,0.0,287684.3975424725,712651.6970358737,761266.3011003304,Africa,
000000000000000000c1,ET,Ethiopia,0.0,6.717593850799423E7,1.0853167832609652E7,2.6095442985990565E7,3.0227327689394023E7,0.0,0.0,0.0,0.0,1.0853167832609652E7,2.6095442985990565E7,3.0227327689394023E7,3.3368935086192053E7,3853472.824081916,1.4417752267044794E7,1.5097709995065344E7,0.0,0.0,0.0,0.0,3853472.824081916,1.4417752267044794E7,1.5097709995065344E7,Africa,
000000000000000000c2,DJ,Djibouti,0.0,701885.9710851298,86713.29719975826,191218.89514397387,423953.7787413977,0.0,0.0,0.0,0.0,86713.29719975826,191218.89514397387,423953.7787413977,168680.65427981794,62296.01508680761,82275.9133586663,24108.725834344044,0.0,0.0,0.0,0.0,62296.01508680761,82275.9133586663,24108.725834344044,Africa,
000000000000000000c3,SO,Somalia,0.0,7472429.355181931,1732213.8003765494,3080769.794576349,2659445.7602290316,0.0,0.0,0.0,0.0,1732213.8003765494,3080769.794576349,2659445.7602290316,3442475.9233598923,1143419.099616951,1198233.4193626249,1100823.4043803161,0.0,0.0,0.0,0.0,1143419.099616951,1198233.4193626249,1100823.4043803161,Africa,
000000000000000000c4,OD,South Sudan,0.0,6959399.068130573,1292458.7095218601,2720668.8524951288,2946271.506113585,0.0,0.0,0.0,0.0,1292458.7095218601,2720668.8524951288,2946271.506113585,5749055.195321953,462979.2416699376,2117989.8849571976,3168086.068694817,0.0,0.0,0.0,0.0,462979.2416699376,2117989.8849571976,3168086.068694817,Africa,
000000000000000000c5,UU,Abyei Area,0.0,1538.2358748820263,1538.2358748820263,0.0,0.0,0.0,0.0,0.0,0.0,1538.2358748820263,0.0,0.0,1702.22850317136,1702.22850317136,0.0,0.0,0.0,0.0,0.0,0.0,1702.22850317136,0.0,0.0,Africa,
000000000000000000c6,KE,Kenya,0.0,3.1048638427912697E7,1.1802373678669455E7,1.3531898754373537E7,5714365.994869705,0.0,0.0,0.0,0.0,1.1802373678669455E7,1.3531898754373537E7,5714365.994869705,1.4978084736409465E7,1565311.8793997583,1.004464302940502E7,3368129.8276046864,0.0,0.0,0.0,0.0,1565311.8793997583,1.004464302940502E7,3368129.8276046864,Africa,
000000000000000000c7,UG,Uganda,0.0,2.3783253059439663E7,5923922.928308616,1.3411838975185357E7,4447491.15594569,0.0,0.0,0.0,0.0,5923922.928308616,1.3411838975185357E7,4447491.15594569,1.5319373355360292E7,1525661.8337717773,1.0137042897502849E7,3656668.6240856666,0.0,0.0,0.0,0.0,1525661.8337717773,1.0137042897502849E7,3656668.6240856666,Africa,
000000000000000000c8,TZ,Tanzania,5.2197797191653885,3.407309118668006E7,1.383053900392049E7,1.4139234982811766E7,6103317.199947809,18.98777440595349,18.98777440595349,0.0,0.0,1.3830520016146084E7,1.4139234982811766E7,6103317.199947809,1.952925373655022E7,2489685.4419493065,1.114590239691344E7,5893665.897687471,56.80680337961324,56.80680337961324,0.0,0.0,2489628.635145927,1.114590239691344E7,5893665.897687471,Africa,
000000000000000000c9,MZ,Mozambique,1.0562162642847643,1.8997685824705914E7,4304260.021430073,7630870.165536749,7062555.637739094,61183.662182959364,17348.94648953492,32485.31758555916,11349.398107865278,4286911.074940538,7598384.84795119,7051206.239631229,1.0106419206663417E7,1919499.6492034092,4285407.375180073,3901512.182279935,34378.34189597236,21140.22330703198,15881.485799573991,-2643.3672106336144,1898359.4258963773,4269525.889380499,3904155.5494905687,Africa,
000000000000000000ca,CN,Comoros,0.0,513123.0667111971,78699.9790572801,168248.28466673108,266174.8029871859,0.0,0.0,0.0,0.0,78699.9790572801,168248.28466673108,266174.8029871859,221374.8118446412,44539.95155698314,82999.00291609873,93835.85737155931,0.0,0.0,0.0,0.0,44539.95155698314,82999.00291609873,93835.85737155931,Africa,
000000000000000000cb,MA,Madagascar,2.1259369622494035,1.6546777036757946E7,7041925.227698032,7285634.277213234,2219217.5318466793,162677.0761415761,48903.97661026007,40064.07527329477,73709.02425802127,6993021.251087772,7245570.2019399395,2145508.507588658,8944287.686133325,2113346.6768719703,4799513.530683523,2031427.478577833,186942.94730994437,23311.26229277353,69655.1221106001,93976.56290657073,2090035.4145791968,4729858.408572923,1937450.9156712622,Africa,
000000000000000000dc,CV,Cabo Verde,0.0,437867.9398847578,69558.16464091603,296678.6405069759,71631.13473686588,0.0,0.0,0.0,0.0,69558.16464091603,296678.6405069759,71631.13473686588,63010.66269640069,1974.8370771942296,21729.350287454195,39306.47533175226,0.0,0.0,0.0,0.0,1974.8370771942296,21729.350287454195,39306.47533175226,Africa,
000000000000000000de,WI,Western Sahara,0.0,334416.06565729744,59248.8140416623,238796.03909917825,36371.21251645689,0.0,0.0,0.0,0.0,59248.8140416623,238796.03909917825,36371.21251645689,291115.1692070544,41695.36577537059,180408.8646209922,69010.93881069162,0.0,0.0,0.0,0.0,41695.36577537059,180408.8646209922,69010.93881069162,Africa,
000000000000000000df,MR,Mauritania,0.0,2782571.584711272,978227.6759802393,1129227.8679296593,675116.0408013733,0.0,0.0,0.0,0.0,978227.6759802393,1129227.8679296593,675116.0408013733,1386415.6449442522,87112.55177810337,665854.3217668636,633448.7713992852,0.0,0.0,0.0,0.0,87112.55177810337,665854.3217668636,633448.7713992852,Africa,
000000000000000000e0,MO,Morocco,0.0,3.4431738472703286E7,8028148.232831301,9888289.045528552,1.6515301194343433E7,0.0,0.0,0.0,0.0,8028148.232831301,9888289.045528552,1.6515301194343433E7,6464929.535971069,688743.7991224744,2005694.9912344594,3770490.7456141356,0.0,0.0,0.0,0.0,688743.7991224744,2005694.9912344594,3770490.7456141356,Africa,
000000000000000000e1,SP,Spain (Canary Is),0.0,1839831.5406042628,220474.1402011575,702129.9729973809,917227.4274057245,0.0,0.0,0.0,0.0,220474.1402011575,702129.9729973809,917227.4274057245,476649.3600894038,57643.68206622453,185799.7438691042,233205.93415407508,0.0,0.0,0.0,0.0,57643.68206622453,185799.7438691042,233205.93415407508,Africa,
000000000000000000e2,PO,Portugal (Madeira Is),-0.0,309917.9885441045,57716.602948343585,118257.54994496943,133943.83565079153,0.0,0.0,0.0,0.0,57716.602948343585,118257.54994496943,133943.83565079153,-3054.638551412764,-4301.845659052756,-11358.058896415492,12605.266004055484,0.0,0.0,0.0,0.0,-4301.845659052756,-11358.058896415492,12605.266004055484,Africa,
000000000000000000e4,SP,Spain (Africa),0.0,183607.0585298079,917.9871337106126,10359.187181153193,172329.8842149441,0.0,0.0,0.0,0.0,917.9871337106126,10359.187181153193,172329.8842149441,39119.95684230298,364.03742627064673,935.0935033021019,37820.82591273023,0.0,0.0,0.0,0.0,364.03742627064673,935.0935033021019,37820.82591273023,Africa,
000000000000000000e8,AG,Algeria,0.0,3.8224905331454575E7,6237524.95548583,1.567481511872746E7,1.6312565257241286E7,0.0,0.0,0.0,0.0,6237524.95548583,1.567481511872746E7,1.6312565257241286E7,1.038029094104037E7,1150208.8898516234,3608719.535353892,5621362.515834855,0.0,0.0,0.0,0.0,1150208.8898516234,3608719.535353892,5621362.515834855,Africa,
000000000000000000e9,ML,Mali,0.0,1.1383702630396761E7,4911694.844702039,4119899.1043943195,2352108.6813004026,0.0,0.0,0.0,0.0,4911694.844702039,4119899.1043943195,2352108.6813004026,6712603.221364958,1428469.7300645083,2762950.410492071,2521183.0808083788,0.0,0.0,0.0,0.0,1428469.7300645083,2762950.410492071,2521183.0808083788,Africa,
000000000000000000ea,UV,Burkina Faso,0.0,1.1799960262314163E7,3812347.7565592094,4990374.222437986,2997238.283316967,0.0,0.0,0.0,0.0,3812347.7565592094,4990374.222437986,2997238.283316967,6662576.64672943,1312385.1915120282,2585307.1560355173,2764884.299181884,0.0,0.0,0.0,0.0,1312385.1915120282,2585307.1560355173,2764884.299181884,Africa,
000000000000000000eb,TO,Togo,0.0,4867153.370143759,851978.9365899676,1571112.427831844,2444062.0057219476,0.0,0.0,0.0,0.0,851978.9365899676,1571112.427831844,2444062.0057219476,2401220.261706101,473218.6262895948,507967.0197450903,1420034.6156714156,0.0,0.0,0.0,0.0,473218.6262895948,507967.0197450903,1420034.6156714156,Africa,
000000000000000000ec,GH,Ghana,0.0,1.8980094902278263E7,4073463.334044696,6788502.315534066,8118129.252699502,0.0,0.0,0.0,0.0,4073463.334044696,6788502.315534066,8118129.252699502,8681003.517513774,2004294.240966487,2120927.0517299683,4555782.224817319,0.0,0.0,0.0,0.0,2004294.240966487,2120927.0517299683,4555782.224817319,Africa,
000000000000000000ed,IV,Cote d'Ivoire,0.0,1.6627593283349337E7,6090372.093029048,4805833.138458341,5731388.051861947,0.0,0.0,0.0,0.0,6090372.093029048,4805833.138458341,5731388.051861947,6248010.730574543,2807196.373710357,1574880.9877003012,1865933.3691638838,0.0,0.0,0.0,0.0,2807196.373710357,1574880.9877003012,1865933.3691638838,Africa,
000000000000000000ee,GV,Guinea,0.0,8951269.562331531,3535854.3716015746,2805537.1390516143,2609878.0516783423,0.0,0.0,0.0,0.0,3535854.3716015746,2805537.1390516143,2609878.0516783423,3837945.2292003077,1225476.8516180995,1133296.747462031,1479171.6301201775,0.0,0.0,0.0,0.0,1225476.8516180995,1133296.747462031,1479171.6301201775,Africa,
000000000000000000ef,SG,Senegal,0.0,1.0126540969841793E7,1242389.2575408116,2095722.091304061,6788429.620996922,0.0,0.0,0.0,0.0,1242389.2575408116,2095722.091304061,6788429.620996922,5406249.890621306,835318.6445640952,1232320.8487869832,3338610.3972702282,0.0,0.0,0.0,0.0,835318.6445640952,1232320.8487869832,3338610.3972702282,Africa,
000000000000000000f0,GA,"Gambia, The",0.0,1264207.5899790209,338224.98036796553,391767.38396240654,534215.2256486487,0.0,0.0,0.0,0.0,338224.98036796553,391767.38396240654,534215.2256486487,782217.512670152,162783.86243144484,213585.28028754483,405848.36995116237,0.0,0.0,0.0,0.0,162783.86243144484,213585.28028754483,405848.36995116237,Africa,
000000000000000000f1,PU,Guinea-Bissau,0.0,1331132.9482045895,397709.4429934828,480390.49198869,453033.01322241686,0.0,0.0,0.0,0.0,397709.4429934828,480390.49198869,453033.01322241686,542219.1318933128,131426.07365302436,124123.83899328813,286669.2192470003,0.0,0.0,0.0,0.0,131426.07365302436,124123.83899328813,286669.2192470003,Africa,
000000000000000000f2,SL,Sierra Leone,0.0,4026613.867008427,1532644.0033621558,1375367.4683541607,1118602.395292111,0.0,0.0,0.0,0.0,1532644.0033621558,1375367.4683541607,1118602.395292111,2411609.5579251735,867780.2279119217,767465.035489936,776364.2945233157,0.0,0.0,0.0,0.0,867780.2279119217,767465.035489936,776364.2945233157,Africa,
000000000000000000f3,LI,Liberia,0.0,2892476.4267354924,1401531.3722355543,650958.2869269215,839986.7675730167,0.0,0.0,0.0,0.0,1401531.3722355543,650958.2869269215,839986.7675730167,1608944.2992242887,657093.2165432153,268007.31558842736,683843.767092646,0.0,0.0,0.0,0.0,657093.2165432153,268007.31558842736,683843.767092646,Africa,
000000000000000000f4,BN,Benin,0.0,6961331.251597399,1075607.3804028868,2895231.4099162333,2990492.461278279,0.0,0.0,0.0,0.0,1075607.3804028868,2895231.4099162333,2990492.461278279,3956069.0868204185,919285.5626355702,1555653.5621247697,1481129.9620600783,0.0,0.0,0.0,0.0,919285.5626355702,1555653.5621247697,1481129.9620600783,Africa,
000000000000000000f5,NI,Nigeria,0.0,1.2449250113803363E8,1.4924642150059849E7,4.272924245843314E7,6.683861652954065E7,0.0,0.0,0.0,0.0,1.4924642150059849E7,4.272924245843314E7,6.683861652954065E7,6.010049270612807E7,1.1166940379235826E7,2.0862789868836354E7,2.807076245805589E7,0.0,0.0,0.0,0.0,1.1166940379235826E7,2.0862789868836354E7,2.807076245805589E7,Africa,
000000000000000000f6,CM,Cameroon,0.0,1.5871036877826825E7,3005804.4119343106,4680265.738528578,8184966.727363937,0.0,0.0,0.0,0.0,3005804.4119343106,4680265.738528578,8184966.727363937,7314129.378062864,1396642.6930612233,1430721.3710099775,4486765.313991663,0.0,0.0,0.0,0.0,1396642.6930612233,1430721.3710099775,4486765.313991663,Africa,
000000000000000000f7,EK,Equatorial Guinea,0.0,517320.4433388036,243304.96960432938,103445.32166601246,170570.15206846176,0.0,0.0,0.0,0.0,243304.96960432938,103445.32166601246,170570.15206846176,300411.2601620051,77695.48934659339,38099.02359702556,184616.74721838615,0.0,0.0,0.0,0.0,77695.48934659339,38099.02359702556,184616.74721838615,Africa,
000000000000000000f8,TP,Sao Tome & Principe,0.0,125728.31034752974,24650.57621628089,17736.30216043115,83341.4319708177,0.0,0.0,0.0,0.0,24650.57621628089,17736.30216043115,83341.4319708177,50336.4940557344,11840.389381177834,8684.942958764826,29811.161715791743,0.0,0.0,0.0,0.0,11840.389381177834,8684.942958764826,29811.161715791743,Africa,
000000000000000000f9,GB,Gabon,0.0,1219002.914721609,344242.1613514441,274020.39310415427,600740.3602660109,0.0,0.0,0.0,0.0,344242.1613514441,274020.39310415427,600740.3602660109,488276.41816599976,147256.46403582423,124569.37768873223,216450.57644144332,0.0,0.0,0.0,0.0,147256.46403582423,124569.37768873223,216450.57644144332,Africa,
000000000000000000fa,CF,Rep of the Congo,0.0,3092225.651157108,656877.8557814861,336626.2159427679,2098721.579432854,0.0,0.0,0.0,0.0,656877.8557814861,336626.2159427679,2098721.579432854,1556276.3767698472,461604.6617525192,324258.2300240436,770413.4849932843,0.0,0.0,0.0,0.0,461604.6617525192,324258.2300240436,770413.4849932843,Africa,
