system:index,CLOUD_COVER,DELTA,DFO_ID,LANDSAT_5,LANDSAT_7,LANDSAT_8,LANDSAT_ALL,X,Y,.geo
DFO_2694_From_20050716_to_20050720,20,1,2694.0,0,0,0,0,119.47368086648223,26.95046220457499,
DFO_2698_From_20050723_to_20050816,20,1,2698.0,0,0,0,0,79.61091680385907,16.258865808468148,
DFO_2699_From_20050727_to_20050730,20,1,2699.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_2709_From_20050813_to_20050926,20,1,2709.0,0,0,0,0,99.10100704465981,20.892211846962883,
DFO_2711_From_20050813_to_20050820,20,1,2711.0,0,3,0,3,124.59683098636934,45.04039747380704,
DFO_2717_From_20050821_to_20050830,20,1,2717.0,0,0,0,0,-92.54977272052959,15.409960992745617,
DFO_2718_From_20050826_to_20050830,20,1,2718.0,0,0,0,0,81.56840518830815,26.977194318660974,
DFO_2719_From_20050829_to_20050919,20,1,2719.0,0,0,0,0,-88.87483378608061,32.03844169117327,
DFO_2720_From_20050830_to_20050903,20,1,2720.0,1,0,0,1,146.15589672614684,-41.59661501188001,
DFO_2721_From_20050807_to_20050916,20,1,2721.0,0,0,0,0,11.306408421722255,10.976328088079546,
DFO_2724_From_20050907_to_20050909,20,1,2724.0,0,0,0,0,1.403945218400345,41.96647776151103,
DFO_2725_From_20050908_to_20051101,20,1,2725.0,0,0,0,0,103.77348249345629,15.077585956096483,
DFO_2728_From_20050914_to_20050930,20,1,2728.0,0,0,0,0,81.84782664008276,16.418096304685534,
DFO_2730_From_20050915_to_20050927,20,1,2730.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_2731_From_20050916_to_20051005,20,1,2731.0,0,0,0,0,78.87311180403242,28.83798612289431,
DFO_2732_From_20050918_to_20050924,20,1,2732.0,0,1,0,1,106.26508353333861,15.551635839798266,
DFO_2733_From_20050921_to_20051009,20,1,2733.0,0,0,0,0,24.594051357475703,44.651010381452686,
DFO_2734_From_20050922_to_20051011,20,1,2734.0,0,0,0,0,76.45899873221084,16.395752322145828,
DFO_2735_From_20050923_to_20051001,20,1,2735.0,0,0,0,0,-92.8206339803334,31.12437420298115,
DFO_2739_From_20050926_to_20050929,20,1,2739.0,0,0,0,0,11.30414762936933,13.022402502674364,
DFO_2747_From_20051003_to_20051022,20,1,2747.0,0,0,0,0,83.97056924402665,27.03192782996974,
DFO_2748_From_20051007_to_20051011,20,1,2748.0,0,0,0,0,106.26508353333861,15.551635839798266,
DFO_2753_From_20051019_to_20051025,20,1,2753.0,0,0,0,0,-80.5061017974066,22.760553885343636,
DFO_2754_From_20051021_to_20051028,20,1,2754.0,0,0,0,0,87.53958633510302,22.580832583880973,
DFO_2758_From_20051023_to_20051209,20,1,2758.0,0,0,0,0,78.17139613095014,12.286347593843553,
DFO_2760_From_20051102_to_20051104,20,1,2760.0,0,0,0,0,105.15229328704001,15.558141471371103,
DFO_2761_From_20050915_to_20051216,20,1,2761.0,0,1,0,1,-70.82901657126672,4.285618136082135,
DFO_2763_From_20051115_to_20051117,20,1,2763.0,0,0,0,0,1.403945218400345,41.96647776151103,
DFO_2768_From_20051123_to_20060112,20,1,2768.0,0,0,0,0,101.03351999892213,8.763363149180206,
DFO_2773_From_20051222_to_20060207,20,1,2773.0,0,0,0,0,35.0792435164912,-17.003790900967186,
DFO_2776_From_20051231_to_20060118,20,1,2776.0,2,0,0,2,-119.56574398673618,39.461371516167404,
DFO_2779_From_20060108_to_20060112,20,1,2779.0,0,0,0,0,110.50400891281373,-7.290344148117991,
DFO_2780_From_20060109_to_20060131,20,1,2780.0,0,1,0,1,119.54001612942609,-26.635579079148414,
DFO_2782_From_20060108_to_20060214,20,1,2782.0,0,0,0,0,-58.40396806329579,4.900645239682041,
DFO_2784_From_20060102_to_20060120,20,1,2784.0,0,0,0,0,21.120342188929815,41.37702580578909,
DFO_2785_From_20060126_to_20060205,20,1,2785.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_2786_From_20060125_to_20060417,20,1,2786.0,0,0,0,0,-66.37660430446978,-12.192120197328432,
DFO_2789_From_20060126_to_20060214,20,1,2789.0,0,0,0,0,110.50400891281373,-7.290344148117991,
DFO_2795_From_20060203_to_20060219,20,1,2795.0,0,0,0,0,147.75377489717619,-7.403640273626939,
DFO_2797_From_20060204_to_20060212,20,1,2797.0,0,0,0,0,42.97647561268046,33.915510605101346,
DFO_2798_From_20060210_to_20060218,20,1,2798.0,0,0,0,0,101.03351999892213,8.763363149180206,
DFO_2802_From_20060216_to_20060506,20,1,2802.0,0,0,0,0,-75.54040443190503,-4.423627622233684,
DFO_2815_From_20060303_to_20060323,20,1,2815.0,0,0,0,0,116.18361789461377,-28.36507688285749,
DFO_2817_From_20060309_to_20060325,20,1,2817.0,0,0,0,0,21.120342188929815,41.37702580578909,
DFO_2818_From_20060312_to_20060322,20,1,2818.0,0,0,0,0,-83.61067447183514,38.252310383804044,
DFO_2821_From_20060320_to_20060417,20,1,2821.0,0,2,0,2,141.54412579339817,-21.32573569363254,
DFO_2823_From_20060322_to_20060602,20,1,2823.0,0,0,0,0,-70.43818340042844,-2.1792993228835082,
DFO_2825_From_20060326_to_20060330,20,1,2825.0,0,0,0,0,26.78096249609351,-28.066867773087274,
DFO_2826_From_20060328_to_20060417,20,1,2826.0,0,0,0,0,14.62701808532591,49.8799712515963,
DFO_2827_From_20060328_to_20060509,20,1,2827.0,0,0,0,0,16.945572148627235,49.68741321245567,
DFO_2828_From_20060330_to_20060405,20,1,2828.0,0,0,0,0,116.42731797021743,-26.71229569817598,
DFO_2829_From_20060330_to_20060425,20,1,2829.0,3,0,0,3,-98.3908031904023,49.485364657889505,
DFO_2832_From_20060404_to_20060511,20,1,2832.0,0,2,0,2,18.375714390904946,46.21931458997631,
DFO_2836_From_20060405_to_20060410,20,1,2836.0,0,0,0,0,133.16850350184293,-13.791188552343181,
DFO_2839_From_20060407_to_20060524,20,1,2839.0,0,0,0,0,26.005951054620084,45.53801746656255,
DFO_2841_From_20060411_to_20060509,20,1,2841.0,0,0,0,0,-98.3908031904023,49.485364657889505,
DFO_2842_From_20060325_to_20060423,20,1,2842.0,0,0,0,0,-51.35399981761728,-5.188693457657712,
DFO_2845_From_20060412_to_20060424,20,1,2845.0,0,0,0,0,-103.63677744296474,52.391718754752354,
DFO_2847_From_20060409_to_20060425,20,1,2847.0,0,0,0,0,44.62599896205017,9.761710000884472,
DFO_2848_From_20060419_to_20060423,20,1,2848.0,0,0,0,0,110.50400891281373,-7.290344148117991,
DFO_2851_From_20060421_to_20060531,20,1,2851.0,0,0,0,0,83.73925604523363,54.23330351906081,
DFO_2852_From_20060422_to_20060531,20,1,2852.0,0,0,0,0,-86.67535453566789,52.207833524581126,
DFO_2859_From_20060429_to_20060505,20,1,2859.0,0,0,0,0,94.73292509192643,22.137452979349113,
DFO_2862_From_20060511_to_20060514,20,1,2862.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_2867_From_20060522_to_20060611,20,1,2867.0,0,0,0,0,100.4552459538217,20.87223588939929,
DFO_2873_From_20060524_to_20060531,20,1,2873.0,0,0,0,0,105.1795887483919,30.357583960961634,
DFO_2876_From_20060531_to_20060604,20,1,2876.0,0,0,0,0,75.57743701719782,19.27512561397601,
DFO_2879_From_20060531_to_20060724,20,1,2879.0,0,0,0,0,85.58070980961155,24.263975040740387,
DFO_2881_From_20060407_to_20060603,20,1,2881.0,0,0,0,0,-115.50657121625913,41.53421636247317,
DFO_2890_From_20060619_to_20060623,20,1,2890.0,0,0,0,0,122.83338614663222,-0.9724926034999823,
DFO_2894_From_20060624_to_20060803,20,1,2894.0,0,0,0,0,83.96989516836256,25.92024105418647,
DFO_2896_From_20060625_to_20060629,20,1,2896.0,0,0,0,0,115.82091248958652,-2.5317919542842406,
DFO_2900_From_20060628_to_20060708,20,1,2900.0,0,0,0,0,101.84240983025684,30.245977434164775,
DFO_2911_From_20060704_to_20060707,20,1,2911.0,0,0,0,0,74.88233879719188,19.26567765736018,
DFO_2916_From_20060709_to_20060713,20,1,2916.0,0,0,0,0,70.51665288844995,31.583841242057,
DFO_2919_From_20060711_to_20060713,20,1,2919.0,0,0,0,0,125.99082677607561,46.59481480281205,
DFO_2921_From_20060711_to_20060719,20,1,2921.0,3,0,0,3,113.3480606595331,18.650106572663407,
DFO_2923_From_20060712_to_20060714,20,1,2923.0,0,0,0,0,103.40378710768695,53.03809382579064,
DFO_2924_From_20060714_to_20060717,20,1,2924.0,0,0,0,0,107.70245471090128,38.558066356597884,
DFO_2931_From_20060724_to_20060822,20,1,2931.0,0,0,0,0,74.96682747771538,33.09732684260991,
DFO_2935_From_20060728_to_20060912,20,1,2935.0,0,0,0,0,78.87347295368463,19.591057093692342,
DFO_2940_From_20060801_to_20060910,20,1,2940.0,0,2,0,2,82.26871426891692,18.982847809557633,
DFO_2947_From_20060803_to_20061011,20,1,2947.0,0,5,0,5,5.581469512220083,15.359565850497471,
DFO_2948_From_20060812_to_20060902,20,1,2948.0,0,2,0,2,105.15229328704001,15.558141471371103,
DFO_2949_From_20060810_to_20061101,20,1,2949.0,0,0,0,0,103.77348249345629,15.077585956096483,
DFO_2963_From_20060916_to_20060918,20,1,2963.0,0,0,0,0,-106.44362378083613,23.914143433735617,
DFO_3055_From_20070417_to_20070418,20,1,3055.0,0,2,0,2,68.76243351922744,34.08848191802761,
DFO_3058_From_20070419_to_20070421,20,1,3058.0,0,0,0,0,99.58498637782304,40.45102462002868,
DFO_3061_From_20070423_to_20070504,20,1,3061.0,0,0,0,0,69.39589865146698,36.493478090701004,
DFO_3065_From_20070501_to_20070525,20,1,3065.0,0,0,0,0,113.02041441885642,-1.1678040149942985,
DFO_3067_From_20070502_to_20070507,20,1,3067.0,0,0,0,0,80.76528139983597,7.8747438687728355,
DFO_3068_From_20070504_to_20070509,20,1,3068.0,0,0,0,0,95.68855963202012,24.052014151413353,
DFO_3070_From_20070506_to_20070518,20,1,3070.0,0,6,0,6,-99.91949443135991,41.868885927458074,
DFO_3071_From_20070504_to_20070525,20,1,3071.0,0,0,0,0,-54.29988837082967,-30.57755360456692,
DFO_3073_From_20070511_to_20070521,20,1,3073.0,0,0,0,0,102.56408558204666,14.714468477719745,
DFO_3075_From_20070513_to_20070613,20,1,3075.0,3,2,0,5,122.3712870339275,63.785450257420315,
DFO_3076_From_20070511_to_20070613,20,1,3076.0,1,2,0,3,81.43989801134339,54.23646426097655,
DFO_3078_From_20070515_to_20070614,20,1,3078.0,0,0,0,0,39.1227534970025,-3.7101641466295465,
DFO_3079_From_20070520_to_20070521,20,1,3079.0,0,0,0,0,101.84240983025684,30.245977434164775,
DFO_3080_From_20070519_to_20070627,20,1,3080.0,0,0,0,0,-74.61631329792858,6.3126227281399165,
DFO_3081_From_20070515_to_20070605,20,1,3081.0,0,0,0,0,115.32908484281609,1.4905402718220078,
DFO_3083_From_20070524_to_20070529,20,1,3083.0,0,0,0,0,-102.0246088947461,37.77803340047791,
DFO_3084_From_20070524_to_20070526,20,1,3084.0,0,0,0,0,101.84240983025684,30.245977434164775,
DFO_3085_From_20070522_to_20070606,20,1,3085.0,0,0,0,0,21.120309170721924,41.523287222121475,
DFO_3089_From_20070530_to_20070603,20,1,3089.0,0,0,0,0,-71.67657690418102,18.82230514443148,
DFO_3092_From_20070606_to_20070614,20,1,3092.0,0,0,0,0,-122.61584924159295,53.90754957113434,
DFO_3094_From_20070606_to_20070817,20,1,3094.0,5,0,0,5,106.62572056389152,29.327606965167753,
DFO_3095_From_20070608_to_20070613,20,1,3095.0,0,0,0,0,146.1270066542187,-34.26825761118038,
DFO_3097_From_20070611_to_20070624,20,1,3097.0,0,0,0,0,89.3901685993398,22.75598586028197,
DFO_3098_From_20070607_to_20070616,20,1,3098.0,0,0,0,0,19.168925474214458,-31.649723622145764,
DFO_3099_From_20070615_to_20070621,20,1,3099.0,0,0,0,0,-2.892580082228686,54.48684297079539,
DFO_3100_From_20070615_to_20070618,20,1,3100.0,0,0,0,0,81.56840518830815,26.977194318660974,
DFO_3101_From_20070616_to_20070620,20,1,3101.0,0,0,0,0,72.16706417807643,35.36581002534386,
DFO_3103_From_20070616_to_20070620,20,1,3103.0,0,0,0,0,122.83338614663222,-0.9724926034999823,
DFO_3104_From_20070618_to_20070626,20,1,3104.0,0,0,0,0,89.89564772781344,27.080959305699153,
DFO_3107_From_20070622_to_20070704,20,1,3107.0,0,0,0,0,79.61091680385907,16.258865808468148,
DFO_3109_From_20070624_to_20070703,20,1,3109.0,0,0,0,0,68.33948546062337,34.19114890935353,
DFO_3110_From_20070625_to_20070703,20,1,3110.0,0,0,0,0,-2.892580082228686,54.48684297079539,
DFO_3112_From_20070626_to_20070720,20,1,3112.0,0,0,0,0,66.58688586289878,27.154771412232776,
DFO_3113_From_20070626_to_20070723,20,1,3113.0,0,0,0,0,-101.11243032262978,37.21904060020939,
DFO_3114_From_20070627_to_20070704,20,1,3114.0,0,0,0,0,146.1270066542187,-34.26825761118038,
DFO_3115_From_20070627_to_20070629,20,1,3115.0,0,0,0,0,52.86797921326558,33.05947115587209,
DFO_3116_From_20070628_to_20070722,20,1,3116.0,0,1,0,1,72.11683675636226,33.06731058908361,
DFO_3118_From_20070630_to_20070713,20,1,3118.0,0,0,0,0,81.84782664008276,16.418096304685534,
DFO_3119_From_20070701_to_20070706,20,1,3119.0,0,0,0,0,77.82895671009821,16.240968234618727,
DFO_3120_From_20070701_to_20070713,20,1,3120.0,0,0,0,0,78.87347295368463,19.591057093692342,
DFO_3122_From_20070703_to_20070922,20,1,3122.0,0,0,0,0,83.96989516836256,25.92024105418647,
DFO_3123_From_20070703_to_20071008,20,1,3123.0,0,3,0,3,31.252198932884987,13.321619997068828,
DFO_3125_From_20070706_to_20070801,20,1,3125.0,0,0,0,0,95.43032274390488,24.05450089054189,
DFO_3127_From_20070710_to_20070713,20,1,3127.0,0,0,0,0,175.59369363019098,-37.956707527087275,
DFO_3128_From_20070712_to_20071010,20,1,3128.0,0,0,0,0,85.57803800366102,27.07743547737659,
DFO_3132_From_20070714_to_20070803,20,1,3132.0,0,3,0,3,83.43369747544749,45.93504113911673,
DFO_3134_From_20070718_to_20070813,20,1,3134.0,0,0,0,0,102.63249004320205,25.862610368030452,
DFO_3136_From_20070721_to_20071015,20,1,3136.0,0,0,0,0,84.1419774012404,24.226230651385706,
DFO_3137_From_20070721_to_20070730,20,1,3137.0,1,0,0,1,-2.892580082228686,54.48684297079539,
DFO_3141_From_20070725_to_20070802,20,1,3141.0,0,0,0,0,122.83338614663222,-0.9724926034999823,
DFO_3143_From_20070723_to_20071002,20,1,3143.0,0,0,0,0,81.56840518830815,26.977194318660974,
DFO_3144_From_20070727_to_20070802,20,1,3144.0,0,0,0,0,19.168925474214458,-31.649723622145764,
DFO_3145_From_20070728_to_20070801,20,1,3145.0,0,0,0,0,-4.374795430814744,11.851609534750118,
DFO_3146_From_20070729_to_20071005,20,1,3146.0,0,2,0,2,40.35224922901729,14.822957774344005,
DFO_3149_From_20070803_to_20070817,20,1,3149.0,0,0,0,0,105.15229328704001,15.558141471371103,
DFO_3150_From_20070803_to_20070827,20,1,3150.0,0,0,0,0,85.81621158201825,20.77434523070911,
DFO_3151_From_20070804_to_20071021,20,1,3151.0,0,0,0,0,8.225199314321879,9.865741262178215,
DFO_3153_From_20070807_to_20070905,20,1,3153.0,0,0,0,0,-11.166058982741355,16.45623904127989,
DFO_3160_From_20070808_to_20070815,20,1,3160.0,0,0,0,0,74.88233879719188,19.26567765736018,
DFO_3161_From_20070809_to_20070812,20,1,3161.0,0,0,0,0,116.21717859312977,34.641883009955805,
DFO_3162_From_20070810_to_20070813,20,1,3162.0,0,2,0,2,71.65220289621162,26.832408297227563,
DFO_3164_From_20070812_to_20070817,20,1,3164.0,0,0,0,0,78.87282273825925,29.075620438150082,
DFO_3165_From_20070812_to_20070814,20,1,3165.0,0,0,0,0,74.47931983109142,35.44925256690267,
DFO_3166_From_20070726_to_20071010,20,1,3166.0,0,6,0,6,1.846020247895492,14.103025730692995,
DFO_3167_From_20070809_to_20070815,20,1,3167.0,0,0,0,0,11.86225332973589,8.945710974092348,
DFO_3168_From_20070810_to_20070824,20,1,3168.0,0,0,0,0,105.02540838174437,14.564260036412717,
DFO_3169_From_20070814_to_20071004,20,1,3169.0,0,0,0,0,95.43032274390488,24.05450089054189,
DFO_3170_From_20070815_to_20071031,20,1,3170.0,0,0,0,0,33.71264972162249,2.760321689848302,
DFO_3171_From_20070816_to_20070827,20,1,3171.0,1,0,0,1,-93.85266755814695,38.15742344930832,
DFO_3179_From_20070825_to_20071001,20,1,3179.0,0,3,0,3,20.394086862339606,13.106961030873586,
DFO_3180_From_20070831_to_20070920,20,1,3180.0,0,0,0,0,-12.651650790539536,19.180749697732413,
DFO_3183_From_20070901_to_20071004,20,1,3183.0,0,0,0,0,46.23516477429914,4.792049136211298,
DFO_3184_From_20070904_to_20070912,20,1,3184.0,0,0,0,0,-92.33787423873483,18.37793192324441,
DFO_3188_From_20070905_to_20071110,20,1,3188.0,0,0,0,0,99.10101341337781,17.08850924392644,
DFO_3191_From_20070916_to_20071007,20,1,3191.0,0,0,0,0,78.24997796390072,16.89899725179693,
DFO_3193_From_20070918_to_20070920,20,1,3193.0,0,0,0,0,20.591824674006297,42.025939923936825,
DFO_3195_From_20070922_to_20071008,20,1,3195.0,0,0,0,0,85.81621158201825,20.77434523070911,
DFO_3197_From_20070921_to_20070924,20,1,3197.0,0,0,0,0,3.5669620123910772,35.020832417327405,
DFO_3198_From_20070924_to_20071002,20,1,3198.0,0,3,0,3,-52.133713894529514,-28.261709473572306,
DFO_3199_From_20070928_to_20071001,20,1,3199.0,0,0,0,0,-99.50412664261836,21.519927203842002,
DFO_3205_From_20071012_to_20071026,20,1,3205.0,0,1,0,1,-90.695603337975,13.559171186104198,
DFO_3208_From_20071017_to_20071024,20,1,3208.0,0,0,0,0,94.27487530110187,22.491097611000974,
DFO_3210_From_20071020_to_20071116,20,1,3210.0,0,0,0,0,103.77348249345629,15.077585956096483,
DFO_3212_From_20071001_to_20071210,20,1,3212.0,0,0,0,0,-70.82901657126672,4.285618136082135,
DFO_3214_From_20071025_to_20071031,20,1,3214.0,0,0,0,0,14.514529202011072,-5.383922622573956,
DFO_3216_From_20071027_to_20071102,20,1,3216.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_3217_From_20071027_to_20071101,20,1,3217.0,0,0,0,0,77.14844729593179,13.748363978366424,
DFO_3218_From_20071028_to_20071110,20,1,3218.0,0,2,0,2,-76.63746946902523,21.373319003192776,
DFO_3219_From_20071028_to_20071109,20,1,3219.0,0,0,0,0,105.15229328704001,15.558141471371103,
DFO_3220_From_20071028_to_20071201,20,1,3220.0,0,0,0,0,-89.24443564347713,16.184068536736152,
DFO_3221_From_20071030_to_20071102,20,1,3221.0,0,0,0,0,3.565191990075567,33.816037723304895,
DFO_3226_From_20071115_to_20071201,20,1,3226.0,0,0,0,0,89.39020392493202,21.371499573112192,
DFO_3235_From_20071121_to_20071216,20,1,3235.0,0,0,0,0,39.1227534970025,-3.7101641466295465,
DFO_3237_From_20071201_to_20071217,20,1,3237.0,0,0,0,0,144.84779982903157,-25.600610954950053,
DFO_3239_From_20071211_to_20071217,20,1,3239.0,0,0,0,0,-71.67657690418102,18.82230514443148,
DFO_3242_From_20071211_to_20080103,20,1,3242.0,0,0,0,0,34.440285809187635,-17.01005560774083,
DFO_3243_From_20071216_to_20080101,20,1,3243.0,0,0,0,0,80.76528139983597,7.8747438687728355,
DFO_3246_From_20071215_to_20071228,20,1,3246.0,0,0,0,0,-62.776657170574076,-15.287527465994312,
DFO_3247_From_20071222_to_20071231,20,1,3247.0,0,0,0,0,146.12701769078234,-31.89369678282497,
DFO_3249_From_20071225_to_20080103,20,1,3249.0,0,0,0,0,110.50400891281373,-7.290344148117991,
DFO_3251_From_20080102_to_20080106,20,1,3251.0,0,0,0,0,110.50400891281373,-7.290344148117991,
DFO_3252_From_20080103_to_20080109,20,1,3252.0,0,0,0,0,146.26048389164694,-31.802325475870745,
DFO_3254_From_20080107_to_20080116,20,1,3254.0,0,0,0,0,80.76528139983597,7.8747438687728355,
DFO_3256_From_20080112_to_20080126,20,1,3256.0,0,0,0,0,-47.94179500050975,-25.103504286007894,
DFO_3257_From_20080114_to_20080201,20,1,3257.0,0,3,0,3,142.7389684644248,-21.344232145899117,
DFO_3259_From_20080115_to_20080126,20,1,3259.0,0,0,0,0,-2.892580082228686,54.48684297079539,
DFO_3263_From_20080130_to_20080501,20,1,3263.0,0,0,0,0,-70.56137669856435,-4.442827078943276,
DFO_3267_From_20080204_to_20080507,20,1,3267.0,3,0,0,3,-69.91112248946466,-12.165159408549586,
DFO_3268_From_20080206_to_20080212,20,1,3268.0,0,0,0,0,-85.56364238347484,40.91442019941432,
DFO_3270_From_20080213_to_20080226,20,1,3270.0,0,0,0,0,149.50436694985197,-23.273705277307457,
DFO_3271_From_20080214_to_20080314,20,1,3271.0,0,0,0,0,110.50400891281373,-7.290344148117991,
DFO_3272_From_20080209_to_20080501,20,1,3272.0,0,0,0,0,24.220790820186927,-11.398726228327906,
DFO_3273_From_20080212_to_20080312,20,1,3273.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_3274_From_20080217_to_20080305,20,1,3274.0,0,1,0,1,46.97401699812138,-18.624083991258004,
DFO_3279_From_20080226_to_20080228,20,1,3279.0,0,0,0,0,-8.093855543775344,30.91872244537904,
DFO_3336_From_20080721_to_20080729,20,1,3336.0,1,0,0,1,-102.45849127799711,30.19089543695036,
DFO_3338_From_20080720_to_20080808,20,1,3338.0,0,0,0,0,85.57803800366102,27.07743547737659,
DFO_3339_From_20080728_to_20080729,20,1,3339.0,0,0,0,0,121.89015513158073,15.28846032477614,
DFO_3340_From_20080730_to_20080811,20,1,3340.0,1,0,0,1,-149.57028082720512,64.38318219588297,
DFO_3345_From_20080728_to_20080808,20,1,3345.0,3,0,0,3,106.62694171914052,33.22403358655382,
DFO_3348_From_20080802_to_20080808,20,1,3348.0,0,0,0,0,15.510543312901012,8.967144905958449,
DFO_3356_From_20080805_to_20080811,20,1,3356.0,0,0,0,0,80.03187106722858,16.91676071577541,
DFO_3359_From_20080809_to_20080820,20,1,3359.0,0,0,0,0,74.96693946028378,29.12438723356499,
DFO_3360_From_20080811_to_20080820,20,1,3360.0,0,0,0,0,101.31637266719422,20.88463657212552,
DFO_3365_From_20080818_to_20080924,20,1,3365.0,0,1,0,1,83.97056924402665,27.03192782996974,
DFO_3366_From_20080820_to_20080828,20,1,3366.0,2,0,0,2,-82.41482503330315,29.775438429790256,
DFO_3367_From_20080820_to_20080828,20,1,3367.0,0,0,0,0,32.853635801839424,9.584643227577573,
DFO_3368_From_20080720_to_20080825,20,1,3368.0,0,0,0,0,18.93538540934394,10.172436780713827,
DFO_3370_From_20080901_to_20080902,20,1,3370.0,0,0,0,0,-96.22179915997879,32.42334648413956,
DFO_3371_From_20080830_to_20080908,20,1,3371.0,0,0,0,0,83.97056924402665,27.03192782996974,
DFO_3372_From_20080830_to_20080908,20,1,3372.0,0,0,0,0,90.4239702169297,23.749347056856646,
DFO_3382_From_20080922_to_20080929,20,1,3382.0,3,0,0,3,81.84777291558474,19.56084455954666,
DFO_3383_From_20080922_to_20080929,20,1,3383.0,0,0,0,0,78.87088479744355,28.859826136282734,
DFO_3384_From_20080911_to_20081004,20,1,3384.0,0,0,0,0,100.4552459538217,20.87223588939929,
DFO_3394_From_20081014_to_20081016,20,1,3394.0,0,0,0,0,40.1647992304958,3.5433269733049086,
DFO_3405_From_20081112_to_20081117,20,1,3405.0,0,0,0,0,20.74090785431443,-31.664449849987623,
DFO_3413_From_20081122_to_20081204,20,1,3413.0,0,0,0,0,80.76528139983597,7.8747438687728355,
DFO_3421_From_20081213_to_20081214,20,1,3421.0,0,0,0,0,-69.9251057853932,7.021102354712928,
DFO_3422_From_20081213_to_20090112,20,1,3422.0,0,0,0,0,-59.360673991778064,4.898832232886332,
DFO_3425_From_20081226_to_20081228,20,1,3425.0,0,0,0,0,100.55404423866503,-0.12998159365116224,
DFO_3436_From_20090108_to_20090116,20,1,3436.0,2,0,0,2,-45.58621950660211,-15.147075576137146,
DFO_3437_From_20090120_to_20090127,20,1,3437.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_3462_From_20090304_to_20090309,20,1,3462.0,0,0,0,0,16.253922871952863,-15.48974139124137,
DFO_3464_From_20090317_to_20090319,20,1,3464.0,0,2,0,2,-98.3908031904023,49.485364657889505,
DFO_3465_From_20090324_to_20090420,20,1,3465.0,0,0,0,0,100.04761898199592,-0.017925924213417394,
DFO_3467_From_20090327_to_20090327,20,1,3467.0,0,0,0,0,24.015082586658533,-19.736263921035263,
DFO_3474_From_20090417_to_20090427,20,1,3474.0,0,0,0,0,-99.27836566946247,31.636912913165062,
DFO_3476_From_20090422_to_20090514,20,1,3476.0,0,4,0,4,-147.20386662128752,64.04781058355054,
DFO_3485_From_20090420_to_20090515,20,1,3485.0,0,0,0,0,87.53958633510302,22.580832583880973,
DFO_3490_From_20090619_to_20090622,20,1,3490.0,0,0,0,0,-90.77460530166238,13.557243277888963,
DFO_3493_From_20090621_to_20090628,20,1,3493.0,0,0,0,0,23.664755486295135,-16.687966448420905,
DFO_3494_From_20090510_to_20090701,20,1,3494.0,0,0,0,0,104.77952117282086,17.461818990100046,
DFO_3495_From_20090703_to_20090706,20,1,3495.0,0,0,0,0,83.97056924402665,27.03192782996974,
DFO_3496_From_20090703_to_20090706,20,1,3496.0,0,0,0,0,89.89564772781344,27.080959305699153,
DFO_3530_From_20090818_to_20090827,20,1,3530.0,0,0,0,0,90.4239702169297,23.749347056856646,
DFO_3531_From_20090824_to_20090826,20,1,3531.0,0,0,0,0,-15.703674080467492,14.695183466275903,
DFO_3534_From_20090828_to_20090901,20,1,3534.0,0,2,0,2,3.4464522728969245,17.988964720856593,
DFO_3536_From_20090907_to_20090910,20,1,3536.0,0,0,0,0,25.617737981085842,37.60445203145958,
DFO_3543_From_20090910_to_20090919,20,1,3543.0,0,0,0,0,-95.59422116263109,19.444874838754448,
DFO_3544_From_20090921_to_20090928,20,1,3544.0,0,2,0,2,-83.61076646328326,33.2326645161074,
DFO_3551_From_20090925_to_20091012,20,1,3551.0,0,1,0,1,79.61091680385907,16.258865808468148,
DFO_3552_From_20091002_to_20091017,20,1,3552.0,0,0,0,0,121.89025046398336,12.064047356711951,
DFO_3553_From_20091004_to_20091012,20,1,3553.0,0,0,0,0,83.87498968654053,28.911055474159358,
DFO_3555_From_20091020_to_20091026,20,1,3555.0,0,0,0,0,5.348344463764351,7.234555463819439,
DFO_3559_From_20091026_to_20091028,20,1,3559.0,0,0,0,0,-57.981812607878105,-23.411702745167744,
DFO_3567_From_20091110_to_20091113,20,1,3567.0,0,4,0,4,-83.63073135454937,33.27828556058526,
DFO_3572_From_20091114_to_20091122,20,1,3572.0,1,0,0,1,-58.02937821229737,-31.18810498352453,
DFO_3577_From_20091121_to_20091208,20,1,3577.0,0,0,0,0,-53.946212599161925,-30.07954837179698,
DFO_3590_From_20100101_to_20100113,20,1,3590.0,0,0,0,0,146.12704727013602,-31.641069079166247,
DFO_3591_From_20100104_to_20100113,20,1,3591.0,0,0,0,0,21.121286401637995,41.416080995088144,
DFO_3602_From_20100126_to_20100213,20,1,3602.0,0,0,0,0,-100.184612061561,21.1274403742722,
DFO_3607_From_20100213_to_20100220,20,1,3607.0,0,0,0,0,25.617737981085842,37.60445203145958,
DFO_3615_From_20100228_to_20100317,20,1,3615.0,0,0,0,0,145.4247484179258,-25.938036048851203,
DFO_3616_From_20100301_to_20100317,20,1,3616.0,0,0,0,0,26.045590370538957,-15.028895590539616,
