,unit_id,MEAN,unit_name,unit_name,G10_bh_5,G10_bh_10,G10_bh_25,G10_bh_50,G10_bh_100,G10_bh_250,G10_bh_500,G10_bh_1T,G30_24_2,G30_24_5,G30_24_10,G30_24_25,G30_24_50,G30_24_100,G30_24_250,G30_24_500,G30_24_1T,G30_28_2,G30_28_5,G30_28_10,G30_28_25,G30_28_50,G30_28_100,G30_28_250,G30_28_500,G30_28_1T,G30_38_2,G30_38_5,G30_38_10,G30_38_25,G30_38_50,G30_38_100,G30_38_250,G30_38_500,G30_38_1T,G30_b4_2,G30_b4_5,G30_b4_10,G30_b4_25,G30_b4_50,G30_b4_100,G30_b4_250,G30_b4_500,G30_b4_1T,G30_b8_2,G30_b8_5,G30_b8_10,G30_b8_25,G30_b8_50,G30_b8_100,G30_b8_250,G30_b8_500,G30_b8_1T,G30_2h_2,G30_2h_5,G30_2h_10,G30_2h_25,G30_2h_50,G30_2h_100,G30_2h_250,G30_2h_500,G30_2h_1T,G30_3h_2,G30_3h_5,G30_3h_10,G30_3h_25,G30_3h_50,G30_3h_100,G30_3h_250,G30_3h_500,G30_3h_1T,P10_bh_2,P10_bh_5,P10_bh_10,P10_bh_25,P10_bh_50,P10_bh_100,P10_bh_250,P10_bh_500,P10_bh_1T,P30_24_2,P30_24_5,P30_24_10,P30_24_25,P30_24_50,P30_24_100,P30_24_250,P30_24_500,P30_24_1T,P30_28_2,P30_28_5,P30_28_10,P30_28_25,P30_28_50,P30_28_100,P30_28_250,P30_28_500,P30_28_1T,P30_38_2,P30_38_5,P30_38_10,P30_38_25,P30_38_50,P30_38_100,P30_38_250,P30_38_500,P30_38_1T,P30_b4_2,P30_b4_5,P30_b4_10,P30_b4_25,P30_b4_50,P30_b4_100,P30_b4_250,P30_b4_500,P30_b4_1T,P30_b8_2,P30_b8_5,P30_b8_10,P30_b8_25,P30_b8_50,P30_b8_100,P30_b8_250,P30_b8_500,P30_b8_1T,P30_2h_2,P30_2h_5,P30_2h_10,P30_2h_25,P30_2h_50,P30_2h_100,P30_2h_250,P30_2h_500,P30_2h_1T,P30_3h_2,P30_3h_5,P30_3h_10,P30_3h_25,P30_3h_50,P30_3h_100,P30_3h_250,P30_3h_500,P30_3h_1T,U10_bh_2,U10_bh_5,U10_bh_10,U10_bh_25,U10_bh_50,U10_bh_100,U10_bh_250,U10_bh_500,U10_bh_1T,U30_24_2,U30_24_5,U30_24_10,U30_24_25,U30_24_50,U30_24_100,U30_24_250,U30_24_500,U30_24_1T,U30_28_2,U30_28_5,U30_28_10,U30_28_25,U30_28_50,U30_28_100,U30_28_250,U30_28_500,U30_28_1T,U30_38_2,U30_38_5,U30_38_10,U30_38_25,U30_38_50,U30_38_100,U30_38_250,U30_38_500,U30_38_1T,U30_b4_2,U30_b4_5,U30_b4_10,U30_b4_25,U30_b4_50,U30_b4_100,U30_b4_250,U30_b4_500,U30_b4_1T,U30_b8_2,U30_b8_5,U30_b8_10,U30_b8_25,U30_b8_50,U30_b8_100,U30_b8_250,U30_b8_500,U30_b8_1T,U30_2h_2,U30_2h_5,U30_2h_10,U30_2h_25,U30_2h_50,U30_2h_100,U30_2h_250,U30_2h_500,U30_2h_1T,U30_3h_2,U30_3h_5,U30_3h_10,U30_3h_25,U30_3h_50,U30_3h_100,U30_3h_250,U30_3h_500,U30_3h_1T,cc,region,continent,system.index,country,sum,.geo,pop2010,pop2030,changepropFUT,changeccONLY,newclimateadds,newclimateadds4,newexpossure,climnew+popnew,climpopdisprepancy,newclimateONLY,newpopONLY,newpopratio,relexpcc,relexpcc4,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,ccc,floodpop2000,floodpop2015,totalpop2000,totalpop2015,prop2000,prop2015,changeprop,changef,absolutechangef,relexp,ccDRIVE,popDRIVE,BOTH,onlypop,surprise,neither,perchange
1,0,0.298036407,AFGHANISTAN,AFGHANISTAN,2995626500,3735572480,4144049150,4326235650,4408102910,4651286530,4779577340,4865830910,540219205.6,7067471770,10420201000,12311333700,12916799900,13454988200,14044327100,14303286500,14652094100,155499254.2,6152921800,10272467900,12158031100,12941086300,13348145500,13912598300,14301970500,14696271100,162736175.6,5842975800,9670445520,11464984000,12240445400,12650179300,13211992800,13586621100,13953367400,169174409.8,2522862330,3518788470,4059396410,4290290770,4440988340,4682711900,4775876830,4870363200,64512530.03,2253363940,3485691020,4013203020,4300486790,4426725780,4668767690,4792003260,4902198920,0,8583128930,11069816100,12570685600,13035091800,13322249300,13921719000,14341393700,14645078600,0,8061180110,10408735200,11847978600,12320606200,12612231700,13190213200,13580437100,13882507900,0,2444396.5,3041682.75,3377498.5,3518291.75,3582677.75,3780256,3885927.25,3952661,264322.2726,3549449.838,5164428.65,6041251.8,6331319.15,6583085.65,6887704.8,7008756.5,7161793.25,67260.92998,3107239.488,5092798.3,5969320,6347531.05,6533324.85,6824116.9,7009772,7186531.05,77984.65703,3188303.338,5189628.7,6100285.1,6505039.75,6710350.95,7019025.3,7212127.7,7392809.95,137750.5496,2046296.616,2862195.442,3305791.084,3485970.606,3609196.655,3804220.73,3880106.93,3953210.28,46747.58629,1827719.332,2835292.473,3269076.166,3496026.404,3598348.735,3793400.094,3894039.207,3980198.607,0,4316302.45,5486478.45,6174342.4,6396033.15,6518582.45,6830190.4,7033739.8,7164039.05,0,4382025.85,5584075.4,6306523.9,6550362.95,6687341.35,7008534.9,7213206.9,7355085.25,0,64670324,117994520,162387072,197033424,229000096,270263520,301112384,337153664,8209769.559,192682863.6,348665000,515705595.2,628431851.2,744811188.8,889704732.8,995184051.2,1116073640,2200180.567,156879879.6,328418680,496914363.2,618016971.2,736161838.4,883959926.4,988388416,1098082920,2216000.967,140831812.4,293544670.4,442096302.4,550429086.4,655951604.8,787526748.8,880766220.8,979005961.6,2397826.473,61676330.4,115062013.6,161432040,196647032,230568283.2,273583648,304380876.8,343652112,847894.559,51385274.4,109829454.4,156354904,194865585.6,229967579.2,273408748.8,304149654.4,340342032,0,199102714.8,351834993.6,513958168,623735857.6,733528891.2,873266588.8,976650393.6,1084590590,0,177166862,313762686.4,456957524.8,554867588.8,652848123.2,777415689.6,870138528,966880355.2,AF,Southern Asia,Asia,2,Afghanistan,31600000,NA,31600000,51800000,1.112458526,1.004374098,14742.4,64503.2,2950647.1,2951575.685,-928.585345,15670.98534,2935904.7,1.819472167,1.112458526,1.100281039,6724015.893,8373806.32,8760308.921,33580.02769,27472.23974,37869.94501,6690435.865,8346334.08,8722438.976,2010220.705,6545992.857,6988809.553,5466.104674,39493.13666,-17429.26133,2004754.6,6506499.72,7006238.815,AFG,98922.21244,126452.1924,23858131.13,39403154.25,0.004146268,0.00320919,0.773994679,1.278286353,27529.98,0.773986855,1,0,0,0,1,0,-22.60053208
32,2,0.267749876,ALBANIA,ALBANIA,1136545280,1489405700,1768600320,1786390780,1808422660,1827246850,1839178750,1879982590,227663684.2,2042266680,2354614240,2630817100,2668359560,2715060180,2741395800,2755858700,2800004440,34518128.15,1845623600,2218724430,2629743670,2634658480,2712017140,2734712580,2751677170,2797836240,41727934.1,1833210730,2229301760,2679856480,2685883190,2774403050,2801451310,2821175280,2871289730,135850722.1,1418266360,1594341340,1808512820,1821329750,1849483340,1869209560,1880203490,1920506620,29973967.47,1325099590,1485562890,1772569280,1776078320,1830307330,1846621600,1860374600,1902363820,0,1490281980,2228646660,2604961230,2652239310,2692499300,2716417280,2733173500,2778535530,0,1518346960,2242772020,2640473240,2709421980,2752887810,2780421580,2801097270,2849975810,0,147420.1875,193511.7344,229960.75,232289.5313,235172.9688,237636.3281,239194.1563,244523.3906,19332.42253,188319.6307,206360.8889,229989.5759,230491.9919,233558.9732,235508.8418,236602.9259,241437.1075,2930.113701,173154.9876,193696.8587,225992.3468,226371.2468,231905.9614,233514.0725,234944.4635,239916.9384,3778.749638,181650.1479,205302.9453,243806.8759,244267.3259,251430.028,253552.161,255317.583,260746.3954,17810.86937,184381.4683,207251.0333,235221.5047,236895.2232,240578.5415,243161.628,244601.9659,249867.2752,3920.407089,172129.0369,193083.3252,230567.0264,231026.5951,238114.9027,240254.8107,242053.8525,247538.9826,0,144058.3966,192403.554,224811.1152,225465.9027,227936.0694,229904.6903,230927.7349,235773.6541,0,152760.2703,205948.7719,243516.9188,245729.825,248846.1031,251288.7594,252814.6156,258112.9094,0,60227784,124383632,216012432,274705952,331869664,398497664,455256192,507752736,10733091.8,148388446.4,291187827.2,466046870.4,593707027.2,706822780.8,839920697.6,964185657.6,1047498800,3754968.8,131963867.2,263232956.8,435785900.8,548719328,672194588.8,807610323.2,911578937.6,1008656650,3254564.2,115835723.2,230929593.6,381950006.4,480253651.2,587683836.8,705381273.6,797002284.8,881320633.6,5368887.05,79694026.4,156067988.8,249021132.8,314455910.4,372575971.2,440382291.2,508196320,550536160,1878304,71478054.4,142084780.8,233883972.8,291952297.6,355254262.4,424220192,481881766.4,531106329.6,0,109473041.6,227846281.6,400058691.2,514241964.8,625445545.6,756188153.6,858352006.4,961968659.2,0,96342026.4,200258694.4,350983907.2,450370956.8,547164438.4,660811257.6,750868230.4,840854483.2,AL,Southern Europe,Europe,3,Albania,3105610.008,NA,3105610.008,3203584.031,0.955950289,1.01250966,3969.891989,5622.903757,-3267.00735,-4294.965352,1027.958002,2941.933987,-7236.899339,0.969227333,0.955950289,0.95891551,1733375.173,1222597.619,1168945.573,48457.59315,37943.17519,23891.42626,1684917.58,1184654.444,1145054.147,-565910.7961,-117028.9261,390710.3685,-10396.3469,-4112.939414,2210.939796,-555514.4492,-112915.9867,388499.4287,ALB,110292.1946,97993.84808,4124918.365,3832689.011,0.026738031,0.02556791,0.956237586,0.888484992,-12298.34652,0.956228916,0,0,0,0,0,1,-4.376241394
33,3,0.341606642,ALGERIA,ALGERIA,8616627200,9674731520,10893474800,11277343700,11580659700,11810786300,12044036100,12279110700,408179049,11621806200,16870345500,20729969700,22119821700,23239447100,24325667200,24804308600,25211571000,3798671.166,8089083830,15748739700,19589816700,20855690400,22208214800,23467771900,24208728900,24789931600,4366278.677,7848662780,15258548200,19071186500,20294853400,21622683000,22863660200,23593514200,24170962100,181354926.1,5877574040,8139394760,10030827500,10607155800,11085381400,11590789500,11840855700,12050766000,2434744.551,4216281740,7548113630,9474463200,9993579840,10584600700,11172980100,11543501400,11833645700,0,17494002500,20133570600,22547769500,23521287400,24292857200,24780752900,25221329300,25667839600,0,16965392200,19587817100,21965684100,22912666800,23667269000,24163354200,24605583800,25060732900,0,1139277.375,1279176.875,1440268.375,1491018.75,1531123.5,1561577.125,1592405.375,1623483.75,33310.1868,991079.1938,1395311.95,1715577.8,1821464.225,1906382.05,1992988.5,2033283.2,2066975.15,307.106039,702771.408,1303785.967,1622465.462,1718312.712,1822228.013,1922992.635,1984697.754,2032573.926,373.737838,716577.9469,1334844.625,1668987.6,1767848.325,1876691.225,1982017.375,2046192.7,2096477.025,23973.98617,777093.625,1076099.888,1326175.625,1402369.375,1465633.1,1532487.375,1565548.3,1593302.425,321.003393,557439.248,997929.1495,1252658.763,1321299.312,1399438.262,1477248.292,1526230.206,1564589.284,0,1470363.925,1661679.35,1863948.2,1935850.6,1992362.175,2030177.45,2067374.025,2104266.8,0,1504180.275,1708870.5,1919016.5,1993990.475,2053318.5,2094308.725,2133623.975,2173342.825,0,941912576,1563556100,2209670400,2672349180,3148089340,3791702020,4413042180,4905673220,9249267.144,1172662670,2548283830,3983719220,4893520050,5919300710,7280066460,8541049240,9626432560,0,742832339.2,2093252760,3462121680,4414733800,5378215780,6657699940,7889360490,8883663510,0,702352995.2,1978816350,3272266620,4171079350,5080147460,6285604350,7456625770,8396100860,4064951.041,591166424,1190584140,1851156990,2255612030,2710642100,3316006810,3964022480,4459469210,0,394520136.8,987224070.4,1617485700,2040875960,2468632170,3031274340,3672427980,4127745480,0,2073677810,3395610390,4790175640,5828423400,6897261880,8346414490,9541837520,10620767500,0,1956841610,3207242110,4525462020,5504759010,6512875620,7879228720,9016276070,10035434900,DZ,Northern Africa,Africa,4,Algeria,33800000,NA,33800000,42500000,0.946499234,0.913994372,-170134.162,-85980.125,291104.513,329553.437,-38448.92399,-131685.238,461238.675,1.30124198,0.946499234,1.015481481,6207355.03,15600000,1.60E+07,8635.480558,44405.56443,121873.0649,6198719.55,15500000,15900000,1149412.733,3599738.112,5612211.15,8211.068531,48797.57723,-3469.753164,1141201.665,3550940.534,5615680.904,DZA,174914.1099,228453.0025,37807355.03,48168717.03,0.004626457,0.004742767,1.025140148,1.30607929,53538.8926,1.025134287,0,1,0,1,0,0,2.514014822
36,6,0.649793367,ANGOLA,ANGOLA,855600320,922672832,984520128,1036065860,1064959360,1128902530,1155679360,1189111680,213648031.4,1458350130,1606762230,1685508620,1775363560,1833860490,1929210330,1978892120,2038872240,216193477.8,1456392170,1598631970,1698242600,1774285720,1834095270,1935578890,1996267920,2053029400,220732303.6,1622547430,1805584990,1930159270,2018469430,2088188970,2200181110,2268171920,2331624700,102111101.8,872843225.6,942476915.2,981222796.8,1042376410,1070979340,1132619300,1161685700,1196287390,101717338.4,872583513.6,937269760,988623116.8,1043931850,1073862440,1136737590,1170895420,1203519630,0,1431858660,1575016080,1690121130,1761744000,1817478750,1923601600,1965703160,2027369980,0,1590803940,1777146610,1922004240,2003682020,2069816440,2185637110,2236404080,2303003700,0,167222.4844,180346.1875,193922.0313,203966.5156,209658.875,222071.6406,227339.2031,233887.5156,31346.35303,221222.9734,239398.25,251068.2344,265237.3313,273793.1406,288230.7906,295897.0344,304858.7813,31682.58032,220894.0391,238237.8625,253003.4625,265149.9688,273886.95,289231.3313,298212.8469,306668.675,34019.41177,256546.3234,281641.1906,301215.1094,315684.0156,326684.7969,344511.2094,355064.2594,364951.4938,19957.29661,170558.5266,184126.6219,193000.4438,204928.8625,210895.8781,222579.8781,228569.3813,235346.7844,19837.93147,170462.325,183132.3344,194490.1063,205287.2,211495.3063,223428.5969,230102.2625,236468.5719,0,217174.6859,234833.525,252009.3781,263488.9781,271329.275,287602.4344,293895.9031,303101.5063,0,251558.5422,277337.8313,300244.0656,313666.1406,323696.2594,342467.8844,350409.8344,360820.1563,0,245880352,391143392,533578144,632390464,729482432,856597696,948182912,1039029060,17313568.2,374681979.2,604084710.4,845121260.8,1011000260,1169589410,1370149760,1516373950,1655582040,12390613.35,363286027.2,610456787.2,856238739.2,1018699350,1178276280,1379830170,1530517820,1681555440,14446037,409048513.6,683758451.2,959256326.4,1142885630,1322485670,1550334570,1720499320,1890440000,10294917.35,257132916.8,405543350.4,552116857.6,656289120,758920070.4,889207948.8,985362867.2,1077858740,7314961.65,254213692.8,409900560,557841081.6,661326611.2,764884339.2,897362316.8,995895628.8,1094159080,0,358996011.2,585354521.6,814172985.6,967683622.4,1115143940,1307462450,1445764060,1581173210,0,398158814.4,650411411.2,910860000,1084713360,1250917590,1468058520,1624531930,1778295800,AO,Middle Africa,Africa,6,Angola,18900000,NA,18900000,31600000,0.78132696,1.008759139,2557.675,2463.865625,64228.075,63506.83125,721.24375,1836.43125,61670.4,1.294146384,0.78132696,0.778468422,4427854.171,3181369.592,7637813.729,26807.00585,649.2047434,435.7715863,4401047.165,3180720.388,7637377.957,542778.3333,1771698.346,7591738.585,5939.732697,2243.765748,379.5745534,536838.6006,1769454.581,7591359.011,AGO,27891.98218,36455.05518,15247037.49,25153252.76,0.001829338,0.001449318,0.792263584,1.306961548,8563.072998,0.79223518,0,0,0,0,0,1,-20.77364162
40,10,0.557768754,ARGENTINA,ARGENTINA,31195781100,39031480300,45166034900,49377996800,52879024100,59233820700,63133564900,67805888500,16670466300,64766267800,83115209500,98844284500,1.09E+11,1.18E+11,1.32E+11,1.42E+11,1.52E+11,10953572100,59348551700,78288191500,95392210100,1.05E+11,1.14E+11,1.28E+11,1.38E+11,1.48E+11,10548292900,57184177800,75412095000,91806887900,1.01E+11,1.10E+11,1.23E+11,1.32E+11,1.42E+11,7945672540,31556754200,40221228200,46671697500,50936120900,54416573200,61068572300,65385485900,70613473700,5200895580,28943519700,37906324700,45020713800,48765704600,52584833800,59268975000,63512295800,68488965300,0,63941812600,80560868600,95633320300,1.06E+11,1.15E+11,1.28E+11,1.37E+11,1.46E+11,0,61607133600,77599996300,92038467600,1.02E+11,1.10E+11,1.23E+11,1.32E+11,1.41E+11,0,2175962,2722225,3150123.25,3444620.25,3691236.25,4143626.25,4415434,4750150,643518.7711,2524444.825,3222574.7,3763775,4121140.5,4416277.65,4964863.2,5326768.75,5755256.8,422248.5984,2315191.4,3036362.8,3630529.8,3945574.8,4269745.45,4820226.8,5176100.75,5579757.7,442210.6047,2422291.525,3178751.8,3808074.8,4142454.5,4485695.5,5061330.1,5436706.85,5857315.5,554447.4133,2200985.875,2805124.2,3254425.2,3550645.7,3794441.9,4268582.85,4570028.95,4943342.8,362448.6391,2018557.875,2643722.55,3139173.95,3400007,3668233.15,4144259.6,4440397.95,4793703.6,0,2492876.725,3124185.65,3640945.45,3997874.95,4297718.1,4821066.6,5148548.55,5531474.5,0,2608422.425,3270729.15,3818997,4197050.35,4514682.3,5061999,5407685.95,5806234.3,0,25224351700,41685598200,62901018600,76693774300,89353945100,1.04E+11,1.15E+11,1.27E+11,7821251320,60358907500,1.00E+11,1.52E+11,1.83E+11,2.13E+11,2.48E+11,2.72E+11,2.97E+11,2988973200,44409954300,82027919800,1.31E+11,1.64E+11,1.95E+11,2.32E+11,2.58E+11,2.84E+11,2820077520,41930206000,77546182200,1.24E+11,1.56E+11,1.85E+11,2.20E+11,2.45E+11,2.70E+11,3847599640,26677821800,43570345600,67055701200,81723557500,95673992800,1.12E+11,1.22E+11,1.34E+11,1490626070,19064527900,34766411400,56944598200,72467868100,87138558000,1.04E+11,1.16E+11,1.28E+11,0,57698969200,96878723900,1.44E+11,1.73E+11,2.00E+11,2.33E+11,2.57E+11,2.82E+11,0,54653788200,91737593400,1.36E+11,1.65E+11,1.90E+11,2.22E+11,2.44E+11,2.68E+11,AR,South America,Americas,9,Argentina,38600000,NA,38600000,44100000,1.012462292,0.993768185,-27972.65,118559.55,578509.2,583478.75,-4969.55,-23003.1,606481.85,1.164303179,1.012462292,1.055939804,4371496.199,10700000,28600000,33118.82599,30758.85966,32494.27046,4338377.373,10700000,28500000,1281766.706,1833824.423,4507775.266,60325.65244,15836.35851,3186.563136,1221441.054,1817988.065,4504588.703,ARG,96371.95611,175720.5302,43671496.2,51294862.59,0.002206747,0.003425695,1.552372824,1.823338593,79348.57409,1.552356716,1,1,1,0,0,0,55.23728238
43,13,0.594011272,AUSTRALIA,AUSTRALIA,26731708400,32620484600,35632451600,38363082800,40482148400,43471306800,45107793900,46889795600,6406529700,43379243800,55485714800,62888298500,67866802200,71521289000,77364672500,80523720300,83383112500,7990907260,42503248700,54585815400,62140024000,67242628300,71124486600,76635958100,80119290300,83573420900,7215418020,38618280300,49552363100,56213417600,60862856800,64352192100,69376366600,72514921300,75640934400,3566934180,25294140000,32253063600,35707763900,38676102800,40643693000,44103909000,45831594000,47459071600,4396716380,24827058600,31765123100,35293791800,38341881900,40416084800,43695530400,45594980400,47541560900,0,45813293100,56060254200,62667839500,67224691100,71212315400,76190963700,79196182100,82340233200,0,41607145900,50883744200,56690072400,60846634200,64431498000,68974466300,71681231300,74527505600,0,748215.625,913040.6875,997336.8125,1073774.5,1133086,1216756.75,1262562.5,1312436.75,131975.5079,911881.6875,1163112.1,1303431.713,1409197.988,1483279.113,1607288.15,1671851.325,1731306.45,164613.8695,893834.95,1144575.725,1288016.188,1396339.663,1475106.088,1592280.3,1663525.075,1735227.025,149435.9852,817803.45,1046071.488,1172040.688,1271498.813,1342580.338,1450211.4,1514707.575,1579981.5,99837.96199,707977.2125,902755.4625,999443.8375,1082530.7,1137609.188,1234460.063,1282818.775,1328369.15,123063.2988,694902.95,889096.65,987858.3,1073176.038,1131236.863,1223033.75,1276198.475,1330679.95,0,962024.4625,1174951.788,1298891.938,1395969.513,1476916.888,1583107.25,1644498.175,1709817.95,0,879706.775,1073646.65,1181911.838,1271160.788,1344221.963,1441891.775,1497445.225,1556924.225,0,81082409000,1.31E+11,1.86E+11,2.17E+11,2.46E+11,2.84E+11,3.10E+11,3.36E+11,12330033400,1.31E+11,2.12E+11,3.04E+11,3.62E+11,4.15E+11,4.79E+11,5.22E+11,5.66E+11,12479793100,1.27E+11,2.07E+11,2.98E+11,3.55E+11,4.07E+11,4.68E+11,5.12E+11,5.55E+11,11655117200,1.18E+11,1.93E+11,2.79E+11,3.31E+11,3.80E+11,4.37E+11,4.78E+11,5.18E+11,7162911200,80474338100,1.32E+11,1.90E+11,2.25E+11,2.57E+11,2.95E+11,3.21E+11,3.47E+11,7544439430,78375003800,1.29E+11,1.87E+11,2.20E+11,2.52E+11,2.89E+11,3.16E+11,3.42E+11,0,1.32E+11,2.09E+11,2.96E+11,3.48E+11,3.97E+11,4.58E+11,5.01E+11,5.44E+11,0,1.22E+11,1.95E+11,2.77E+11,3.25E+11,3.70E+11,4.28E+11,4.67E+11,5.07E+11,AU,Australia and New Zealand,Oceania,11,Australia,20900000,NA,20900000,27800000,0.978727682,0.998368052,-1810.8,6362.225,342020.0875,341981.75,38.3375,-1849.1375,343830.8875,1.303446418,0.978727682,0.995511446,4162933.539,4789231.701,13200000,17510.91508,12332.38399,68194.42859,4145422.624,4776899.317,13100000,1070158.471,1223033.58,3349440.231,7828.647205,3468.73275,16924.57983,1062329.823,1219564.848,3332515.651,AUS,98037.72766,126259.6874,22152165.24,27794797.52,0.00442565,0.004542565,1.02641772,1.287855223,28221.95979,1.02640725,0,1,0,0,0,0,2.641771987
44,14,0.275932934,AUSTRIA,AUSTRIA,11582375900,19597776900,21064544300,22792163300,23988402200,25181749200,26194819100,26649413600,54020255.2,15613217700,26565999600,29449017500,32113086700,34047922200,36412228400,37712797800,38706456000,1859543430,16114467500,25433189700,31820132600,34977502400,36892200600,39216528800,40588765100,41666751900,1660054300,15294494800,23861489800,29561295100,32477258500,34219911300,36293481700,37532908000,38469873000,38087743.1,12763188600,21036962600,22985752600,25129264700,26565227300,28180297300,29127588800,29749303300,1254493290,13193065600,20281994200,24579501100,27038086000,28462971100,30057985400,31048203500,31715747600,0,13792161400,24337342700,26535895300,28546965700,30103954800,31816489200,33221390000,33976894300,0,13179306600,22926867900,24877594500,26805110600,28239221400,29775277700,31044808800,31697692700,0,329747,557718.375,599215.875,648336.0625,682195.25,715979,744638.25,757582.0625,1191.952402,379794.2211,633468.5688,695071.7625,759694.4844,804384.575,856080.7031,885565.1188,905912.4875,39857.11831,390762.2688,609117.9953,745684.6688,820823.5313,865085.85,915908.7031,946968.1219,969239.425,36101.6944,376112.0922,580249.1531,703899.8031,774456,815435.2125,861495.2844,890029.575,909634.775,1106.749966,362852.4289,598592.15,653749.775,714578.0531,755203.0125,800961.7906,827735.7125,845408.0125,35574.03235,375507.9344,577097.8328,698778.1281,768498.2594,808817.6094,853969.7719,882022.7,901165.425,0,340896.6016,585723.3297,632663.6031,683382.7156,720006.6469,757753.1625,789483.2656,804746.15,0,330042.4969,560009.9094,602259.4938,651458.0125,685752.4219,720156.4344,749311.05,762622.8406,0,8621313020,14855612400,20679968800,25529866200,29933013000,36087513100,41174798300,45202444300,30611655.5,9825495850,21098017600,29810780100,37008123000,43580580100,52804267900,60028924200,66361150000,245506376.3,11146298800,20589091600,30816211100,38362930200,45031948100,54815302100,62256809500,68878214900,221557027.2,10787945000,19748515800,29432825000,36652105200,43017746300,52367497400,59513355800,65820226500,20491034.8,8659140630,17145019900,23966156200,29918795300,35236926800,42755566100,48765153000,53790590700,166661639.6,9582611660,16742468400,24633064700,30820293000,36200857400,44112847600,50271137300,55514175800,0,9749855230,17907776800,25230724300,30868786600,36160347800,43451857800,49376051700,54285166300,0,9511074150,17249623300,24190418400,29631649200,34700026800,41718700600,47443957500,52140925800,AT,Western Europe,Europe,12,Austria,8506216.431,NA,8506216.431,9052442.365,1.191574436,1.185610145,145079.2031,84377.92813,182890.6,164433.7563,18456.84375,126622.3594,37811.39688,1.055426063,1.191574436,1.117495598,5151161.202,3246041.679,3593056.475,22415.50155,27934.14465,10760.25274,5128745.7,3218107.534,3582296.223,72835.81938,199810.4417,464711.3535,2304.128764,-278.1940742,1915.230919,70531.69061,200088.6358,462796.1226,AUT,61109.89894,65051.06455,11990259.36,12727616.97,0.005096629,0.005111017,1.002823085,1.064475661,3941.165609,1.002806675,1,1,1,0,1,0,0.282308486
45,15,0.203443347,AZERBAIJAN,AZERBAIJAN,2642089220,3261888260,3798647810,4061004290,4485435390,4712474110,4939906050,5072738820,18418167.4,3586286320,4444984960,5152810030,5538791950,6079188380,6420774600,6685671710,6971638330,8826032.721,3304935610,4329002250,5154685170,5504336030,6183372340,6512240130,6891160680,7342146730,7905620.8,3626832950,4724172650,5613142070,5997826200,6685781500,7058071500,7462912150,7911478170,10579178.81,2561004420,3240668750,3768164410,4034940700,4425324930,4645931460,4841556390,5045253190,4779194.736,2374313890,3147042840,3754290020,4004031820,4496204960,4670448090,4950307700,5232514720,0,3708121650,4481237610,5189911190,5588570370,6134776120,6519722040,6823988380,7024547430,0,4046663680,4899950490,5655922640,6090205540,6662190080,7099410590,7436448720,7646698700,0,299827.5313,371840.625,432925.5,462736.2188,513144.5,538968.5625,564888.9375,580018.125,1551.201218,300389.3845,378287.2035,440016.2458,471558.1546,520765.051,546403.5492,568978.5977,592645.594,743.254721,276982.225,368681.9908,439456.415,468582.9058,532683.2266,553802.2646,586561.9237,624011.8523,670.651841,306327.3994,404828.8962,482040.5603,513882.8472,579166.991,604444.2154,639591.9118,677102.1447,1204.493275,290963.3164,369764.7973,429340.1024,459900.814,506394.9976,530968.136,553260.4239,576448.016,544.143135,269866.6769,358943.1884,427995.4372,456044.7287,515005.9325,534665.5606,566047.7808,597794.7726,0,310124.2313,381034.675,443885.5875,475432.55,527910.5938,554617.2813,580498.4813,596978.6813,0,341176.5813,419333.4188,486688.5813,521584.525,576506.8063,608154.75,637050.7,654533.3375,0,454965088,739652928,1199223040,1385172350,1568490110,1798777090,2010754430,2193364220,1662613.4,716888416,1332074270,2121574640,2524671870,2883031880,3353765090,3716155670,4026509640,831306.7,575665472,1190099650,2050878990,2458877980,2833140760,3305587990,3691623600,4024493080,725106.85,501132633.6,1041568680,1809661070,2161770140,2488207130,2902971570,3245033090,3538947710,865530.6,368550230.4,699301478.4,1167376050,1354632450,1532652360,1779486490,1984719410,2152666190,432765.3,294901635.2,625545414.4,1129963640,1320077940,1507097320,1755177090,1971732350,2152289080,0,882545324.8,1408881160,2182568280,2584769460,2952418280,3392310760,3767222300,4106259890,0,769408339.2,1232870310,1925595610,2271288140,2591488280,2976984650,3310728830,3608651140,AZ,Western Asia,Asia,13,Azerbaijan,8432518.329,NA,8432518.329,9773686.796,0.895629149,1.003627502,4772.632807,-7145.542745,19538.72656,16627.52626,2911.200299,1861.432508,14766.09375,1.028775703,0.895629149,0.869023933,2136823.79,4228129.77,3931285.267,7190.398343,6579.441077,10243.46905,2129633.391,4221550.329,3921041.798,583509.3301,649106.6537,863195.7074,13880.00385,12942.85606,3805.363063,569629.3262,636163.7976,859390.3443,AZE,24013.30847,54641.53144,10296238.83,12392050.52,0.002332241,0.004409402,1.890628915,2.27537393,30628.22297,1.890550185,0,1,0,1,0,0,89.06289147
