,index,country,year,month,day,area,exposed_ghsl,iso3c,world_region,bias_factor,region_mean_bias,exposed_adjusted
1,1586,Australia,2000,2,18,316733253,38.29882955,AUS,Australia,0.943560094,0.943560094,36.13724719
2,1587,Madagascar,2000,2,17,228501286.6,4594.561996,MDG,Africa,0.304012171,0.46247262,1396.802768
3,1587,Comoros,2000,2,17,0,0,COM,Africa,0.46247262,0.46247262,0
4,1595,Turkey,2000,4,5,0,0,TUR,SW Asia,0.77599626,0.77599626,0
5,1595,Italy,2000,4,5,0,0,ITA,Europe,0.948137198,0.847993527,0
6,1595,Ukraine,2000,4,5,18738832.87,28.90140003,UKR,Europe,0.847993527,0.847993527,24.50820015
7,1595,Poland,2000,4,5,43301115.25,2305.5433,POL,Europe,0.828155775,0.847993527,1909.348998
8,1595,Romania,2000,4,5,12452695.32,66.02995753,ROU,Europe,0.701767431,0.847993527,46.33767368
9,1595,Germany,2000,4,5,0,0,DEU,Europe,0.921456916,0.847993527,0
10,1595,Bulgaria,2000,4,5,1522019.967,587.1638489,BGR,Europe,0.733469953,0.847993527,430.6670406
11,1595,Belarus,2000,4,5,5730307.246,28.08911514,BLR,Europe,0.994418542,0.847993527,27.93233692
12,1595,Lithuania,2000,4,5,0,0,LTU,Europe,1.24728672,0.847993527,0
13,1595,Serbia,2000,4,5,1418749.352,77.91121709,SRB,Europe,0.397863,0.847993527,30.99799058
14,1595,Croatia,2000,4,5,1584076.824,0,HRV,Europe,0.834105279,0.847993527,0
15,1595,Slovakia,2000,4,5,0,0,SVK,Europe,0.665175872,0.847993527,0
16,1595,Hungary,2000,4,5,3916724.043,0,HUN,Europe,0.81210331,0.847993527,0
17,1595,Czech Republic,2000,4,5,0,0,CZE,Europe,0.706504735,0.847993527,0
18,1595,Austria,2000,4,5,0,0,AUT,Europe,0.882000827,0.847993527,0
19,1595,Albania,2000,4,5,0,0,ALB,Europe,0.597146289,0.847993527,0
20,1595,Macedonia,2000,4,5,0,0,MKD,Europe,0.717670656,0.847993527,0
21,1595,Moldova,2000,4,5,0,0,MDA,Europe,0.730887973,0.847993527,0
22,1595,Bosnia and Herzegovina,2000,4,5,134150.6211,0,BIH,Europe,0.482298156,0.847993527,0
23,1595,Slovenia,2000,4,5,302898.25,0,SVN,Europe,0.901684125,0.847993527,0
24,1614,China,2000,7,11,0,0,CHN,E Asia,0.965356592,0.965356592,0
25,1614,Myanmar (Burma),2000,7,11,0,0,MMR,SE Asia,0.99413377,0.99413377,0
26,1614,Vietnam,2000,7,11,1075194661,117947.9791,VNM,SE Asia,1.202651776,0.99413377,141850.3465
27,1614,Thailand,2000,7,11,94147285.27,6414.083878,THA,SE Asia,0.972211952,0.99413377,6235.849009
28,1614,Laos,2000,7,11,236752.1602,0,LAO,SE Asia,0.684946154,0.99413377,0
29,1614,Cambodia,2000,7,11,3152889664,420396.7937,KHM,SE Asia,0.841259531,0.99413377,353662.8096
30,1627,Russia,2000,8,30,293716139.2,27254.10077,RUS,Europe,0.847993527,0.847993527,23111.30104
31,1627,China,2000,8,30,257190848.3,190774.8495,CHN,E Asia,0.965356592,0.965356592,184165.7587
32,1627,Mongolia,2000,8,30,0,0,MNG,N Asia,0.530972991,0.530972991,0
33,1627,Japan,2000,8,30,0,0,JPN,E Asia,0.772993492,0.965356592,0
34,1627,"Korea, Republic of",2000,8,30,39098618.14,196759.3856,KOR,E Asia,0.810885385,0.965356592,159549.3101
35,1627,North Korea,2000,8,30,150323212.1,372276.639,PRK,E Asia,0.965356592,0.965356592,359379.7077
36,1631,China,2000,9,1,102194046,18.63806534,CHN,E Asia,0.965356592,0.965356592,17.99237924
37,1631,Vietnam,2000,9,1,0,0,VNM,SE Asia,1.202651776,0.99413377,0
38,1631,Laos,2000,9,1,0,0,LAO,SE Asia,0.684946154,0.99413377,0
39,1631,Hong Kong,2000,9,1,57557.70313,0,HKG,E Asia,1.068645657,0.965356592,0
40,1631,Macau,2000,9,1,0,0,MAC,E Asia,0.964472402,0.965356592,0
41,1641,China,2000,9,18,50445793.21,49.06147131,CHN,E Asia,0.965356592,0.965356592,47.36181477
42,1641,India,2000,9,18,8090448132,3974379.154,IND,S Asia,0.571952806,0.571952806,2273157.311
43,1641,Myanmar (Burma),2000,9,18,0,0,MMR,SE Asia,0.99413377,0.99413377,0
44,1641,Pakistan,2000,9,18,0,0,PAK,S Asia,0.571952806,0.571952806,0
45,1641,Nepal,2000,9,18,60094970.24,2876.171292,NPL,S Asia,0.78444575,0.571952806,2256.200346
46,1641,Bangladesh,2000,9,18,7069790711,3504400.493,BGD,S Asia,1.026183102,0.571952806,3596156.569
47,1641,Bhutan,2000,9,18,2864091.758,7.283575514,BTN,S Asia,0.109110139,0.571952806,0.794711935
48,1725,Russia,2001,5,12,30375164146,49950.43144,RUS,Europe,0.847993527,0.847993527,42357.64254
49,1725,China,2001,5,12,330710866.2,1650.651175,CHN,E Asia,0.965356592,0.965356592,1593.466994
50,1725,Mongolia,2001,5,12,286125101.5,14.32428588,MNG,N Asia,0.530972991,0.530972991,7.605808919
51,1725,Kazakhstan,2001,5,12,4438053125,4245.309126,KAZ,Central Asia,0.617925519,1.033888971,2623.284847
52,1747,India,2001,7,8,460148352.5,207528.6535,IND,S Asia,0.571952806,0.571952806,118696.5958
53,1747,Bangladesh,2001,7,8,4926884.918,905.7636108,BGD,S Asia,1.026183102,0.571952806,929.4793118
54,1772,Sudan,2001,8,6,203382097.4,255.6332761,SDN,Africa,0.46247262,0.46247262,118.2233909
55,1772,Ethiopia,2001,8,6,53542920.09,0,ETH,Africa,0.08316212,0.46247262,0
56,1772,Kenya,2001,8,6,0,0,KEN,Africa,0.415094512,0.46247262,0
57,1772,Zaire,2001,8,6,0,0,COD,Africa,0.539041516,0.46247262,0
58,1772,Saudi Arabia,2001,8,6,0,0,SAU,SW Asia,0.53531582,0.77599626,0
59,1772,Central African Republic,2001,8,6,0,0,CAF,Africa,0.017953012,0.46247262,0
60,1772,Egypt,2001,8,6,1127687833,11594.15821,EGY,Africa,1.027521291,0.46247262,11913.24441
61,1772,Jordan,2001,8,6,0,0,JOR,SW Asia,0.345242859,0.77599626,0
62,1772,Eritrea,2001,8,6,0,0,ERI,Africa,2.724930036,0.46247262,0
63,1772,Uganda,2001,8,6,0,0,UGA,Africa,0.406323603,0.46247262,0
64,1772,Israel,2001,8,6,0,0,ISR,SW Asia,0.77599626,0.77599626,0
65,1772,Gaza Strip,2001,8,6,0,0,PSE,SW Asia,0.77599626,0.77599626,0
66,1778,Sudan,2001,8,19,3235065.512,27581.80981,SDN,Africa,0.46247262,0.46247262,12755.83184
67,1778,Chad,2001,8,19,3368091244,28570.85887,TCD,Africa,0.390777885,0.46247262,11164.85979
68,1778,Nigeria,2001,8,19,90724199.27,15222.69991,NGA,Africa,0.118441017,0.46247262,1802.992061
69,1778,Central African Republic,2001,8,19,40209587.66,0,CAF,Africa,0.017953012,0.46247262,0
70,1778,Cameroon,2001,8,19,410890235.3,6299.108843,CMR,Africa,0.211001084,0.46247262,1329.118793
71,1778,Niger,2001,8,19,0,0,NER,Africa,0.212943355,0.46247262,0
72,1781,China,2001,8,15,0,0,CHN,E Asia,0.965356592,0.965356592,0
73,1781,Myanmar (Burma),2001,8,15,0,0,MMR,SE Asia,0.99413377,0.99413377,0
74,1781,Vietnam,2001,8,15,10173712883,933492.0816,VNM,SE Asia,1.202651776,0.99413377,1122665.91
75,1781,Thailand,2001,8,15,1670563505,21074.10909,THA,SE Asia,0.972211952,0.99413377,20488.50075
76,1781,Laos,2001,8,15,38850225.8,454.3586455,LAO,SE Asia,0.684946154,0.99413377,311.2112067
77,1781,Cambodia,2001,8,15,15025419896,1145477.032,KHM,SE Asia,0.841259531,0.99413377,963643.4707
78,1789,China,2001,8,20,47891852.22,21.98642934,CHN,E Asia,0.965356592,0.965356592,21.22474451
79,1789,India,2001,8,20,4363055803,1698675.578,IND,S Asia,0.571952806,0.571952806,971562.2643
80,1789,Pakistan,2001,8,20,0,0,PAK,S Asia,0.571952806,0.571952806,0
81,1789,Nepal,2001,8,20,28953601.18,1385.430577,NPL,S Asia,0.78444575,0.571952806,1086.795128
82,1789,Bangladesh,2001,8,20,24243577.53,1766.743958,BGD,S Asia,1.026183102,0.571952806,1813.002795
83,1789,Bhutan,2001,8,20,0,0,BTN,S Asia,0.109110139,0.571952806,0
84,1791,China,2001,9,7,30183636.8,5.24081286,CHN,E Asia,0.965356592,0.965356592,5.059253245
85,1791,India,2001,9,7,3812588278,247117.2821,IND,S Asia,0.571952806,0.571952806,141339.423
86,1791,Pakistan,2001,9,7,0,0,PAK,S Asia,0.571952806,0.571952806,0
87,1791,Nepal,2001,9,7,8468224.691,43.89743423,NPL,S Asia,0.78444575,0.571952806,34.43515571
88,1791,Bangladesh,2001,9,7,225897359.9,3467.473224,BGD,S Asia,1.026183102,0.571952806,3558.262429
89,1791,Bhutan,2001,9,7,0,0,BTN,S Asia,0.109110139,0.571952806,0
90,1793,Mali,2001,8,18,859963452.3,1575.14477,MLI,Africa,0.586474719,0.46247262,923.7825868
91,1793,Mauritania,2001,8,18,6224235.441,0,MRT,Africa,0.093981435,0.46247262,0
92,1793,Algeria,2001,8,18,0,0,DZA,Africa,0.617166314,0.46247262,0
93,1793,Guinea,2001,8,18,41750713.82,0,GIN,Africa,0.144155696,0.46247262,0
94,1793,Burkina Faso,2001,8,18,60493.92969,0,BFA,Africa,0.053577893,0.46247262,0
95,1793,Ivory Coast,2001,8,18,0,0,CIV,Africa,0.34095657,0.46247262,0
96,1793,Ghana,2001,8,18,0,0,GHA,Africa,0.158403705,0.46247262,0
97,1793,Nigeria,2001,8,18,0,0,NGA,Africa,0.118441017,0.46247262,0
98,1793,Niger,2001,8,18,0,0,NER,Africa,0.212943355,0.46247262,0
99,1793,Senegal,2001,8,18,0,0,SEN,Africa,0.155736171,0.46247262,0
100,1793,Liberia,2001,8,18,0,0,LBR,Africa,0.490910799,0.46247262,0
101,1793,Togo,2001,8,18,0,0,TGO,Africa,0.102177209,0.46247262,0
102,1793,Benin,2001,8,18,0,0,BEN,Africa,0.394841251,0.46247262,0
103,1793,Sierra Leone,2001,8,18,0,0,SLE,Africa,0.711446746,0.46247262,0
104,1810,Brazil,2001,10,1,0,0,BRA,South America,0.712172813,0.586684322,0
105,1810,Chile,2001,10,1,0,0,CHL,South America,0.376528032,0.586684322,0
106,1810,Argentina,2001,10,1,16681203507,5740.200487,ARG,South America,0.659225007,0.586684322,3784.083704
107,1810,Paraguay,2001,10,1,0,0,PRY,South America,0.452520976,0.586684322,0
108,1810,Uruguay,2001,10,1,0,0,URY,South America,0.843068176,0.586684322,0
109,1818,Mexico,2001,10,26,375374643.3,626.2578696,MEX,North America,0.605888732,0.772579746,379.4425864
110,1818,Colombia,2001,10,26,0,0,COL,South America,0.627158908,0.586684322,0
111,1818,Cuba,2001,10,26,304514225.2,3175.802072,CUB,Caribbean,0.644974975,0.644974975,2048.312862
112,1818,"Bahamas, The",2001,10,26,0,0,BHS,Caribbean,0.644974975,0.644974975,0
113,1818,Guatemala,2001,10,26,718634.2773,0,GTM,Central America,0.11493589,0.357429461,0
114,1818,Nicaragua,2001,10,26,29518924.32,0,NIC,Central America,0.12447439,0.357429461,0
115,1818,Honduras,2001,10,26,179458.7969,0,HND,Central America,0.59131987,0.357429461,0
116,1818,Haiti,2001,10,26,0,0,HTI,Caribbean,0.432644331,0.644974975,0
117,1818,Jamaica,2001,10,26,0,0,JAM,Caribbean,0.08718361,0.644974975,0
118,1818,Belize,2001,10,26,13177027.13,13.25486851,BLZ,Central America,0.287892691,0.357429461,3.815979767
119,1818,El Salvador,2001,10,26,0,0,SLV,Central America,0.257361557,0.357429461,0
120,1818,Costa Rica,2001,10,26,0,0,CRI,Central America,0.220724656,0.357429461,0
121,1820,Ethiopia,2001,11,1,61947.58594,0,ETH,Africa,0.08316212,0.46247262,0
122,1820,Kenya,2001,11,1,0,0,KEN,Africa,0.415094512,0.46247262,0
123,1820,Somalia,2001,11,1,0,0,SOM,Africa,0.46247262,0.46247262,0
124,1829,Canada,2001,11,28,0,0,CAN,North America,0.772579746,0.772579746,0
125,1829,United States,2001,11,28,1370745475,2244.843888,USA,North America,0.93927076,0.772579746,2108.516225
126,1829,Mexico,2001,11,28,0,0,MEX,North America,0.605888732,0.772579746,0
127,1840,Canada,2001,12,17,0,0,CAN,North America,0.772579746,0.772579746,0
128,1840,United States,2001,12,17,4108407294,5975.612699,USA,North America,0.93927076,0.772579746,5612.718281
129,1840,Mexico,2001,12,17,0,0,MEX,North America,0.605888732,0.772579746,0
130,1885,Brazil,2002,1,15,3531559867,1202.420733,BRA,South America,0.712172813,0.586684322,856.3313552
131,1907,Ethiopia,2002,4,16,184517122,2.068931103,ETH,Africa,0.08316212,0.46247262,0.172056696
132,1907,Kenya,2002,4,16,0,0,KEN,Africa,0.415094512,0.46247262,0
133,1907,Somalia,2002,4,16,0,0,SOM,Africa,0.46247262,0.46247262,0
134,1907,Eritrea,2002,4,16,0,0,ERI,Africa,2.724930036,0.46247262,0
135,1907,Djibouti,2002,4,16,48795665.52,0,DJI,Africa,0.40972185,0.46247262,0
136,1908,India,2002,4,18,0,0,IND,S Asia,0.571952806,0.571952806,0
137,1908,Myanmar (Burma),2002,4,18,0,0,MMR,SE Asia,0.99413377,0.99413377,0
138,1908,Bangladesh,2002,4,18,1470540.223,0,BGD,S Asia,1.026183102,0.571952806,0
139,1910,Russia,2002,4,22,11666461900,13889.64395,RUS,Europe,0.847993527,0.847993527,11778.32816
140,1910,Kazakhstan,2002,4,22,4600624822,1825.437731,KAZ,Central Asia,0.617925519,1.033888971,1127.984558
141,1917,Sudan,2002,4,26,51354373.5,0,SDN,Africa,0.46247262,0.46247262,0
142,1917,Chad,2002,4,26,0,0,TCD,Africa,0.390777885,0.46247262,0
143,1917,Ethiopia,2002,4,26,25253782.58,7.075460589,ETH,Africa,0.08316212,0.46247262,0.5884103
144,1917,Kenya,2002,4,26,242348802.7,1335.993713,KEN,Africa,0.415094512,0.46247262,554.5636577
145,1917,Zaire,2002,4,26,66703190.11,1988.401798,COD,Africa,0.539041516,0.46247262,1071.831121
146,1917,Angola,2002,4,26,0,0,AGO,Africa,0.786063999,0.46247262,0
147,1917,Mozambique,2002,4,26,2001585.121,2917.764498,MOZ,Africa,0.311256931,0.46247262,908.1744223
148,1917,Somalia,2002,4,26,119277.173,0,SOM,Africa,0.46247262,0.46247262,0
149,1917,Central African Republic,2002,4,26,0,0,CAF,Africa,0.017953012,0.46247262,0
150,1917,Uganda,2002,4,26,318879110.7,1054.535645,UGA,Africa,0.406323603,0.46247262,428.4827232
151,1917,"Tanzania, United Republic of",2002,4,26,3219655941,31314.25727,TZA,Africa,0.388810233,0.46247262,12175.30367
152,1917,Malawi,2002,4,26,18307294.97,4661.089798,MWI,Africa,0.222847347,0.46247262,1038.711494
153,1917,Zambia,2002,4,26,12892794.93,160.3480682,ZMB,Africa,0.558803932,0.46247262,89.60313096
154,1917,Congo,2002,4,26,0,0,COG,Africa,0.121399869,0.46247262,0
155,1917,Namibia,2002,4,26,0,0,NAM,Africa,1.070167973,0.46247262,0
156,1917,Zimbabwe,2002,4,26,0,0,ZWE,Africa,0.349354889,0.46247262,0
157,1917,Burundi,2002,4,26,1860148.375,4.906398773,BDI,Africa,2.136372304,0.46247262,10.48189445
158,1917,Rwanda,2002,4,26,1799186.25,130.7124214,RWA,Africa,0.249596794,0.46247262,32.62540132
159,1919,Canada,2002,5,7,5194839.434,0.423475645,CAN,North America,0.772579746,0.772579746,0.327168706
160,1919,United States,2002,5,7,2874093988,2724.819411,USA,North America,0.93927076,0.772579746,2559.343198
161,1921,Russia,2002,5,7,6427023132,2800.662866,RUS,Europe,0.847993527,0.847993527,2374.943982
162,1921,Kazakhstan,2002,5,7,932976494.4,4.067421854,KAZ,Central Asia,0.617925519,1.033888971,2.513363762
163,1925,Brazil,2002,5,6,1141693304,1167.866022,BRA,South America,0.712172813,0.586684322,831.7224299
164,1925,Chile,2002,5,6,0,0,CHL,South America,0.376528032,0.586684322,0
165,1925,Argentina,2002,5,6,863913914.2,96.42346651,ARG,South America,0.659225007,0.586684322,63.56476035
166,1925,Bolivia,2002,5,6,34663492.81,2.035108428,BOL,South America,0.346068781,0.586684322,0.704287493
167,1925,Paraguay,2002,5,6,702730745.7,345.2128334,PRY,South America,0.452520976,0.586684322,156.2160482
168,1925,Uruguay,2002,5,6,14807349.45,140.9653534,URY,South America,0.843068176,0.586684322,118.8434034
169,1931,Russia,2002,5,24,3835528046,199.9562917,RUS,Europe,0.847993527,0.847993527,169.5616411
170,1938,Saudi Arabia,2002,6,4,0,0,SAU,SW Asia,0.53531582,0.77599626,0
171,1938,Turkey,2002,6,4,177424998,8476.27064,TUR,SW Asia,0.77599626,0.77599626,6577.554314
172,1938,Egypt,2002,6,4,31264553.6,14.87341973,EGY,Africa,1.027521291,0.46247262,15.28275544
173,1938,Jordan,2002,6,4,0,0,JOR,SW Asia,0.345242859,0.77599626,0
174,1938,Syria,2002,6,4,34201793.18,2.677968979,SYR,SW Asia,0.77599626,0.77599626,2.078093912
175,1938,Greece,2002,6,4,0,0,GRC,Europe,0.892276533,0.847993527,0
176,1938,Israel,2002,6,4,12324.65074,0,ISR,SW Asia,0.77599626,0.77599626,0
177,1938,Cyprus,2002,6,4,71482.30847,0,CYP,SW Asia,0.77599626,0.77599626,0
178,1938,Lebanon,2002,6,4,986777.2617,0.659999996,LBN,SW Asia,0.824804894,0.77599626,0.544371227
179,1938,Gaza Strip,2002,6,4,0,0,PSE,SW Asia,0.77599626,0.77599626,0
180,1939,Brazil,2002,4,23,844420562.7,427.3797966,BRA,South America,0.712172813,0.586684322,304.3682718
181,1939,Argentina,2002,4,23,2137791707,4502.293907,ARG,South America,0.659225007,0.586684322,2968.024731
182,1939,Paraguay,2002,4,23,0,0,PRY,South America,0.452520976,0.586684322,0
183,1939,Uruguay,2002,4,23,718247877.8,1269.392351,URY,South America,0.843068176,0.586684322,1070.184294
184,1943,Canada,2002,6,8,231568957.5,142.4117674,CAN,North America,0.772579746,0.772579746,110.0244471
185,1943,United States,2002,6,8,639638385.8,768.5686716,USA,North America,0.93927076,0.772579746,721.8940802
186,1951,Cuba,2002,6,12,97985882.72,1940.31878,CUB,Caribbean,0.644974975,0.644974975,1251.457056
187,1951,"Bahamas, The",2002,6,12,0,0,BHS,Caribbean,0.644974975,0.644974975,0
188,1962,Russia,2002,6,19,552523351.3,2433.526332,RUS,Europe,0.847993527,0.847993527,2063.614578
189,1962,Iran,2002,6,19,28545705.89,0,IRN,SW Asia,0.77599626,0.77599626,0
190,1962,Turkey,2002,6,19,10618335.9,203.3428166,TUR,SW Asia,0.77599626,0.77599626,157.7932651
191,1962,Kazakhstan,2002,6,19,0,0,KAZ,Central Asia,0.617925519,1.033888971,0
192,1962,Ukraine,2002,6,19,0,0,UKR,Europe,0.847993527,0.847993527,0
193,1962,Azerbaijan,2002,6,19,120146175.9,1173.531299,AZE,SW Asia,0.77599626,0.77599626,910.655899
194,1962,Georgia,2002,6,19,10567418.85,11.9567486,GEO,SW Asia,0.77599626,0.77599626,9.278392197
195,1962,Armenia,2002,6,19,12243787.59,12.58466672,ARM,SW Asia,0.77599626,0.77599626,9.765654309
196,1971,China,2002,6,30,8905128882,1139416.785,CHN,E Asia,0.965356592,0.965356592,1099943.505
197,1971,India,2002,6,30,0,0,IND,S Asia,0.571952806,0.571952806,0
198,1971,Myanmar (Burma),2002,6,30,0,0,MMR,SE Asia,0.99413377,0.99413377,0
199,1971,Taiwan,2002,6,30,0,0,TWN,E Asia,1.209786026,0.965356592,0
200,1971,Bangladesh,2002,6,30,0,0,BGD,S Asia,1.026183102,0.571952806,0
201,1971,Bhutan,2002,6,30,0,0,BTN,S Asia,0.109110139,0.571952806,0
202,1972,United States,2002,6,30,955078872.7,3405.2585,USA,North America,0.93927076,0.772579746,3198.459739
203,1972,Mexico,2002,6,30,104277973.3,18.56589109,MEX,North America,0.605888732,0.772579746,11.24886421
204,1974,China,2002,6,21,61152392.46,35.50881565,CHN,E Asia,0.965356592,0.965356592,34.27866928
205,1974,India,2002,6,21,11647555103,2465838.278,IND,S Asia,0.571952806,0.571952806,1410343.123
206,1974,Myanmar (Burma),2002,6,21,446896636.5,113006.4653,MMR,SE Asia,0.99413377,0.99413377,112343.5434
207,1974,Pakistan,2002,6,21,0,0,PAK,S Asia,0.571952806,0.571952806,0
208,1974,Nepal,2002,6,21,85614255.77,2514.923534,NPL,S Asia,0.78444575,0.571952806,1972.821077
209,1974,Bangladesh,2002,6,21,14821777222,4609747.936,BGD,S Asia,1.026183102,0.571952806,4730445.437
210,1974,Bhutan,2002,6,21,502167.2497,33.47703777,BTN,S Asia,0.109110139,0.571952806,3.652684236
211,1977,Colombia,2002,7,5,81579980.88,0,COL,South America,0.627158908,0.586684322,0
212,1977,Venezuela,2002,7,5,2571747085,158.3869276,VEN,South America,0.586684322,0.586684322,92.92312717
213,1979,Canada,2002,7,6,42125249,6.250732928,CAN,North America,0.772579746,0.772579746,4.829189656
214,1979,United States,2002,7,6,582760496.5,493.295776,USA,North America,0.93927076,0.772579746,463.3382983
215,1980,China,2002,7,7,18126978.12,2.694199637,CHN,E Asia,0.965356592,0.965356592,2.600863381
216,1980,India,2002,7,7,9366872.418,0,IND,S Asia,0.571952806,0.571952806,0
217,1980,Pakistan,2002,7,7,0,0,PAK,S Asia,0.571952806,0.571952806,0
218,1980,Nepal,2002,7,7,9366060.895,15.07468504,NPL,S Asia,0.78444575,0.571952806,11.82527261
219,1980,Bangladesh,2002,7,7,0,0,BGD,S Asia,1.026183102,0.571952806,0
220,1980,Bhutan,2002,7,7,0,0,BTN,S Asia,0.109110139,0.571952806,0
221,1981,Malaysia,2002,7,6,0,0,MYS,SE Asia,0.760608237,0.99413377,0
222,1981,Philippines,2002,7,6,1468629120,681578.8925,PHL,SE Asia,0.844057012,0.99413377,575291.4432
223,1985,New Zealand,2002,7,12,79872489.56,8337.414142,NZL,Oceania,1.083502972,0.574027879,9033.613001
224,1991,China,2002,7,15,0,0,CHN,E Asia,0.965356592,0.965356592,0
225,1991,Myanmar (Burma),2002,7,15,0,0,MMR,SE Asia,0.99413377,0.99413377,0
226,1991,Vietnam,2002,7,15,18569614089,2422656.242,VNM,SE Asia,1.202651776,0.99413377,2913611.832
227,1991,Thailand,2002,7,15,8411671136,448371.2017,THA,SE Asia,0.972211952,0.99413377,435911.8414
228,1991,Laos,2002,7,15,224901.6311,0,LAO,SE Asia,0.684946154,0.99413377,0
229,1991,Cambodia,2002,7,15,7322943198,1005619.728,KHM,SE Asia,0.841259531,0.99413377,845987.181
230,1995,Turkey,2002,7,19,4324685.754,1241.584841,TUR,SW Asia,0.77599626,0.77599626,963.4651929
231,1995,Ukraine,2002,7,19,0,0,UKR,Europe,0.847993527,0.847993527,0
232,1995,Romania,2002,7,19,113049755.9,4453.188542,ROU,Europe,0.701767431,0.847993527,3125.102684
233,1995,Greece,2002,7,19,0,0,GRC,Europe,0.892276533,0.847993527,0
234,1995,Bulgaria,2002,7,19,36245319.92,4409.61806,BGR,Europe,0.733469953,0.847993527,3234.322351
235,1995,Serbia,2002,7,19,12600483.79,780.8039076,SRB,Europe,0.397863,0.847993527,310.6529852
236,1995,Slovakia,2002,7,19,0,0,SVK,Europe,0.665175872,0.847993527,0
237,1995,Hungary,2002,7,19,0,0,HUN,Europe,0.81210331,0.847993527,0
238,1995,Albania,2002,7,19,0,0,ALB,Europe,0.597146289,0.847993527,0
239,1995,Macedonia,2002,7,19,0,0,MKD,Europe,0.717670656,0.847993527,0
240,1995,Moldova,2002,7,19,0,0,MDA,Europe,0.730887973,0.847993527,0
241,1995,Bosnia and Herzegovina,2002,7,19,0,0,BIH,Europe,0.482298156,0.847993527,0
242,1996,Brazil,2002,7,20,8.95E+09,13142.88974,BRA,South America,0.712172813,0.586684322,9360.008753
243,1996,Colombia,2002,7,20,4.92E+09,20623.7961,COL,South America,0.627158908,0.586684322,12934.39743
244,1996,Peru,2002,7,20,0,0,PER,South America,0.332691177,0.586684322,0
245,1996,Venezuela,2002,7,20,1.73E+10,50366.73587,VEN,South America,0.586684322,0.586684322,29549.37426
246,1996,Guyana,2002,7,20,2.05E+08,2582.622523,GUY,South America,0.687171462,0.586684322,1774.704495
247,1996,Trinidad and Tobago,2002,7,20,0,0,TTO,Caribbean,0.644974975,0.644974975,0
248,1996,Grenada,2002,7,20,0,0,GRD,Caribbean,0.644974975,0.644974975,0
249,1997,Russia,2002,7,20,127548405.1,1335.570971,RUS,Europe,0.847993527,0.847993527,1132.555538
250,1997,China,2002,7,20,172033864.1,2312.995714,CHN,E Asia,0.965356592,0.965356592,2232.865661
251,1997,Japan,2002,7,20,0,0,JPN,E Asia,0.772993492,0.965356592,0
252,1997,North Korea,2002,7,20,6822136.592,6794.76979,PRK,E Asia,0.965356592,0.965356592,6559.375811
253,1998,Malaysia,2002,7,20,0,0,MYS,SE Asia,0.760608237,0.99413377,0
254,1998,Philippines,2002,7,20,975345351.5,401020.075,PHL,SE Asia,0.844057012,0.99413377,338483.8061
255,1999,China,2002,7,21,447988598.6,3019.113937,CHN,E Asia,0.965356592,0.965356592,2914.521542
256,1999,India,2002,7,21,30006774664,15226209.7,IND,S Asia,0.571952806,0.571952806,8708673.367
257,1999,Pakistan,2002,7,21,0,0,PAK,S Asia,0.571952806,0.571952806,0
258,1999,Nepal,2002,7,21,2138258958,1051335.837,NPL,S Asia,0.78444575,0.571952806,824715.9293
259,1999,Bangladesh,2002,7,21,793644307.2,260858.3241,BGD,S Asia,1.026183102,0.571952806,267688.4042
260,1999,Bhutan,2002,7,21,0,0,BTN,S Asia,0.109110139,0.571952806,0
261,2007,Canada,2002,4,27,2094895.445,0.001413778,CAN,North America,0.772579746,0.772579746,0.001092257
262,2007,United States,2002,4,27,6229214723,1612.193211,USA,North America,0.93927076,0.772579746,1514.285942
263,2009,South Africa,2002,7,28,34617979.05,15120.09039,ZAF,Africa,1.589129034,0.46247262,24027.77464
264,2009,Namibia,2002,7,28,0,0,NAM,Africa,1.070167973,0.46247262,0
265,2019,China,2002,8,5,136661816.5,221995.6664,CHN,E Asia,0.965356592,0.965356592,214304.9801
266,2023,China,2002,8,6,6164306121,1151853.377,CHN,E Asia,0.965356592,0.965356592,1111949.251
267,2023,India,2002,8,6,0,0,IND,S Asia,0.571952806,0.571952806,0
268,2023,Myanmar (Burma),2002,8,6,0,0,MMR,SE Asia,0.99413377,0.99413377,0
269,2023,Bangladesh,2002,8,6,0,0,BGD,S Asia,1.026183102,0.571952806,0
270,2023,Bhutan,2002,8,6,0,0,BTN,S Asia,0.109110139,0.571952806,0
271,2024,Italy,2002,8,7,339178.1854,0.120405577,ITA,Europe,0.948137198,0.847993527,0.114161007
272,2024,Sweden,2002,8,7,0,0,SWE,Europe,0.847993527,0.847993527,0
273,2024,Poland,2002,8,7,477819.457,0,POL,Europe,0.828155775,0.847993527,0
274,2024,Germany,2002,8,7,924341339.5,105145.4779,DEU,Europe,0.921456916,0.847993527,96887.02773
275,2024,France,2002,8,7,6228987.915,2369.254139,FRA,Europe,0.912725652,0.847993527,2162.47903
276,2024,Lithuania,2002,8,7,0,0,LTU,Europe,1.24728672,0.847993527,0
277,2024,Serbia,2002,8,7,1640709.808,0,SRB,Europe,0.397863,0.847993527,0
278,2024,Croatia,2002,8,7,83408710.06,480.0760284,HRV,Europe,0.834105279,0.847993527,400.4339497
279,2024,Slovakia,2002,8,7,47585375.58,3383.350873,SVK,Europe,0.665175872,0.847993527,2250.523366
280,2024,Hungary,2002,8,7,78374617.53,7821.42553,HUN,Europe,0.81210331,0.847993527,6351.80556
