index,country,year,month,day,area,exposed
1772.0,Israel,2001,8,6,0.0,0.0
1772.0,Gaza Strip,2001,8,6,0.0,0.0
1778.0,Sudan,2001,8,19,3235065.51171875,27581.80980682373
1778.0,Chad,2001,8,19,3.3680912435450525E9,28570.858872056007
1778.0,Nigeria,2001,8,19,9.072419926845895E7,15222.699907570259
1778.0,Central African Republic,2001,8,19,4.020958765870099E7,0.0
1778.0,Cameroon,2001,8,19,4.1089023533987445E8,6299.108843412119
1778.0,Niger,2001,8,19,0.0,0.0
1781.0,China,2001,8,15,0.0,0.0
1781.0,Myanmar (Burma),2001,8,15,0.0,0.0
1781.0,Vietnam,2001,8,15,1.0173712883417997E10,933492.0815934516
1781.0,Thailand,2001,8,15,1.6705635050068781E9,21074.109093893916
1781.0,Laos,2001,8,15,3.885022579784007E7,454.35864545036765
1781.0,Cambodia,2001,8,15,1.5025419895562689E10,1145477.0317191887
1789.0,China,2001,8,20,4.789185222265625E7,21.98642933741212
1789.0,India,2001,8,20,4.363055803072304E9,1698675.5783124245
1789.0,Pakistan,2001,8,20,0.0,0.0
1789.0,Nepal,2001,8,20,2.895360118154105E7,1385.4305771842232
1789.0,Bangladesh,2001,8,20,2.424357753125E7,1766.7439575195312
1789.0,Bhutan,2001,8,20,0.0,0.0
1791.0,China,2001,9,7,3.0183636796875E7,5.240812860429287
1791.0,India,2001,9,7,3.8125882776781254E9,247117.28212746288
1791.0,Pakistan,2001,9,7,0.0,0.0
1791.0,Nepal,2001,9,7,8468224.690548409,43.8974342251087
1791.0,Bangladesh,2001,9,7,2.258973599180454E8,3467.473223577761
1791.0,Bhutan,2001,9,7,0.0,0.0
1793.0,Mali,2001,8,18,8.599634523354627E8,1575.1447699666023
1793.0,Mauritania,2001,8,18,6224235.44140625,0.0
1793.0,Algeria,2001,8,18,0.0,0.0
1793.0,Guinea,2001,8,18,4.175071382179839E7,0.0
1793.0,Burkina Faso,2001,8,18,60493.9296875,0.0
1793.0,Ivory Coast,2001,8,18,0.0,0.0
1793.0,Ghana,2001,8,18,0.0,0.0
1793.0,Nigeria,2001,8,18,0.0,0.0
1793.0,Niger,2001,8,18,0.0,0.0
1793.0,Senegal,2001,8,18,0.0,0.0
1793.0,Liberia,2001,8,18,0.0,0.0
1793.0,Togo,2001,8,18,0.0,0.0
1793.0,Benin,2001,8,18,0.0,0.0
1793.0,Sierra Leone,2001,8,18,0.0,0.0
1810.0,Brazil,2001,10,1,0.0,0.0
1810.0,Chile,2001,10,1,0.0,0.0
1810.0,Argentina,2001,10,1,1.6681203507079382E10,5740.200487114215
1810.0,Paraguay,2001,10,1,0.0,0.0
1810.0,Uruguay,2001,10,1,0.0,0.0
1818.0,Mexico,2001,10,26,3.753746433464308E8,626.2578696458451
1818.0,Colombia,2001,10,26,0.0,0.0
1818.0,Cuba,2001,10,26,3.045142251689491E8,3175.802072283567
1818.0,"Bahamas, The",2001,10,26,0.0,0.0
1818.0,Guatemala,2001,10,26,718634.27734375,0.0
1818.0,Nicaragua,2001,10,26,2.9518924323468138E7,0.0
1818.0,Honduras,2001,10,26,179458.796875,0.0
1818.0,Haiti,2001,10,26,0.0,0.0
1818.0,Jamaica,2001,10,26,0.0,0.0
1818.0,Belize,2001,10,26,1.317702712555147E7,13.254868507385254
1818.0,El Salvador,2001,10,26,0.0,0.0
1818.0,Costa Rica,2001,10,26,0.0,0.0
1820.0,Ethiopia,2001,11,1,61947.5859375,0.0
1820.0,Kenya,2001,11,1,0.0,0.0
1820.0,Somalia,2001,11,1,0.0,0.0
1829.0,Canada,2001,11,28,0.0,0.0
1829.0,United States,2001,11,28,1.3707454751484222E9,2244.8438881887705
1829.0,Mexico,2001,11,28,0.0,0.0
1840.0,Canada,2001,12,17,0.0,0.0
1840.0,United States,2001,12,17,4.1084072944960938E9,5975.61269947706
1840.0,Mexico,2001,12,17,0.0,0.0
1885.0,Brazil,2002,1,15,3.5315598665625E9,1202.4207327385957
1907.0,Ethiopia,2002,4,16,1.845171219555147E8,2.0689311027526855
1907.0,Kenya,2002,4,16,0.0,0.0
1907.0,Somalia,2002,4,16,0.0,0.0
1907.0,Eritrea,2002,4,16,0.0,0.0
1907.0,Djibouti,2002,4,16,4.879566551524204E7,0.0
1908.0,India,2002,4,18,0.0,0.0
1908.0,Myanmar (Burma),2002,4,18,0.0,0.0
1908.0,Bangladesh,2002,4,18,1470540.22265625,0.0
1910.0,Russia,2002,4,22,1.166646189963795E10,13889.643945191056
1910.0,Kazakhstan,2002,4,22,4.600624821917785E9,1825.437731309561
1917.0,Sudan,2002,4,26,5.135437350390625E7,0.0
1917.0,Chad,2002,4,26,0.0,0.0
1917.0,Ethiopia,2002,4,26,2.5253782584528185E7,7.075460589048909
1917.0,Kenya,2002,4,26,2.423488026985907E8,1335.9937128974673
1917.0,Zaire,2002,4,26,6.670319011429228E7,1988.401798248291
1917.0,Angola,2002,4,26,0.0,0.0
1917.0,Mozambique,2002,4,26,2001585.12109375,2917.7644979953766
1917.0,Somalia,2002,4,26,119277.17302389705,0.0
1917.0,Central African Republic,2002,4,26,0.0,0.0
1917.0,Uganda,2002,4,26,3.188791106850337E8,1054.5356454849243
1917.0,"Tanzania, United Republic of",2002,4,26,3.2196559412828736E9,31314.2572744218
1917.0,Malawi,2002,4,26,1.8307294971047796E7,4661.089798092842
1917.0,Zambia,2002,4,26,1.289279493359375E7,160.3480682373047
1917.0,Congo,2002,4,26,0.0,0.0
1917.0,Namibia,2002,4,26,0.0,0.0
1917.0,Zimbabwe,2002,4,26,0.0,0.0
1917.0,Burundi,2002,4,26,1860148.375,4.906398773193359
1917.0,Rwanda,2002,4,26,1799186.25,130.71242141723633
1919.0,Canada,2002,5,7,5194839.43359375,0.4234756452497095
1919.0,United States,2002,5,7,2.8740939884921875E9,2724.819410627766
1921.0,Russia,2002,5,7,6.427023132334107E9,2800.6628656312823
1921.0,Kazakhstan,2002,5,7,9.329764944168965E8,4.067421853542328
1925.0,Brazil,2002,5,6,1.14169330432523E9,1167.8660222446174
1925.0,Chile,2002,5,6,0.0,0.0
1925.0,Argentina,2002,5,6,8.639139142342832E8,96.42346650715552
1925.0,Bolivia,2002,5,6,3.466349281165747E7,2.0351084280909753
1925.0,Paraguay,2002,5,6,7.02730745667923E8,345.2128334374048
1925.0,Uruguay,2002,5,6,1.4807349445680149E7,140.9653533616706
1931.0,Russia,2002,5,24,3.835528045703125E9,199.95629167556763
1938.0,Saudi Arabia,2002,6,4,0.0,0.0
1938.0,Turkey,2002,6,4,1.77424998031587E8,8476.2706398509
1938.0,Egypt,2002,6,4,3.1264553596583948E7,14.873419731855392
1938.0,Jordan,2002,6,4,0.0,0.0
1938.0,Syria,2002,6,4,3.420179317578125E7,2.677968978881836
1938.0,Greece,2002,6,4,0.0,0.0
1938.0,Israel,2002,6,4,12324.650735294117,0.0
1938.0,Cyprus,2002,6,4,71482.30847120099,0.0
1938.0,Lebanon,2002,6,4,986777.26171875,0.6599999964237213
1938.0,Gaza Strip,2002,6,4,0.0,0.0
1939.0,Brazil,2002,4,23,8.444205627000458E8,427.3797966031401
1939.0,Argentina,2002,4,23,2.137791707110248E9,4502.293906750355
1939.0,Paraguay,2002,4,23,0.0,0.0
1939.0,Uruguay,2002,4,23,7.182478778299633E8,1269.3923509987524
1943.0,Canada,2002,6,8,2.3156895747115502E8,142.41176743806926
1943.0,United States,2002,6,8,6.39638385810049E8,768.5686716246335
1951.0,Cuba,2002,6,12,9.79858827215533E7,1940.3187801025076
1951.0,"Bahamas, The",2002,6,12,0.0,0.0
1962.0,Russia,2002,6,19,5.52523351251823E8,2433.5263321203342
1962.0,Iran,2002,6,19,2.8545705890211392E7,0.0
1962.0,Turkey,2002,6,19,1.0618335895113356E7,203.34281659126282
1962.0,Kazakhstan,2002,6,19,0.0,0.0
1962.0,Ukraine,2002,6,19,0.0,0.0
1962.0,Azerbaijan,2002,6,19,1.2014617585257354E8,1173.5312991701066
1962.0,Georgia,2002,6,19,1.05674188515625E7,11.956748604774475
1962.0,Armenia,2002,6,19,1.2243787594163604E7,12.584666723560076
1971.0,China,2002,6,30,8.905128881643307E9,1139416.7848587753
1971.0,India,2002,6,30,0.0,0.0
1971.0,Myanmar (Burma),2002,6,30,0.0,0.0
1971.0,Taiwan,2002,6,30,0.0,0.0
1971.0,Bangladesh,2002,6,30,0.0,0.0
1971.0,Bhutan,2002,6,30,0.0,0.0
1972.0,United States,2002,6,30,9.550788726664214E8,3405.2585003489226
1972.0,Mexico,2002,6,30,1.0427797325580576E8,18.56589109444758
1974.0,China,2002,6,21,6.115239246191789E7,35.5088156491518
1974.0,India,2002,6,21,1.1647555103250092E10,2465838.277882481
1974.0,Myanmar (Burma),2002,6,21,4.468966364545651E8,113006.46533203125
1974.0,Pakistan,2002,6,21,0.0,0.0
1974.0,Nepal,2002,6,21,8.56142557693321E7,2514.9235337761615
1974.0,Bangladesh,2002,6,21,1.4821777221757816E10,4609747.936494367
1974.0,Bhutan,2002,6,21,502167.24967830884,33.47703776640051
1977.0,Colombia,2002,7,5,8.15799808754136E7,0.0
1977.0,Venezuela,2002,7,5,2.5717470852590685E9,158.3869276046753
1979.0,Canada,2002,7,6,4.212524900390625E7,6.250732927583158
1979.0,United States,2002,7,6,5.8276049653125E8,493.29577597169555
1980.0,China,2002,7,7,1.81269781171875E7,2.69419963657856
1980.0,India,2002,7,7,9366872.41796875,0.0
1980.0,Pakistan,2002,7,7,0.0,0.0
1980.0,Nepal,2002,7,7,9366060.89453125,15.074685037136078
1980.0,Bangladesh,2002,7,7,0.0,0.0
1980.0,Bhutan,2002,7,7,0.0,0.0
1981.0,Malaysia,2002,7,6,0.0,0.0
1981.0,Philippines,2002,7,6,1.4686291197727022E9,681578.8925376277
1985.0,New Zealand,2002,7,12,7.987248955880821E7,8337.414142386573
1991.0,China,2002,7,15,0.0,0.0
1991.0,Myanmar (Burma),2002,7,15,0.0,0.0
1991.0,Vietnam,2002,7,15,1.856961408898906E10,2422656.242188252
1991.0,Thailand,2002,7,15,8.411671135690303E9,448371.2016900299
1991.0,Laos,2002,7,15,224901.63111213234,0.0
1991.0,Cambodia,2002,7,15,7.322943198467939E9,1005619.728080413
1995.0,Turkey,2002,7,19,4324685.75367647,1241.584841074663
1995.0,Ukraine,2002,7,19,0.0,0.0
1995.0,Romania,2002,7,19,1.1304975588782169E8,4453.1885424920165
1995.0,Greece,2002,7,19,0.0,0.0
1995.0,Bulgaria,2002,7,19,3.6245319924019605E7,4409.618059785211
1995.0,Yugoslavia,2002,7,19,1.2600483790594362E7,780.8039075676352
1995.0,Slovakia,2002,7,19,0.0,0.0
1995.0,Hungary,2002,7,19,0.0,0.0
1995.0,Albania,2002,7,19,0.0,0.0
1995.0,Macedonia,2002,7,19,0.0,0.0
1995.0,Moldova,2002,7,19,0.0,0.0
1995.0,Bosnia and Herzegovina,2002,7,19,0.0,0.0
1996,Brazil,2002,7,20,8.95E+09,13142.88974
1996,Colombia,2002,7,20,4.92E+09,20623.7961
1996,Peru,2002,7,20,0,0
1996,Venezuela,2002,7,20,1.73E+10,50366.73587
1996,Guyana,2002,7,20,2.05E+08,2582.622523
1996,Trinidad and Tobago,2002,7,20,0,0
1996,Grenada,2002,7,20,0,0
1997.0,Russia,2002,7,20,1.2754840509157476E8,1335.5709705352783
1997.0,China,2002,7,20,1.720338641013174E8,2312.9957139834296
1997.0,Japan,2002,7,20,0.0,0.0
1997.0,"Korea, Peoples Republic of",2002,7,20,6822136.591881127,6794.769789814949
1998.0,Malaysia,2002,7,20,0.0,0.0
1998.0,Philippines,2002,7,20,9.753453514751072E8,401020.07500148646
1999.0,China,2002,7,21,4.479885985615196E8,3019.1139368078507
1999.0,India,2002,7,21,3.0006774663690826E10,1.5226209696138853E7
1999.0,Pakistan,2002,7,21,0.0,0.0
1999.0,Nepal,2002,7,21,2.1382589579131582E9,1051335.8373082879
1999.0,Bangladesh,2002,7,21,7.936443072254902E8,260858.32406503079
1999.0,Bhutan,2002,7,21,0.0,0.0
2007.0,Canada,2002,4,27,2094895.4453125,0.0014137783509795554
2007.0,United States,2002,4,27,6.2292147233617325E9,1612.1932109376762
2009.0,South Africa,2002,7,28,3.461797905035233E7,15120.090394652574
2009.0,Namibia,2002,7,28,0.0,0.0
2019.0,China,2002,8,5,1.366618164756434E8,221995.6664423186
2023.0,China,2002,8,6,6.1643061208515625E9,1151853.3774053347
2023.0,India,2002,8,6,0.0,0.0
2023.0,Myanmar (Burma),2002,8,6,0.0,0.0
2023.0,Bangladesh,2002,8,6,0.0,0.0
2023.0,Bhutan,2002,8,6,0.0,0.0
2024.0,Italy,2002,8,7,339178.18540134805,0.12040557712316513
2024.0,Sweden,2002,8,7,0.0,0.0
2024.0,Poland,2002,8,7,477819.45703125,0.0
2024.0,Germany,2002,8,7,9.243413394870865E8,105145.47787945758
2024.0,France,2002,8,7,6228987.915042892,2369.2541391395034
2024.0,Lithuania,2002,8,7,0.0,0.0
2024.0,Yugoslavia,2002,8,7,1640709.8083180147,0.0
2024.0,Croatia,2002,8,7,8.340871005562192E7,480.07602842897177
2024.0,Slovakia,2002,8,7,4.758537557640931E7,3383.350873057088
2024.0,Hungary,2002,8,7,7.837461753431372E7,7821.425530052762
2024.0,Czech Republic,2002,8,7,9.850466049028799E7,12208.732912782347
2024.0,Austria,2002,8,7,3.444532030442709E7,5203.575941007594
2024.0,Switzerland,2002,8,7,6816620.429610907,6667.70711602405
2024.0,Denmark,2002,8,7,3.687897779244793E7,26898.516594371817
2024.0,Belgium,2002,8,7,0.0,0.0
2024.0,Slovenia,2002,8,7,282957.2049479167,36.12336349487305
2024.0,Netherlands,2002,8,7,3.278700563092831E7,20911.675130940184
2024.0,Luxembourg,2002,8,7,40134.01953125,0.0
2024.0,Liechtenstein,2002,8,7,0.0,0.0
2029.0,Iran,2002,8,10,4.96524535176011E7,0.0
2029.0,Turkmenistan,2002,8,10,5142196.168826593,0.0
2035.0,China,2002,8,14,4.954205967001378E8,139879.20188266409
2035.0,Myanmar (Burma),2002,8,14,0.0,0.0
2035.0,Vietnam,2002,8,14,1.9185827052245712E8,54614.87475557423
2035.0,Thailand,2002,8,14,0.0,0.0
2035.0,Laos,2002,8,14,0.0,0.0
2035.0,Hong Kong,2002,8,14,0.0,0.0
2035.0,Macau,2002,8,14,0.0,0.0
2039.0,China,2002,8,18,6.435798707863665E8,59757.879460565746
2039.0,India,2002,8,18,0.0,0.0
2039.0,Myanmar (Burma),2002,8,18,3.8452966420837927E8,47842.56337587711
2039.0,Vietnam,2002,8,18,1.8280480305796455E10,2381219.7834124085
2039.0,Thailand,2002,8,18,1.4109344568617477E10,611075.1107879276
2039.0,Laos,2002,8,18,3.8598519185036767E8,69401.53254848828
2039.0,Cambodia,2002,8,18,2.2724054009840168E10,2031122.7773992694
2039.0,Bangladesh,2002,8,18,0.0,0.0
2039.0,Bhutan,2002,8,18,0.0,0.0
2041.0,China,2002,8,17,4302724.88671875,138.8292309641838
2041.0,India,2002,8,17,1.6401482635546875E8,7294.391166567802
2041.0,Myanmar (Burma),2002,8,17,5.739201727640625E9,324734.4195476705
2041.0,Thailand,2002,8,17,0.0,0.0
2042.0,Chile,2002,8,24,4.1676917366053927E8,17605.904825058624
2042.0,Argentina,2002,8,24,577338.256663603,0.0
2045.0,China,2002,8,31,0.0,0.0
2045.0,Japan,2002,8,31,0.0,0.0
2045.0,"Korea, Republic of",2002,8,31,6.554619949197304E7,21237.272072344535
2045.0,"Korea, Peoples Republic of",2002,8,31,5556828.480070465,3432.695024176205
2046.0,Russia,2002,8,28,9.752450872185966E7,887.1887775659561
2046.0,China,2002,8,28,3.159670372228707E8,2468.246556768194
2049.0,India,2002,9,3,1.1439367499687499E8,17812.458429850318
2049.0,Sri Lanka,2002,9,3,0.0,0.0
2052.0,Spain,2002,9,8,4.59714085971201E7,35389.527031521706
2052.0,Algeria,2002,9,8,0.0,0.0
2052.0,Italy,2002,9,8,0.0,0.0
2052.0,Tunisia,2002,9,8,0.0,0.0
2052.0,Germany,2002,9,8,0.0,0.0
2052.0,France,2002,9,8,9.947696307250306E7,9248.00650089958
2052.0,Switzerland,2002,9,8,560944.0234375,192.75008893013
2052.0,Andorra,2002,9,8,0.0,0.0
2052.0,Monaco,2002,9,8,0.0,0.0
2056.0,United States,2002,9,6,8.059320584017464E8,4133.508958239994
2056.0,Mexico,2002,9,6,75053.15252757353,0.0
2059.0,China,2002,9,20,0.0,0.0
2059.0,Myanmar (Burma),2002,9,20,0.0,0.0
2059.0,Vietnam,2002,9,20,4.681856834161719E9,296658.4349365929
2059.0,Thailand,2002,9,20,9.622148540424939E8,26333.518301199096
2059.0,Laos,2002,9,20,1.3983955387683827E8,17383.329602732145
2059.0,Cambodia,2002,9,20,9.372997636820318E8,133843.05657890352
2060.0,Turkey,2002,9,21,4.3343854466697305E7,7164.693095990723
2060.0,Italy,2002,9,21,2869731.973161765,1279.5082540764529
2060.0,Ukraine,2002,9,21,0.0,0.0
2060.0,Romania,2002,9,21,0.0,0.0
2060.0,Greece,2002,9,21,1.221980145151501E8,17650.593737436386
2060.0,Bulgaria,2002,9,21,2.3304316828125E7,770.0360465049744
2060.0,Yugoslavia,2002,9,21,4.734016941308211E7,899.4375944324568
2060.0,Croatia,2002,9,21,1.173990011214767E7,2043.358947214711
2060.0,Hungary,2002,9,21,0.0,0.0
2060.0,Austria,2002,9,21,0.0,0.0
2060.0,Albania,2002,9,21,8.677836351530333E7,12549.166418110324
2060.0,Macedonia,2002,9,21,4371768.03125,108.38218879699707
2060.0,Moldova,2002,9,21,0.0,0.0
2060.0,Bosnia and Herzegovina,2002,9,21,4874900.05078125,0.0
2060.0,Slovenia,2002,9,21,3127956.460983456,890.0744695900045
2061.0,Indonesia,2002,9,17,0.0,0.0
2061.0,Myanmar (Burma),2002,9,17,4.0307165171246946E7,2519.4440154430913
2061.0,Vietnam,2002,9,17,7.576524120482219E9,632128.7134719196
2061.0,Malaysia,2002,9,17,2.932630217730086E8,36423.299678294454
2061.0,Thailand,2002,9,17,1.3603122425321524E10,692383.5341351485
2061.0,Laos,2002,9,17,0.0,0.0
2061.0,Cambodia,2002,9,17,1.3540117613768318E10,634080.900346972
2061.0,Singapore,2002,9,17,399416.5762408088,220.89324538286994
2063.0,United States,2002,9,26,1.822292577716711E9,2232.192016100217
2064.0,United States,2002,9,29,8.061863082380669E8,2118.0434593879872
2064.0,Mexico,2002,9,29,0.0,0.0
2064.0,Cuba,2002,9,29,9.779038945769454E8,24244.51428678366
2064.0,"Bahamas, The",2002,9,29,0.0,0.0
2064.0,Guatemala,2002,9,29,0.0,0.0
2064.0,Honduras,2002,9,29,0.0,0.0
2064.0,Haiti,2002,9,29,0.0,0.0
2064.0,Jamaica,2002,9,29,1.3623413709114587E7,6958.076651775536
2064.0,Belize,2002,9,29,0.0,0.0
2066.0,United States,2002,10,10,1.9929126278085938E9,47319.48632723815
2070.0,Brazil,2002,10,12,2.9514507919617953E9,3871.828483838289
2070.0,Chile,2002,10,12,0.0,0.0
2070.0,Argentina,2002,10,12,1.8701231246808105E10,13808.616922133479
2070.0,Bolivia,2002,10,12,8.355998612676165E7,2.2352641932241726
2070.0,Paraguay,2002,10,12,9.223258124354012E8,1804.4549816215867
2070.0,Uruguay,2002,10,12,1.1688254197868567E9,1533.46512006892
2073.0,Brazil,2002,10,12,3.0782792763191786E9,4561.45530384507
2073.0,Chile,2002,10,12,0.0,0.0
2073.0,Argentina,2002,10,12,1.318340829761886E10,12854.956389856543
2073.0,Bolivia,2002,10,12,1.130410708736826E8,2.272665106765378
2073.0,Paraguay,2002,10,12,1.06665925197981E9,9541.370557371758
2073.0,Uruguay,2002,10,12,1.1985858221218138E9,1538.0664823385537
2075.0,United States,2002,10,24,1.271173525242057E9,19512.453536918274
2076.0,United States,2002,10,23,2.42884940585818E9,11903.793637520883
2076.0,Mexico,2002,10,23,2.621473203641697E8,1928.2468705980689
2077.0,China,2002,10,26,0.0,0.0
2077.0,Vietnam,2002,10,26,5.392322712376532E9,426750.70091689087
2077.0,Thailand,2002,10,26,0.0,0.0
2077.0,Laos,2002,10,26,59218.125,0.0
2077.0,Cambodia,2002,10,26,4.674790639316174E8,46139.33064185639
2079.0,China,2002,10,28,1.8492270829232066E9,1821249.0133976825
2079.0,Vietnam,2002,10,28,0.0,0.0
2079.0,Laos,2002,10,28,0.0,0.0
2079.0,Hong Kong,2002,10,28,0.0,0.0
2079.0,Macau,2002,10,28,0.0,0.0
2090.0,New Zealand,2002,11,19,3.3313371627098653E7,334.2090978411291
2097.0,Algeria,2002,11,24,0.0,0.0
2097.0,Morocco,2002,11,24,2.8674128173129594E8,15118.003718554974
2099.0,Algeria,2002,11,22,0.0,0.0
2099.0,Turkey,2002,11,22,1.7198639140263474E8,9330.470999617786
2099.0,Italy,2002,11,22,8.869827720968137E8,142737.15117926325
2099.0,Tunisia,2002,11,22,0.0,0.0
2099.0,Ukraine,2002,11,22,0.0,0.0
2099.0,Romania,2002,11,22,0.0,0.0
2099.0,France,2002,11,22,309720.7734375,0.31019076704978943
2099.0,Greece,2002,11,22,1.4873700585571384E8,12135.398349491372
2099.0,Bulgaria,2002,11,22,8.455869780571385E7,2128.630906224251
2099.0,Yugoslavia,2002,11,22,9.976312724247856E7,680.3551063712905
2099.0,Croatia,2002,11,22,3.3354474541896448E7,2097.5895184409387
2099.0,Hungary,2002,11,22,0.0,0.0
2099.0,Austria,2002,11,22,0.0,0.0
2099.0,Switzerland,2002,11,22,1.9103597934175856E7,6450.953832017258
2099.0,Albania,2002,11,22,4.6270705108884804E7,5021.573704747158
2099.0,Macedonia,2002,11,22,1.001043147801777E7,140.1704270541668
2099.0,Moldova,2002,11,22,0.0,0.0
2099.0,Bosnia and Herzegovina,2002,11,22,2.414691831755515E7,476.21593475341797
2099.0,Slovenia,2002,11,22,1.5003588372257967E7,2036.9026759011488
2099.0,San Marino,2002,11,22,0.0,0.0
2099.0,Liechtenstein,2002,11,22,0.0,0.0
2099.0,Monaco,2002,11,22,0.0,0.0
2103.0,Spain,2002,12,13,3.083546192460171E8,19498.969971235503
2103.0,Algeria,2002,12,13,0.0,0.0
2103.0,Italy,2002,12,13,109510.44448529412,0.0
2103.0,Tunisia,2002,12,13,0.0,0.0
2103.0,Germany,2002,12,13,0.0,0.0
2103.0,France,2002,12,13,3.712336543651502E8,34352.22934205798
2103.0,Switzerland,2002,12,13,4.49202627585478E7,23397.175874297973
2103.0,Andorra,2002,12,13,598510.27734375,4592.376046657562
2103.0,Monaco,2002,12,13,0.0,0.0
2104.0,United States,2002,12,14,3.539449046276991E9,281545.3194274281
2106.0,Indonesia,2002,12,15,8.302661208668505E8,182714.53660928196
2106.0,Malaysia,2002,12,15,0.0,0.0
2106.0,Thailand,2002,12,15,0.0,0.0
2106.0,Singapore,2002,12,15,0.0,0.0
2115.0,Canada,2003,1,1,0.0,0.0
2115.0,United States,2003,1,1,1.3789064445494774E10,76208.50675517766
2115.0,Mexico,2003,1,1,0.0,0.0
2115.0,"Bahamas, The",2003,1,1,0.0,0.0
2116.0,France,2003,1,1,0.0,0.0
2116.0,United Kingdom,2003,1,1,4.920386985232543E9,3737776.537363842
2116.0,Ireland,2003,1,1,0.0,0.0
2116.0,Isle of Man,2003,1,1,4884767.378125,5210.709903211512
2117.0,Portugal,2003,1,1,2.430443219166207E8,52929.39635546583
2117.0,Spain,2003,1,1,4.7542287384238666E8,46234.207938031395
2117.0,Algeria,2003,1,1,0.0,0.0
2117.0,Turkey,2003,1,1,0.0,0.0
2117.0,Italy,2003,1,1,792991.7634957108,91.68537139892578
2117.0,Tunisia,2003,1,1,0.0,0.0
2117.0,Ukraine,2003,1,1,292557.48046875,149.54925537109375
2117.0,Poland,2003,1,1,55374.53102022059,0.0
2117.0,Romania,2003,1,1,2.242278909765625E7,10800.46852862835
