ID,ThreshType,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,geometry
2066,otsu,0,USA,0,-89.924261,34.607325,11708.01786,10/10/2002,10/12/2002,News,3,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-90.304109,34.999701 -89.093581,35.024749 -89.060189,34.624021 -89.561101,34.189901 -90.228973,34.214949 -90.663101,34.340173 -90.788333,34.757597 -90.304109,34.999701</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2070,std,0,Argentina,Chile,-60.10113,-31.071974,283687.6378,10/12/2002,11/2/2002,News,7,6000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.24545,-33.935972 -58.347146,-33.969868 -58.381034,-34.224068 -58.516602,-34.393536 -59.328834,-34.916521 -62.486018,-33.017321 -61.74605,-31.636073 -60.266114,-29.144873 -59.40285,-26.357721 -56.344322,-27.442953 -57.499802,-30.156844 -58.24545,-33.935972</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2073,std,0,Uruguay,0,-57.96164,-31.619618,187542.8548,10/12/2002,11/11/2002,News,0,2000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-54.66307,-28.148554 -57.577397,-34.241842 -58.986171,-33.998818 -58.136464,-26.909771 -54.66307,-28.148554</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2075,std,0,USA,0,-150.891253,60.335681,13912.96323,10/24/2002,10/28/2002,News,0,0,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-151.210347,59.733932 -151.461443,59.654639 -151.468051,59.661246 -151.535059,59.63605 -151.533217,59.632751 -151.643501,59.647051 -151.796728,59.704236 -151.829563,59.72023 -151.863854,59.756094 -151.869889,59.769239 -151.863943,59.781779 -151.866338,59.774184 -151.858635,59.773956 -151.862123,59.778728 -151.857759,59.791226 -151.833758,59.814212 -151.814035,59.844381 -151.803473,59.878618 -151.758102,59.91772 -151.743149,59.944708 -151.718412,60.009552 -151.702684,60.032882 -151.663081,60.056177 -151.685827,60.041094 -151.670047,60.049989 -151.618443,60.094083 -151.545971,60.128465 -151.422048,60.213064 -151.406921,60.228366 -151.388314,60.267135 -151.38236,60.297023 -151.382015,60.358805 -151.367286,60.372734 -151.299351,60.388003 -151.28493,60.442718 -151.281396,60.512694 -151.263491,60.545008 -151.298362,60.559072 -151.330816,60.580604 -151.350561,60.634721 -151.365811,60.656748 -151.395209,60.683263 -151.402062,60.683183 -151.395524,60.683554 -151.404861,60.695061 -151.409681,60.720614 -151.38208,60.731024 -151.304096,60.741644 -151.261799,60.757824 -151.261735,60.769858 -151.212601,60.780402 -151.062974,60.787495 -151.026051,60.797564 -151.012433,60.809406 -150.895934,60.85323 -150.884202,60.861928 -150.808849,60.891402 -150.706247,60.937861 -150.678873,60.958337 -150.515492,60.999518 -150.511533,61.00522 -150.455095,61.016644 -150.394943,61.038069 -150.372469,61.038612 -150.342144,61.024283 -150.26254,60.947932 -150.217627,60.930095 -150.061647,60.912728 -150.042957,60.905149 -150.037514,60.906755 -150.043308,60.907735 -150.04754,60.919015 -149.931492,60.933345 -149.912617,60.937933 -150.159711,60.639197 -150.196099,60.597723 -149.450875,60.48752 -149.019117,61.129976 -148.649531,60.943456 -148.670255,60.712034 -148.407747,60.532422 -148.804965,60.031583 -149.012209,59.952139 -149.088199,59.965956 -149.084743,60.059215 -149.212545,60.00395 -149.274717,59.855425 -149.357615,60.121389 -149.443967,60.107572 -149.633941,60.176654 -150.424103,60.337853 -150.72845,59.990971 -150.98088,59.818962 -151.210347,59.733932</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2076,std,0,USA,0,-96.029696,29.65109,106239.3724,10/23/2002,11/13/2002,News,1,75,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.665426,28.726575 -96.392968,28.43275 -96.670768,28.304536 -96.852408,28.507542 -96.788296,28.261798 -96.863088,28.154952 -97.02336,27.919893 -97.440056,27.353612 -98.737126,27.211666 -99.694492,28.261798 -98.91452,29.917902 -97.418688,30.591026 -96.56392,30.83677 -95.944216,30.665818 -95.912168,29.853794 -95.42068,29.58668 -95.23904,29.554626 -95.0,29.251814 -95.104843,29.18877 -95.134209,29.18959 -95.170502,29.113277 -95.102692,29.093986 -95.198202,29.018346 -95.474115,28.843155 -95.956492,28.605089 -96.341629,28.417331 -96.053986,28.647621 -96.227358,28.593018 -96.20599,28.731917 -96.371602,28.630414 -96.478446,28.587676 -96.572678,28.691181 -96.583321,28.73155 -96.665426,28.726575</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2077,std,0,Vietnam,0,108.878131,14.206227,7902.14137,10/26/2002,10/29/2002,News,2,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>108.986019,14.799618 109.100651,14.38829 109.242255,14.003935 109.296203,13.767927 109.235515,13.740955 109.215283,13.639809 108.790471,13.612837 108.635379,13.801643 108.460059,14.664756 108.986019,14.799618</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2079,otsu,0,China,0,113.384882,24.269423,7741.036752,10/28/2002,11/2/2002,News,0,50000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>113.186373,24.649587 113.676524,24.675002 113.94686,24.41312 113.853777,24.04135 113.566402,23.889229 113.29597,23.863845 112.90729,24.024323 112.822904,24.387618 113.186373,24.649587</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2090,std,0,New Zealand,0,172.869147,-43.667295,600.7538154,11/19/2002,11/21/2002,News,0,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>172.97513,-43.888794 172.99678,-43.854476 173.009386,-43.81351 173.004658,-43.759938 172.951088,-43.726849 172.828186,-43.685883 172.697408,-43.692185 172.604445,-43.657521 172.606021,-43.493654 172.71356,-43.443935 172.71497,-43.449112 172.73128,-43.509109 172.75116,-43.544724 172.75548,-43.55666 172.75168,-43.559624 172.74884,-43.558464 172.74577,-43.551167 172.7408,-43.539406 172.73328,-43.533871 172.73112,-43.528362 172.72328,-43.523972 172.72136,-43.526714 172.72385,-43.531765 172.71803,-43.548016 172.7076,-43.551632 172.70567,-43.554832 172.7088,-43.558743 172.72522,-43.555611 172.73499,-43.556339 172.74002,-43.558197 172.74376,-43.564171 172.75699,-43.566063 172.7686,-43.573902 172.77682,-43.568893 172.78181,-43.577625 172.77798,-43.583111 172.7868,-43.585667 172.79913,-43.582733 172.80728,-43.589642 172.80632,-43.591473 172.79524,-43.596474 172.7883,-43.595757 172.77945,-43.599388 172.752,-43.598358 172.72919,-43.609261 172.72545,-43.604889 172.71724,-43.603935 172.71501,-43.606445 172.71625,-43.609432 172.71086,-43.611698 172.7005,-43.605461 172.69482,-43.605206 172.69162,-43.610691 172.68312,-43.609043 172.66502,-43.620415 172.65839,-43.621758 172.65552,-43.62495 172.65643,-43.627937 172.65225,-43.636166 172.65315,-43.641212 172.65692,-43.642147 172.66458,-43.634167 172.67029,-43.631672 172.67152,-43.634659 172.66158,-43.651112 172.66684,-43.659943 172.66843,-43.662605 172.67787,-43.664944 172.67889,-43.657387 172.68372,-43.647552 172.68285,-43.639755 172.68571,-43.636562 172.69075,-43.638878 172.68944,-43.643913 172.69061,-43.652859 172.69281,-43.65493 172.69911,-43.656109 172.7061,-43.652473 172.71538,-43.637848 172.71286,-43.636459 172.71416,-43.633945 172.71857,-43.633507 172.71735,-43.629147 172.72243,-43.625504 172.73473,-43.627163 172.7395,-43.622829 172.74547,-43.623814 172.74792,-43.6357 172.75232,-43.638927 172.75578,-43.638256 172.75835,-43.635288 172.75711,-43.630238 172.75429,-43.629539 172.75366,-43.627014 172.75812,-43.622452 172.76381,-43.622932 172.76793,-43.619282 172.77867,-43.61795 172.78307,-43.621635 172.78685,-43.621422 172.79004,-43.616852 172.7951,-43.616642 172.80743,-43.612793 172.81467,-43.617172 172.81941,-43.615585 172.8188,-43.611687 172.82199,-43.607346 172.82674,-43.60553 172.83334,-43.608303 172.83395,-43.611053 172.82961,-43.623867 172.82462,-43.638527 172.82619,-43.641052 172.81502,-43.656597 172.81564,-43.659119 172.82257,-43.661896 172.82544,-43.658241 172.8343,-43.655064 172.83685,-43.651405 172.83473,-43.637875 172.84459,-43.625763 172.85037,-43.610424 172.85735,-43.604488 172.8624,-43.605423 172.86804,-43.610943 172.87625,-43.609135 172.88225,-43.610989 172.87621,-43.618073 172.88153,-43.625195 172.88979,-43.617428 172.89294,-43.61652 172.89671,-43.618824 172.90176,-43.619526 172.90424,-43.6287 172.90962,-43.626884 172.90671,-43.639023 172.8997,-43.649086 172.90125,-43.656425 172.89742,-43.664894 172.88916,-43.671974 172.8885,-43.676327 172.89386,-43.678864 172.89508,-43.68689 172.89949,-43.688965 172.9043,-43.675457 172.91098,-43.668602 172.92059,-43.64204 172.9272,-43.633259 172.93298,-43.625572 172.94179,-43.631786 172.94495,-43.631336 172.94966,-43.637535 172.95439,-43.638004 172.96103,-43.634811 172.96355,-43.639633 172.96098,-43.646961 172.96286,-43.649258 172.9673,-43.647892 172.97523,-43.635761 172.97935,-43.633938 172.98282,-43.635323 172.98659,-43.640831 172.9951,-43.642914 172.99825,-43.645439 172.99696,-43.651398 172.99188,-43.658951 172.99283,-43.661015 172.99535,-43.661476 173.00168,-43.656677 173.00737,-43.65646 173.00609,-43.661728 172.99466,-43.675915 172.99971,-43.676613 173.00478,-43.674789 173.02254,-43.654884 173.02821,-43.655125 173.03455,-43.652615 173.04338,-43.651714 173.04938,-43.653099 173.04875,-43.655621 173.04337,-43.658131 173.04208,-43.66386 173.05029,-43.664791 173.0544,-43.667774 173.05595,-43.67305 173.06828,-43.672153 173.07491,-43.677662 173.06984,-43.678112 173.06856,-43.686592 173.06064,-43.693684 173.08022,-43.698986 173.08688,-43.691887 173.08942,-43.685932 173.09383,-43.690063 173.10236,-43.694199 173.10487,-43.701767 173.1093,-43.703377 173.11148,-43.711628 173.10262,-43.719181 173.10294,-43.722393 173.1102,-43.721714 173.1181,-43.724701 173.11967,-43.726994 173.10069,-43.734306 173.09877,-43.744846 173.10225,-43.745998 173.11111,-43.740047 173.1263,-43.737312 173.13103,-43.749008 173.13385,-43.764366 173.12941,-43.771923 173.13098,-43.776741 173.12782,-43.778801 173.11737,-43.776497 173.11295,-43.77718 173.10977,-43.78199 173.11482,-43.787952 173.11386,-43.796432 173.11607,-43.800789 173.11353,-43.803997 173.10339,-43.806965 173.09895,-43.812229 173.10402,-43.815258 173.1078,-43.817513 173.10843,-43.820721 173.10114,-43.824608 173.10017,-43.828045 173.10683,-43.833553 173.09192,-43.838577 173.08908,-43.835365 173.08685,-43.838341 173.08969,-43.843159 173.08493,-43.850716 173.07573,-43.85437 173.06879,-43.844048 173.06308,-43.842205 173.05864,-43.844261 173.06401,-43.850227 173.06369,-43.852749 173.0602,-43.85664 173.05449,-43.858463 173.04529,-43.858677 173.0475,-43.862808 173.0459,-43.868534 173.04182,-43.873844 173.02274,-43.877201 173.01009,-43.869385 173.00659,-43.870068 173.00626,-43.872585 173.01732,-43.881546 173.01764,-43.884068 173.00812,-43.885883 173.0043,-43.888397 172.99892,-43.888157 172.99927,-43.879906 172.99643,-43.875317 172.99071,-43.880119 172.98781,-43.890656 172.97513,-43.888794</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2097,std,0,Morocco,0,-7.098795,33.109088,40845.92165,11/24/2002,11/29/2002,News,63,0,Heavy rain,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-6.154993,35.199531 -4.925565,34.450283 -4.855193,33.841778 -6.200527,32.980764 -6.697266,32.719977 -6.879403,32.666163 -7.578978,32.753092 -7.790091,33.071833 -8.071577,33.452666 -7.570699,33.618246 -7.438235,33.680338 -7.413397,33.701036 -7.285073,33.779686 -7.07396,33.858336 -6.850427,34.028055 -6.688987,34.218473 -6.428199,34.632421 -6.154993,35.199531</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2099,std,0,Italy,0,8.642375,45.829287,29901.94559,11/22/2002,12/3/2002,News,0,10000,Heavy rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>8.229224,46.180136 8.97683,46.29818 10.878626,46.029304 10.511386,44.750506 8.871902,45.111193 7.999696,45.445648 7.914444,45.85224 8.229224,46.180136</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>12.682066,46.26539 13.003402,46.258832 13.272274,45.78666 12.688618,45.589922 12.682066,45.793218 12.452538,46.094884 12.682066,46.26539</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2103,std,0,France,0,4.145883,43.730782,1292.702712,12/13/2002,12/14/2002,News,2,0,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.416426,43.917776 4.48539,43.835551 4.36603,43.700279 4.220148,43.62336 4.047744,43.591531 3.875338,43.543788 3.806376,43.565007 3.8329,43.716194 3.946952,43.795766 4.071614,43.875337 4.17771,43.875337 4.283806,43.885947 4.416426,43.917776</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2104,std,0,USA,0,-122.478319,38.939731,44627.03408,12/14/2002,12/24/2002,News,6,0,Heavy rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-121.669989,37.912088 -122.162925,37.953862 -122.265272,38.072918 -122.388506,38.158555 -122.492942,38.116781 -122.440724,37.880757 -122.489461,37.826308 -122.491154,37.826398 -122.495454,37.822398 -122.499854,37.821798 -122.499754,37.819698 -122.501454,37.821698 -122.504154,37.820998 -122.505154,37.822898 -122.516055,37.825298 -122.523555,37.824798 -122.529155,37.818998 -122.527455,37.815098 -122.530155,37.815598 -122.531255,37.820598 -122.535755,37.823998 -122.533955,37.825698 -122.537255,37.830298 -122.549156,37.834297 -122.551856,37.841597 -122.555256,37.842397 -122.554656,37.843997 -122.558956,37.845897 -122.558356,37.847997 -122.560156,37.848197 -122.561456,37.851797 -122.565957,37.853997 -122.569657,37.854597 -122.575257,37.858897 -122.580057,37.859297 -122.581057,37.857697 -122.588357,37.861497 -122.602358,37.875596 -122.612758,37.877896 -122.617483,37.876803 -122.62409,37.88071 -122.628928,37.881801 -122.627081,37.88605 -122.639944,37.897318 -122.656486,37.904489 -122.664756,37.906122 -122.687324,37.904085 -122.70002,37.896784 -122.700475,37.89438 -122.702605,37.893789 -122.709777,37.896224 -122.712716,37.899988 -122.727261,37.903794 -122.732862,37.920194 -122.736862,37.925794 -122.755552,37.93584 -122.766361,37.938224 -122.770693,37.943858 -122.776735,37.9437 -122.775982,37.945691 -122.777889,37.948027 -122.783498,37.948509 -122.783987,37.954462 -122.791702,37.96939 -122.801272,37.980356 -122.809978,37.985668 -122.811945,37.984913 -122.821346,37.996702 -122.825223,37.998877 -122.828232,37.998144 -122.832661,38.003389 -122.858389,38.017529 -122.883148,38.025537 -122.894608,38.02751 -122.946181,38.031157 -122.961432,38.027103 -122.972339,38.02021 -122.981738,38.009081 -122.983989,38.001388 -122.983264,37.997906 -122.967323,37.993768 -122.964371,37.990243 -122.972933,37.990287 -122.97357,37.992003 -122.986442,37.992021 -122.990726,37.99472 -122.995324,37.992978 -122.996627,37.994237 -123.005774,37.993115 -123.007797,37.995245 -123.012136,37.995408 -123.014018,37.993806 -123.024026,37.99484 -123.020523,37.999506 -123.016126,37.998866 -123.014823,38.000929 -123.012942,38.00134 -122.998275,38.028922 -122.987238,38.053367 -122.954817,38.170583 -122.954867,38.1706 -122.954808,38.170615 -122.953575,38.175074 -122.953592,38.175636 -122.955826,38.178062 -122.964557,38.18154 -122.966559,38.18328 -122.968241,38.182638 -122.965516,38.18589 -122.966333,38.198481 -122.968075,38.202395 -122.971122,38.204637 -122.972109,38.207132 -122.975592,38.209099 -122.980585,38.214271 -122.980967,38.221619 -122.982419,38.22384 -122.984944,38.224708 -122.986977,38.227157 -122.987907,38.229515 -122.98901,38.229468 -122.992205,38.233084 -122.992294,38.234961 -122.993861,38.235785 -122.993921,38.23757 -122.995577,38.239355 -122.995171,38.241003 -122.990206,38.238259 -122.987478,38.237916 -122.983064,38.234507 -122.970905,38.237281 -122.969658,38.238678 -122.967166,38.250659 -122.970449,38.255397 -122.971118,38.259243 -122.973935,38.261234 -122.977335,38.266268 -122.977598,38.26977 -122.981054,38.270479 -122.983843,38.273064 -122.986283,38.273132 -122.988696,38.277343 -122.988465,38.279976 -122.994566,38.283064 -122.997069,38.289426 -123.0,38.290844 -123.000034,38.29295 -123.002692,38.295679 -123.006089,38.297691 -123.127907,38.467683 -123.324247,38.588829 -123.499699,38.768457 -123.716925,38.910489 -123.683505,39.073409 -123.825537,39.374183 -123.754521,39.603941 -124.046939,40.063455 -124.318471,40.238907 -124.372778,40.393471 -124.347713,40.585631 -124.197327,40.802859 -123.520585,40.293215 -123.027651,39.637359 -122.781183,39.307343 -122.112797,38.563766 -122.271541,39.056698 -122.618263,40.209667 -122.091907,40.351699 -121.644925,39.290634 -121.352509,38.24628 -120.583861,37.32725 -121.035021,37.076604 -121.494541,37.594604 -121.669989,37.912088</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-120.00738,39.570521 -119.87788,39.654069 -119.769264,39.641537 -119.727492,39.528747 -119.735848,39.461908 -119.827748,39.411779 -119.990668,39.432666 -120.00738,39.570521</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-124.389488,43.221582 -124.155552,43.242469 -124.11378,43.117147 -124.218214,43.016889 -124.422908,43.07955 -124.389488,43.221582</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-124.097782,41.563446 -124.098744,41.563799 -124.098197,41.56563 -124.097782,41.563446</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2106,otsu,0,Indonesia,0,100.517101,0.977528,21909.33517,12/15/2002,12/20/2002,News,0,60000,Heavy rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>99.807679,2.109278 99.935803,2.04759 100.272719,1.64424 100.595399,0.979901 101.373623,0.353524 101.454295,0.011863 101.217031,-0.154221 100.524219,0.139986 100.410331,0.348778 100.154087,0.771109 99.893095,0.851778 99.584651,1.236146 99.579907,1.449684 99.807679,2.109278</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>101.826797,-2.341797 101.755618,-2.346542 101.492255,-2.256382 101.20991,-1.974037 101.162458,-1.746264 101.233637,-1.682203 101.311934,-1.701184 101.444802,-1.914721 101.523099,-2.019118 101.905094,-2.099787 101.997627,-2.185202 101.826797,-2.341797</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2115,std,0,USA,0,-92.620622,31.833155,457677.6426,1/1/2003,1/6/2003,News,0,0,Heavy rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-95.942326,33.512144 -95.105989,34.038236 -93.440472,33.305315 -92.523512,33.786436 -92.541007,35.608053 -90.596754,36.821613 -88.122831,36.093665 -87.748145,33.606883 -88.171894,32.617218 -88.639667,31.376231 -88.682582,30.426569 -89.516995,30.251202 -89.972704,30.128948 -90.021326,29.787714 -90.515708,29.539026 -91.023909,29.438963 -91.412131,29.636312 -91.948099,29.950875 -92.089218,29.863501 -92.320636,29.557879 -93.136926,29.797666 -93.906714,29.749295 -94.930654,29.388543 -96.601577,30.088549 -96.452742,31.980896 -95.942326,33.512144</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-82.639638,28.280392 -82.191047,28.241026 -81.997133,27.722995 -82.115643,27.129341 -82.449613,27.0753 -82.632754,27.593333 -82.632751,28.057441 -82.639638,28.280392</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2116,std,0,UK,0,-0.543564,51.264587,48599.81016,1/1/2003,1/6/2003,News,0,0,Heavy rain,1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>0.425428,51.538168 0.457328,51.526205 0.477264,51.470379 0.612844,51.478354 0.70456,51.446453 0.8202,51.426515 0.92388,51.374676 0.90394,51.346763 0.995656,51.354738 1.32264,51.390626 1.422332,51.362713 1.422332,51.3348 1.350556,51.290936 1.398404,51.159345 1.286752,51.09953 1.011604,51.047691 0.958466,50.986027 0.944098,50.926109 0.781389,50.935555 0.662222,50.869438 0.430833,50.831108 0.263611,50.741386 0.039456,50.795353 -0.206111,50.82666 -0.451848,50.808434 -0.692355,50.795956 -0.796913,50.735798 -0.917564,50.79525 -1.00941,50.81543 -1.094887,50.761902 -1.152657,50.765881 -1.225448,50.804447 -1.43197,50.869469 -1.331389,50.791382 -1.352765,50.772999 -1.48863,50.752608 -1.691998,50.776533 -2.334005,51.091555 -2.50946,51.462404 -2.34198,51.713623 -2.370656,52.395831 -0.813743,53.484964 0.239287,52.664363 0.425428,51.538168</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-3.56418,50.434595 -3.598076,50.46849 -3.58412,50.507369 -3.539256,50.532292 -3.510348,50.529301 -3.511344,50.483443 -3.492404,50.467493 -3.507356,50.45553 -3.537264,50.462508 -3.56418,50.434595</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-5.240978,50.129542 -5.219046,50.127548 -5.203095,50.095647 -5.234996,50.070725 -5.266897,50.084681 -5.272879,50.114589 -5.240978,50.129542</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-3.438568,50.666874 -3.423616,50.683821 -3.382744,50.68083 -3.391716,50.642948 -3.418632,50.633976 -3.438568,50.666874</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-5.491201,50.135524 -5.498179,50.157456 -5.481232,50.172409 -5.463287,50.172409 -5.452321,50.151474 -5.461294,50.130539 -5.491201,50.135524</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
2119,std,0,Malawi,Mozambique,38.874709,-14.766118,410708.5406,1/1/2003,2/17/2003,News,23,400000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>37.639623,-14.304647 38.4421,-14.132542 38.506628,-11.057275 40.345427,-10.32221 40.558239,-10.627601 40.370102,-11.327962 40.485207,-11.977955 40.572322,-12.735426 40.537479,-13.965055 40.81042,-14.62215 40.639351,-15.300779 40.081112,-16.000267 39.737776,-16.47641 39.171834,-16.809521 39.077611,-16.955238 38.910366,-16.988755 38.07369,-17.291175 37.438436,-17.566296 37.113795,-17.812587 36.859851,-18.168648 36.60649,-18.404736 36.283946,-18.870183 35.726339,-19.007088 35.479649,-19.316558 34.843714,-19.855558 34.194548,-19.828771 34.244345,-18.793336 34.406817,-17.995666 34.222134,-17.328816 33.950413,-16.683596 33.826623,-16.48154 33.706747,-16.361667 33.452617,-16.107535 33.764287,-15.556117 33.855391,-15.052647 33.927315,-14.496433 33.747885,-14.149981 32.938263,-13.378652 33.262222,-12.63554 33.383345,-11.301638 33.438958,-10.991364 33.82914,-10.854707 33.912464,-10.781475 34.022718,-10.64325 34.001294,-10.359402 33.754938,-10.10769 33.818329,-10.003628 33.771927,-9.900347 33.731513,-9.740188 33.86922,-9.681812 33.888157,-9.676679 33.929962,-9.72101 33.902588,-9.740975 33.894695,-9.749929 33.892372,-9.755213 33.899082,-9.768321 33.901627,-9.775219 33.901855,-9.780275 33.899761,-9.786019 33.901146,-9.792685 33.902058,-9.812452 33.906235,-9.81039 33.906681,-9.830386 33.907372,-9.834524 33.904812,-9.843714 33.910141,-9.850846 33.912685,-9.857744 33.922413,-9.876142 33.933769,-9.891094 33.938171,-9.895007 33.945362,-9.897082 33.949299,-9.90628 33.94883,-9.914095 33.950905,-9.929037 33.948811,-9.938689 33.949734,-9.945586 33.946463,-9.956502 34.058894,-10.135369 34.23595,-10.368765 34.243998,-10.433149 34.211806,-10.489485 34.219854,-10.529725 34.179614,-10.561917 34.211806,-10.795313 34.219854,-10.964321 34.219854,-11.068945 34.203758,-11.189669 34.227902,-11.302341 34.284238,-11.495493 34.316438,-11.696695 34.27619,-11.736937 34.187662,-11.849609 34.187662,-11.905945 34.131326,-11.938139 34.058894,-12.042763 34.010606,-12.235917 34.099134,-12.396879 34.171566,-12.421023 34.187662,-12.517599 34.179614,-12.598081 34.219854,-12.718801 34.268142,-12.791235 34.268142,-12.831475 34.332534,-12.952196 34.332534,-13.258023 34.30839,-13.306311 34.30839,-13.397662 34.428623,-13.573657 34.438915,-13.587716 34.444313,-13.590264 34.450893,-13.590748 34.468769,-13.588512 34.474895,-13.584856 34.4841,-13.575004 34.498913,-13.574594 34.504784,-13.576684 34.505177,-13.577326 34.508759,-13.583134 34.504749,-13.586338 34.509914,-13.588655 34.514595,-13.594646 34.517193,-13.591208 34.524239,-13.59353 34.531727,-13.604358 34.536415,-13.608282 34.536663,-13.604835 34.531063,-13.591253 34.528481,-13.590096 34.528259,-13.585958 34.524509,-13.582956 34.528301,-13.573774 34.539791,-13.602814 34.549519,-13.627403 34.564045,-13.64354 34.571785,-13.649771 34.578598,-13.651861 34.584927,-13.658087 34.591984,-13.658339 34.595505,-13.660647 34.599014,-13.665256 34.599709,-13.669395 34.596859,-13.677892 34.599663,-13.684566 34.607174,-13.689186 34.611572,-13.694895 34.613029,-13.696789 34.625717,-13.700964 34.630882,-13.704886 34.632751,-13.70926 34.630619,-13.71408 34.61882,-13.726686 34.605331,-13.75285 34.612106,-13.76758 34.614452,-13.769655 34.619156,-13.770589 34.619385,-13.773348 34.612774,-13.780684 34.6049,-13.792827 34.582275,-13.827707 34.582245,-13.836901 34.586468,-13.84105 34.589039,-13.846345 34.591118,-13.859451 34.587547,-13.871162 34.579052,-13.878261 34.577587,-13.895033 34.574112,-13.905438 34.572834,-13.909267 34.570473,-13.912018 34.56694,-13.912237 34.560787,-13.922329 34.556301,-13.926682 34.540508,-13.932146 34.529644,-13.943143 34.526573,-13.94681 34.522774,-13.955759 34.518524,-13.959423 34.513783,-13.969519 34.520111,-13.977123 34.522865,-13.998506 34.526371,-14.006101 34.530813,-14.021083 34.530813,-14.024077 34.52609,-14.02266 34.625322,-14.240169 34.714127,-14.304158 34.824199,-14.260268 34.899773,-14.055096 34.944893,-14.173176 35.23453,-14.45055 35.587831,-14.43617 36.097312,-14.548368 36.341365,-14.620303 36.608145,-14.723857 36.864642,-14.859473 37.186831,-14.587639 37.401903,-14.463123 37.639623,-14.304647</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2120,std,0,Bolivia,0,-64.944989,-16.48569,19475.49734,1/3/2003,1/8/2003,News,1,6000,Heavy rain,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-64.96937,-15.924437 -64.382188,-15.918475 -63.800966,-16.559308 -63.932114,-17.471377 -64.92466,-17.29254 -65.216761,-17.10178 -65.091576,-16.42816 -64.96937,-15.924437</coordinates></LinearRing></outerBoundaryIs></Polygon>"
