unit_id,MEAN,unit_name,P10_bh_2,P10_bh_5,P10_bh_10,P10_bh_25,P10_bh_50,P10_bh_100,P10_bh_250,P10_bh_500,P10_bh_1T,P30_24_2,P30_24_5,P30_24_10,P30_24_25,P30_24_50,P30_24_100,P30_24_250,P30_24_500,P30_24_1T,P30_28_2,P30_28_5,P30_28_10,P30_28_25,P30_28_50,P30_28_100,P30_28_250,P30_28_500,P30_28_1T,P30_38_2,P30_38_5,P30_38_10,P30_38_25,P30_38_50,P30_38_100,P30_38_250,P30_38_500,P30_38_1T,P30_b4_2,P30_b4_5,P30_b4_10,P30_b4_25,P30_b4_50,P30_b4_100,P30_b4_250,P30_b4_500,P30_b4_1T,P30_b8_2,P30_b8_5,P30_b8_10,P30_b8_25,P30_b8_50,P30_b8_100,P30_b8_250,P30_b8_500,P30_b8_1T,P30_2h_2,P30_2h_5,P30_2h_10,P30_2h_25,P30_2h_50,P30_2h_100,P30_2h_250,P30_2h_500,P30_2h_1T,P30_3h_2,P30_3h_5,P30_3h_10,P30_3h_25,P30_3h_50,P30_3h_100,P30_3h_250,P30_3h_500,P30_3h_1T,cc,region,continent,system.index,country,pop2010,pop2030,newclimateadds,newclimateONLY,newpopONLY,relexpcc,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,ccc,absolutechangef,relexp,cc_inc_flood,pop_inc_flood,cc_pop_inc_flood,onlypop_inc_flood,onlycc_inc_flood,none_inc_flood
21,0.587783318,BELGIUM,0,803743.5625,923883.375,1019216.25,1054958.625,1086357,1169284.875,1203866.125,1230579.875,183874.0129,1085365.556,1099749.818,1196978.012,1227880.881,1289017.977,1370080.45,1434884.902,1459965.359,255856.0027,1129113.307,1134857.044,1218293.792,1240850.388,1278487.86,1369480.141,1411655.672,1453038.205,240351.4344,1073556.558,1077504.92,1153673.093,1172823.173,1208642.052,1297533.39,1338285.909,1377562.048,167620.7495,1009350.575,1020379.475,1106032.56,1131486.059,1188032.694,1267013.082,1327910.356,1351417.294,233305.7363,1048592.065,1051761.715,1124992.136,1142699.034,1177770.18,1265798.529,1305946.454,1344301.302,0,849850.8125,1002966.488,1109299.275,1152931.063,1187695.413,1273965.663,1310344.675,1339152.688,0,818168.8438,948389.7125,1046887.238,1084958.75,1117363.013,1201303.375,1236403.863,1263742.5,BE,Western Europe,Europe,18,Belgium,11016833.29,12123515.96,101310.9969,102080.329,106478.55,1.065562118,3126088.066,7557915.869,5671933.08,4403.923298,25109.77037,29199.98399,3121684.143,7532806.099,5642733.096,505229.4408,476401.0896,638467.8172,2268.546737,382.5570141,2454.673619,502960.8941,476018.5325,636013.1436,BEL,5105.77737,0.98898095,1,0,0,0,1,0
23,0.595813647,BENIN,0,238722.7031,284576.6875,329160.3125,362267.1563,389517.8125,452056.6563,467871.3438,522353.0625,170022.9695,316676.257,382535.3656,465394.0625,502970.2719,546639.1188,619408.5813,655134.4875,749850.1063,153235.0479,339475.2594,410659.3938,481763.9125,517065.0219,570686.7125,655789.8938,710055.7688,825134.4188,176930.8243,382591.4375,464800.9344,539647.45,578349.1281,633300.8938,720077.9313,772433.6063,883820.4625,119854.5887,233855.732,279427.7719,337968.6219,366268.0531,396494.2219,457463.6438,476844.9219,545715.65,107994.7774,247795.5742,299377.75,349474.1906,376094.8063,410909.4844,479237.15,508246.4188,586384.5188,0,319656.8469,388662.1781,450838.5188,497602.1094,535234.775,612266.7813,640928.4188,708194.6875,0,366515.6688,439688.8844,505836.6,555529.9844,596233.5938,673636.3375,702020.1375,768977.9,BJ,Western Africa,Africa,20,Benin,8242351.792,13368346.12,69127.35,40375.075,173057.075,0.93570614,1086928.083,2947666.339,3048639.729,4851.338537,27794.00473,20635.93655,1082076.744,2919872.334,3028003.793,926248.6675,1579463.909,1496562.21,17309.69505,54461.03873,24202.16414,908938.9725,1525002.87,1472360.046,BEN,95972.89792,1.78986246,0,1,0,1,0,0
25,0.849111785,BHUTAN,0,58033.43047,77318.63481,77318.63481,77318.63481,77318.63481,77328.58521,77328.58521,81633.87158,20382.45094,74023.17414,88988.94068,101670.289,101670.289,101670.289,101722.4307,101740.5498,107788.9676,33172.2683,76836.80023,96157.77696,96161.7779,96161.7779,102588.3727,102592.3799,106577.6824,112752.9188,34741.02813,79874.16924,99235.79209,99249.02162,99249.02162,105706.5501,105710.5562,109708.3044,115907.3813,18319.70269,64263.00411,78269.27067,85809.63249,85809.63249,85809.63249,85859.86752,85876.89513,91070.55047,26454.75659,66521.04921,83321.81841,83322.75772,83322.75772,87180.21757,87184.22694,89278.16913,94632.93419,0,66269.08266,87126.72425,87999.49181,87999.49181,87999.49181,88011.04538,88011.32672,92315.97197,0,69106.84925,90165.92603,91062.60433,91062.60433,91062.60433,91077.91948,91078.7055,95383.36611,BT,Southern Asia,Asia,22,Bhutan,1103622.263,1423828.733,18566.3557,11949.58392,10682.74152,1.068289371,485592.482,198528.623,335332.768,5217.308487,247.4929365,67642.51183,480375.1735,198281.13,267690.2562,107170.2712,14274.22017,57206.75069,456.3045802,1609.330167,17309.45481,106713.9666,12664.89,39897.29588,BTN,19375.08956,1.076378461,1,1,1,0,0,0
26,0.691351633,BOLIVIA,0,357592.75,459097.0938,486600.6875,512121.4688,518297.2813,529187.3125,552358.5,564967.875,15457.99984,387571.4684,533829.1104,580554.3433,602575.9602,613143.6003,635975.6326,651150.047,669398.516,29227.68833,391951.274,552592.571,590848.9195,616137.2521,626229.1177,646643.1696,680887.1939,701137.9877,32641.10333,432910.9232,607123.6934,655081.8194,683135.5178,696663.6474,720728.799,757296.0248,779958.8221,12067.53187,319418.9352,444123.4922,475440.1096,492922.7456,498142.969,512694.9758,525309.8106,539809.5133,23372.56714,323243.3681,458189.6409,482698.8294,502206.6458,508109.5063,521704.7241,548564.2172,564612.9662,0,434200.5344,551700.4938,593237.6813,627049.8938,640010.3063,657625.7,685467.1625,702440.3875,0,480903.9375,608336.4063,657279.075,694941.5625,710753.6688,732103.2875,762452.975,782112.4625,BO,South America,Americas,23,Bolivia,9938136.027,12605577.69,-4579.968645,-3794.282752,133108.6625,0.971843441,2365057.078,2086706.13,4258821.333,35506.95693,60065.17763,14458.61155,2329550.121,2026640.952,4244362.722,418267.8418,796959.9899,1291199.546,10635.79209,19923.87741,5020.991494,407632.0498,777036.1124,1286178.554,BOL,35580.66099,1.027655409,0,1,0,0,0,0
28,0.575345205,BOSNIA AND HERZEGOVINA,0,365161.3438,471012.9375,537888.875,550568.125,555964,572703.875,578446.875,583433.6875,28099.25472,356311.5371,500983.0395,538093.8609,562261.5919,567211.5717,584047.5917,589849.1247,598799.4349,39191.11356,404294.7082,512731.3132,573334.3331,589723.0258,602402.1563,619170.7416,625333.8676,631178.1573,39642.37786,397877.4455,501905.1656,558380.3712,574735.3965,588067.8714,605652.5867,611564.182,617030.3328,31931.0692,360119.4803,495429.3952,528512.0379,552047.1063,557036.3382,574293.3914,580828.1701,589564.626,41041.8184,403529.3175,507403.8708,563382.9698,580002.9798,594265.9487,612859.3126,618889.1444,624377.1696,0,359766.675,468897.4625,547009.975,558479.9188,563204.6625,580490.5875,586083.5,590550.1625,0,357604.6125,463286.9688,532968.7063,545053.5875,550029.7063,566640.1375,572112.6,576718.975,BA,Southern Europe,Europe,24,Bosnia and Herzegovina,3752007.612,3625311.231,39250.36762,40442.26943,7636.625,1.118837168,1318383.42,2860512.417,1108437.38,17180.24384,26145.24975,11118.65841,1301203.176,2834367.167,1097318.722,34021.23012,-49056.17557,34966.27578,5044.799596,-188.078854,329.4640282,28976.43052,-48868.09672,34636.81175,BIH,5186.18477,1.091123709,1,1,1,0,0,0
29,0.322954841,BOTSWANA,0,35582.36328,58568.33984,73492.64063,74830.13281,82387.52344,86777.07813,92291.75781,93610.40625,2668.890544,43594.81721,70762.31204,84608.2895,90183.94218,97316.78386,106671.4909,112205.6961,113347.759,2040.368449,37544.9169,66798.42457,82549.98125,86292.012,95006.68979,105181.0365,111109.1638,111769.3546,2099.581335,37162.7603,65524.67418,78922.76629,82359.19856,90680.54577,100040.2947,106036.9991,106866.4386,2558.289301,38869.55761,63224.22351,71420.65302,75390.16942,81655.23009,88963.9484,94498.77061,95458.37125,1848.177194,34113.72324,60272.95626,69518.57238,72196.58109,79662.02864,87374.09244,93038.31389,93831.4952,0,38857.88027,64427.73281,86101.54766,89698.64375,98422.39453,104170.6422,109845.6711,111230.757,0,38669.96563,63508.8707,82677.51016,85493.76719,93946.85703,99331.67031,105100.2758,106613.5211,BW,Southern Africa,Africa,25,Botswana,1955667.267,2360002.953,1263.492674,746.556075,17553.91328,0.997629727,449374.9591,779131.0932,647862.3142,1043.208896,505.0129002,0,448331.7502,778626.0803,647862.3142,268549.4803,190936.0872,106971.6187,1106.955233,3149.795341,0,267442.5251,187786.2918,106971.6187,BWA,4256.750574,2.878141932,0,1,0,0,0,0
31,0.433652433,BRAZIL,0,9464075,10606986,11664140,12313382,12983403,13798069,14513327,15261702,3155070.263,10491024.5,12184092.8,13837863.8,14638985.4,15489517.8,16534777.2,17465210,18367207.2,2690894.434,10614796.6,12369459.4,13800485.2,14780964.2,15615181,16795917.2,17726473,18591794.2,2783146.422,10980568.2,12805221.6,14294066.2,15315890,16183931.6,17409804.6,18370557.8,19262161.2,2703047.825,8991005.1,10404075,11778420.6,12432811.8,13137801.6,14014242.2,14818389.8,15604929.8,2294304.494,9099949.9,10562504.3,11750595.2,12555450.4,13249638.6,14241938.2,15044267.4,15802418.6,0,11045674.1,12424695.4,13703088,14500486.4,15306916,16279155.4,17105281.4,17962407.6,0,11426284.5,12862467,14193372.2,15025776.6,15865067.6,16875274.8,17728057.4,18611187.8,BR,South America,Americas,26,Brazil,182885745,209091420,621191.6,530940.4,2591954.4,1.06831419,39500000,44300000,98300000,150456.1684,29517.48392,75917.6731,39300000,44300000,98200000,4597673.375,8405345.015,19800000,51571.63645,10855.65942,21527.3764,4546101.738,8394489.356,19800000,BRA,83954.67227,1.125362215,1,1,1,0,0,0
35,0.42447396,BULGARIA,0,170700.5938,329380.0313,383039.5313,418540.4688,425828.9375,440792.8438,443350.4063,449218.8438,6223.763479,176716.5947,310676.6647,365148.5157,396169.3502,409209.9157,417653.5335,417653.5335,427860.9773,4666.206224,139394.7235,276616.4373,347879.5014,373674.8369,385361.8402,392141.4012,392141.4012,400113.42,5275.98946,140417.455,274754.8503,343723.4134,369059.5688,380156.6817,386535.6294,386535.6294,394405.1232,7160.331469,188326.194,331242.7944,390383.7101,422802.2479,437269.5977,447451.1776,447451.1776,458041.0518,5968.620601,148713.4207,296052.2316,371076.1511,398931.1238,411724.6975,420617.5056,420617.5056,428982.1855,0,158956.0234,309695.6813,358455.9406,392376.0625,398154.9563,412300.4563,414004.3875,419221.975,0,159635.1867,307890.7344,354621.3156,387325.7188,392485,406019.5625,407131.85,412225.975,BG,Eastern Europe,Europe,28,Bulgaria,7435017.941,6709697.949,-21862.98635,-22732.90064,-29346.01875,0.980109585,4642435.352,3408143.051,2734090.591,35761.36165,64588.17305,68294.70603,4606673.99,3343554.878,2665795.885,-682894.2599,-500155.3206,58722.15679,678.3696322,-10524.85003,-5342.12875,-683572.6296,-489630.4705,64064.28554,BGR,-15188.60915,1.015834782,0,1,0,0,0,0
36,0.67788996,BURKINA FASO,0,125601.1172,172235.5781,210738.9063,233285.1563,244047.1719,260152.4219,272786.125,280738.6563,124405.4393,253782.1331,317279.4485,376568.0156,416319.3703,442580.5422,482063.8107,509031.833,519965.1924,102654.5373,244200.9531,318320.8375,392537.8,427240.6875,455477.2281,486459.325,521560.9875,541624.425,118199.6627,278326.0703,361211.0594,444280.5969,482478.5,515895.6844,552161.3938,590295.1719,615158.4125,86463.94627,184358.01,229914.7152,275842.0089,304566.8399,321876.3466,346316.0755,365071.6687,372130.5749,70563.1863,177045.3727,229690.6859,285208.0234,309635.8531,330379.8063,350149.35,373298.3469,385516.8969,0,169257.4594,230022.3594,278907.6781,309520.6875,324034.1125,350437.6781,366089.4125,381841.6188,0,191977.4109,261917.6219,316158.425,350438.0938,367758.6563,398295.4594,416194.2656,435092.6313,BF,Western Africa,Africa,29,Burkina Faso,16458938.34,27249053.32,155471.575,100512.2219,93303.2875,1.154870324,3814523.515,4990392.665,3033698.726,8081.636817,2187.115433,87.63807058,3806441.878,4988205.55,3033611.088,1320346.328,2575088.176,2765275.364,17142.4058,28834.62377,4186.288992,1303203.922,2546253.552,2761089.075,BFA,50163.31856,3.739310285,1,1,1,0,0,0
38,0.754286917,CAMBODIA,0,1277543.125,1493488.375,1860418.5,2145110.5,2341873.75,2691064,3046465,3236778.75,241825.8852,1485485.109,1826311.257,2241012.603,2527068.551,2707069.27,3085633.557,3657749.292,3841179.255,127805.9603,1529271.571,1874961.888,2482559.129,2887451.006,3153986.377,3505246.558,4030853.944,4270375.875,142193.5859,1660196.363,2049395.891,2733544.263,3181014.139,3478579.017,3870053.495,4412025.628,4669811.456,210456.6703,1302791.396,1592680.134,1933257.978,2200578.762,2343700.983,2665804.754,3165783.183,3320004.104,116618.3245,1353282.005,1647062.437,2161744.985,2520481.383,2730282.401,3041002.086,3487405.762,3676609.103,0,1446347.675,1703067.913,2139455.2,2450444.775,2715924.05,3116393.15,3511246.6,3758296.1,0,1569686.35,1862497.363,2347726.45,2699051.975,3002127.55,3443949.65,3859894.6,4122339.75,KH,South-Eastern Asia,Asia,32,Cambodia,14295398.36,16825465.21,519607.3443,440940.7625,464781.6,1.124164975,5033975.314,5686621.127,1804820.133,1444587.255,1215021.128,90634.44096,3589388.059,4471599.999,1714185.692,-167451.4446,2594872.832,941988.2617,-189346.6962,411017.8677,66172.91057,21895.25156,2183854.964,875815.3511,KHM,287844.0821,0.870493213,1,0,0,0,1,0
39,0.559581349,CAMEROON,0,534901.875,675111.3125,805411.1875,833214.375,853143.3125,906936.875,960925.625,1014557.438,340063.0785,814397.0976,1001818.333,1154216.078,1210009.291,1258130.243,1310701.584,1414993.81,1486377.813,293158.7118,833657.5595,1017485.77,1190532.186,1228374.111,1287674.058,1349908.164,1429124.487,1505799.425,306668.1323,875339.9227,1065511.884,1245297.765,1283677.815,1344403.511,1411865.435,1491908.983,1570924.58,229639.4091,594128.7388,716836.4483,820803.9329,840637.6954,869929.0406,913090.0205,981317.7707,1041296.47,199339.4913,612250.7359,734548.3817,839064.2191,857052.3441,890486.6754,941451.8862,997565.7223,1059770.207,0,713537.7625,921325.35,1127009.3,1198579.888,1231949,1306447.813,1385067.225,1444536.475,0,752359.9938,969768.0125,1177782.638,1250157.813,1286849.075,1363730.338,1442055.925,1505283.775,CM,Middle Africa,Africa,33,Cameroon,19403384.03,27129736.89,44057.26228,36640.09732,424141.6,1.063682914,2995701.541,4723345.538,8153308.135,38849.46966,41628.449,81629.23227,2956852.071,4681717.089,8071678.903,1392509.959,1472984.336,4474920.144,37766.83454,47707.41622,45003.35433,1354743.125,1425276.92,4429916.79,CMR,130477.6051,1.234130983,1,1,1,0,0,0
40,0.132929511,CANADA,0,1027865.625,1187509.875,1319754.25,1425530.625,1526578.625,1653191,1722472.625,1797382,240813.8188,1194473.05,1422463.025,1610191.85,1741505.725,1832565.575,1966286.575,2036116.65,2108540.75,291680.0656,1248959.075,1507385.775,1709127.425,1876266.425,2016158.05,2191936.15,2287014.975,2393095.825,266531.2906,1144731.363,1374013.15,1554608.2,1707274.6,1834210.725,1993779.175,2078658.775,2173848.625,193625.8164,971500.0375,1149888.488,1296429.225,1404158.575,1475509.875,1581625.025,1632703.475,1687617.875,234172.0594,1021112.813,1225082.575,1384647.925,1520477.025,1631141.175,1771113.775,1844583.925,1925048.575,0,1259201.8,1463644.275,1632556.1,1762120.875,1890635.625,2050848.575,2143271,2240770.225,0,1154099.125,1334054.825,1484649.425,1602970.925,1719516.275,1864853.325,1947302.2,2034683.1,CA,Northern America,Americas,34,Canada,32227031.56,39260286.03,143743.975,122111.3,420798.375,1.089892151,11200000,8736828.062,22900000,129216.5554,27338.84577,163401.5941,11100000,8709489.216,22700000,1072570.634,1445517.358,5088494.92,18619.85225,3365.657199,25587.1317,1053950.782,1442151.7,5062907.789,CAN,47572.64115,0.975466271,1,0,0,0,1,0
44,0.312322033,CENTRAL AFRICAN REPUBLIC,0,214526.0625,221022.7969,303333.8125,315980.9375,328448.9063,400948.6875,415039.9375,440318.2813,122765.9873,420088.1947,503637.4242,646922.9208,772420.3196,850049.3038,954999.1202,1037351.529,1183154.453,101177.5336,343121.8209,488861.8841,626495.5395,693253.5241,856521.9886,962316.0684,1066294.355,1129760.065,95367.22019,319931.0615,432523.7804,544820.8584,594938.8073,725439.2807,813438.7405,891083.9369,944854.2365,75373.1721,242985.5462,253163.6481,305242.2636,349596.4326,369008.6666,415093.3901,433588.3547,495279.2383,63100.41561,209825.0237,242162.5518,293811.0843,310594.1478,365653.6652,415702.8258,433108.8887,463962.2446,0,346798.0813,447233.6719,645743.625,700617.1188,779134.0438,949147.8125,999153.3875,1114904.494,0,323354.0063,398086.6344,561589.925,604182.0063,662544.4563,803050.4875,842405.9375,930301.0063,CF,Middle Africa,Africa,36,Central African Republic,4213705.624,5884154.557,67140.96764,18068.95116,584113.45,1.839786133,1278167.204,1640058.195,786902.7783,1069.790639,603.8872303,14376.65695,1277097.413,1639454.308,772526.1214,460766.5716,440546.8528,277781.8956,5209.643474,428.1210411,15552.12966,455556.9281,440118.7318,262229.7659,CAF,21189.89418,1.759984719,1,1,1,0,0,0
45,0.824717674,CHAD,0,592360.25,721902.8125,873527.25,968530.375,1084270,1296616,1418389.375,1508129.875,559256.5555,1130885.144,1314640.313,1562094.288,1714983.188,1908084.525,2203028.613,2391476.525,2522404.738,583501.2542,1121444.444,1322553.725,1561738.913,1703845.038,1868760.375,2176349.288,2373219.2,2581275.713,616699.2419,1190011.619,1405686.3,1663661.025,1814267.013,1988121.3,2299856.913,2497812.425,2702226.988,361902.9184,776910.3563,893222.7875,1071452.313,1167848.663,1293989.475,1506529.663,1633467.575,1721745.813,374223.5085,767181.9438,893745.0438,1070998.225,1160920.95,1276726.863,1494910.338,1625560.838,1747078.488,0,807958.575,1016347.988,1212787.563,1363236,1530375.788,1840679.013,2017555.625,2157675.188,0,879836.2375,1102210.175,1316149.613,1474985.163,1649824.5,1957533.138,2137964.275,2281333.038,TD,Middle Africa,Africa,37,Chad,11298291.4,18328130.31,355663.575,207171.4625,599166.25,1.031423428,1389461.662,2490789.096,4633404.572,82871.11434,130979.7856,112727.3985,1306590.547,2359809.31,4520677.174,908411.5098,1904697.762,2940286.553,60721.84542,80330.2219,62940.72356,847689.6644,1824367.54,2877345.83,TCD,203992.7909,0.96947536,1,0,0,0,1,0
47,0.394372805,CHINA,0,105414256,125776920,140466576,150614448,160883616,172351424,179863504,186866736,27521666,118918299.2,139762568,156286950.4,168448812.8,178968864,193287216,203027843.2,211086320,26041334,112219835.2,135323208,152004358.4,164283161.6,175204534.4,187766336,196607168,204592617.6,25585281.4,111811228.8,135208870.4,152112790.4,164376499.2,175278771.2,187809456,196578467.2,204514937.6,25474922.4,112318324.8,132439462.4,148139747.2,159655065.6,169624307.2,182947603.2,191897958.4,199329651.2,23706865.9,105300603.2,127659331.2,143799241.6,155388729.6,165698886.4,177520444.8,185704044.8,193124761.6,0,112013073.6,132935737.6,148238742.4,158937961.6,169879056,181984995.2,190093913.6,197604057.6,0,111758948.8,133009212.8,148461590.4,159171622.4,170064172.8,182177475.2,190224630.4,197703424,CN,Eastern Asia,Asia,39,China,1317232833,1355779679,6513254.4,5840540.8,10230409.6,1.062012735,2.23E+08,6.27E+08,6.55E+08,4558509.568,17500000,37600000,2.18E+08,6.09E+08,6.17E+08,-2593510.124,35300000,88700000,660298.4129,203470.9672,-415948.2671,-3253808.537,35100000,89100000,CHN,447821.113,0.932298984,1,0,0,0,1,0
51,0.551830265,COLOMBIA,0,1048760,1252785.875,1399782.25,1517387.25,1589388.375,1658421.875,1718061.5,1826254.625,528428.9793,1292769.442,1533462.773,1719849.142,1882131.748,1994283.481,2054781.106,2152891.52,2295058.205,590801.7338,1328528.878,1535766.466,1757579.866,1921844.821,2001971.517,2075142.517,2173345.452,2317087.466,643591.4133,1472838.738,1703405.325,1949564.775,2126989.3,2220009.05,2304761.8,2411508.7,2562698.625,450413.1316,1112986.388,1312773.029,1461616.199,1595594.203,1672048.409,1709258.876,1785760.23,1906718.815,501263.2524,1142098.25,1315754.594,1489315.086,1625667.084,1682027.227,1731695.177,1805597.226,1928805.364,0,1222726.788,1464199.063,1647043.25,1786456.125,1886136.85,1986833.475,2068045.8,2192163.5,0,1354382.725,1623598.15,1833427.875,1986136.95,2095832.675,2210087.7,2298568.8,2430537.9,CO,South America,Americas,40,Colombia,45715917.56,56633211.28,105299.6517,87535.72636,349984.3,1.0211424,6666148.659,9792694.319,2.40E+07,135919.4662,155928.0738,317761.914,6530229.193,9636766.245,23700000,978942.8191,1571690.474,5261318.143,57629.41354,100404.2356,30723.89275,921313.4055,1471286.239,5230594.25,COL,188757.5419,1.097688671,1,1,1,0,0,0
54,0.236055289,COSTA RICA,0,77548.57813,84153.73438,90272.34375,99163.70313,102849.3828,104910.7578,106621.2266,108672.9141,32829.41645,75362.72001,79919.38566,88342.63084,96175.11863,99254.6441,100744.2097,101969.595,104839.7147,22419.15675,75511.99267,81900.81126,87794.73297,96125.98679,99713.11361,100887.9683,103409.7577,105286.0019,26445.26121,89455.55666,97829.90746,104870.7671,113984.6112,118343.6563,119903.4406,123025.4774,125255.0179,33954.17786,77136.97312,82124.17309,90910.58895,98919.39885,102187.028,103791.6045,105101.5109,108108.5826,23330.81919,77321.07801,84173.48544,90337.28242,98870.39361,102633.5999,103906.9078,106582.107,108548.6544,0,75725.90938,81854.375,87729.32813,96432.72813,99981.93906,101845.0125,103446.3094,105402.2156,0,89719.66875,97798.35938,104803.5844,114332.5641,118408.3891,121043.6281,123075.6406,125403.1469,CR,Central America,Americas,43,Costa Rica,4577585.188,5812854.502,-36.551667,-39.119576,-3174.917188,0.763773927,928243.405,1045439.568,2010077.019,1902.45454,0,0,926340.9505,1045439.568,2010077.019,268457.8167,314401.7458,317558.9551,743.2372683,0,0,267714.5795,314401.7458,317558.9551,CRI,743.2372683,1.133700612,0,1,0,1,0,0
56,0.655437924,CROATIA,0,298956.5932,350247.8285,380501.2261,380501.2261,395169.981,514442.5077,531191.7251,542394.3665,4139.219085,276960.1764,325699.839,342178.1392,342178.1392,375870.8624,512801.0263,526103.3932,547722.5034,16654.95751,293369.6904,343251.8784,357919.9444,357919.9444,384284.3506,501376.9367,504429.1193,542212.8855,17471.60961,291278.8463,339267.9354,351434.7832,351434.7832,374427.8431,490368.3682,493325.0865,528435.0364,4938.923377,284719.0916,333225.0837,347103.9749,347103.9749,376077.1381,509783.3755,522475.2668,542739.4649,18672.17272,301092.4369,350821.2713,363139.1996,363269.8948,385477.4092,501362.1282,504453.4032,539206.6056,0,292699.4602,341369.4766,377075.6168,377075.6168,397282.0343,516928.128,535528.6165,547391.5098,0,289510.4916,338754.1502,369300.8785,369300.8785,384960.6132,503938.8875,520827.2638,531934.8442,HR,Southern Europe,Europe,44,Croatia,3886808.349,3765538.349,-31099.49723,-26738.32186,4336.891434,0.980200456,2399437.664,1834253.213,1534540.832,21495.2532,4789.754113,102.0459787,2377942.41,1829463.459,1534438.786,-194498.645,-64778.40086,-14195.71936,-1570.959647,506.6992656,-32.15381041,-192927.6854,-65285.10012,-14163.56555,HRV,-1096.414192,1.006112407,0,1,0,0,0,0
57,0.540791092,CUBA,0,112241.2109,126108.4844,141714.7188,145705.6719,151080.5938,154397.2969,158628.2031,161304.4844,9527.763396,80156.8167,102605.1007,113400.5055,116545.4471,121382.1936,123265.5986,127555.9475,130603.0236,3641.942338,76269.15837,98442.02423,113890.803,116009.2281,123292.082,124089.1601,126186.1334,127853.6222,4164.993247,83078.36329,106895.6944,124153.1656,126653.3701,134531.6064,136432.9553,138853.4008,140940.8358,9538.436251,88839.47554,113108.3976,126165.6881,129787.2756,135651.3167,138299.6542,142972.8199,146799.3975,4274.059577,84399.05456,108537.3556,126144.0211,128722.7209,136722.9482,138778.0984,141332.0044,143509.9569,0,101877.0219,114373.8484,128604.975,131640.0281,135890.1875,137870.4719,141271.8094,143245.3375,0,110560.1094,124205.2547,139585.3531,143421.7,148598.8469,151685.3219,155785.4281,158349.2438,CU,Caribbean,Americas,45,Cuba,10173648.88,9687038.11,-15085.67597,-17296.19876,-17356.39375,0.83544327,1993122.235,4478698.734,5111717.36,21371.56801,20638.0207,24.86755276,1971750.667,4458060.714,5111692.493,151336.1726,-23397.9583,156306.4605,3850.95379,13714.99829,-7.29465127,147485.2189,-37112.9566,156313.7552,CUB,17558.65743,1.383731906,0,1,0,1,0,0
60,0.459419668,CZECH REPUBLIC,0,584303.8125,816787.4375,903595.75,961643.9375,975931.1875,986800.8125,1000278.25,1018204.625,2034.130713,512303.0359,837503.8371,952181.0901,1040393.388,1062882.525,1099190.854,1124985.403,1141657.866,3590.371064,665550.9181,963860.2924,1026772.117,1092497.964,1110388.141,1127107.383,1140042.703,1162251.537,3359.306808,619597.3209,888507.7884,937744.332,994042.9457,1006605.369,1021014.465,1032859.095,1053070.218,1792.498779,472161.9462,762451.6852,852369.315,928177.9563,944101.985,972581.7121,994267.7767,1009351.976,3349.385472,609138.217,871776.891,918015.9097,972143.0105,983483.7936,997309.115,1008896.017,1028665.566,0,640774.7625,898369.45,1011111.988,1076621.038,1099890.925,1115883.488,1131574.413,1151704.813,0,595200.6438,831529.75,923051.3625,982429.3625,998551.6875,1010439.325,1024271.625,1042585.863,CZ,Eastern Europe,Europe,47,Czech Republic,10484030.24,11253075.87,8468.290887,8617.767048,131296.1625,1.061835673,5930007.437,6019349.22,3962557.427,28899.15615,53821.69134,25263.62759,5901108.28,5965527.528,3937293.799,342754.9347,34933.48029,62031.00873,1249.935828,-2660.724571,-1639.783776,341504.9989,37594.20486,63670.7925,CZE,-3050.572519,0.945609359,1,0,0,0,1,0
63,0.202534023,DJIBOUTI,0,637.622864,947.140381,1095.589478,1156.160889,1293.791626,1405.554199,1412.396362,1423.625854,601.707581,1227.143505,1592.28423,1671.590868,1774.924185,1903.325701,2026.359186,2098.321343,2149.398455,391.990635,925.154302,1376.316199,1475.688189,1577.074738,1691.071454,1728.161544,1783.383304,1916.134959,426.031673,1001.163516,1478.540336,1588.092422,1702.337847,1827.884962,1866.613279,1924.972333,2064.59272,485.994663,991.947922,1308.04947,1372.242244,1448.194292,1540.281376,1641.918589,1699.916453,1737.347594,315.037031,746.57577,1120.215235,1201.007619,1262.161889,1355.900676,1387.806523,1434.633981,1550.714777,0,826.283289,1161.479346,1350.951135,1428.008618,1595.628882,1731.252637,1758.320605,1788.462378,0,910.074622,1254.289294,1457.483875,1540.849512,1719.692627,1862.208447,1895.668848,1933.091162,DJ,Eastern Africa,Africa,49,Djibouti,667709.1451,891919.6392,25.062699,22.237619,345.924243,0.945256568,80095.28463,160821.2565,358053.0292,816.16576,1932.943825,1351.168427,79279.11887,158888.3126,356701.8607,59479.63936,75256.8657,20184.30406,-39.32944734,1898.416729,592.0381851,59518.96881,73358.44897,19592.26587,DJI,2451.125467,1.269146322,0,1,0,1,0,0
