unit_id,MEAN,unit_name,P10_bh_2,P10_bh_5,P10_bh_10,P10_bh_25,P10_bh_50,P10_bh_100,P10_bh_250,P10_bh_500,P10_bh_1T,P30_24_2,P30_24_5,P30_24_10,P30_24_25,P30_24_50,P30_24_100,P30_24_250,P30_24_500,P30_24_1T,P30_28_2,P30_28_5,P30_28_10,P30_28_25,P30_28_50,P30_28_100,P30_28_250,P30_28_500,P30_28_1T,P30_38_2,P30_38_5,P30_38_10,P30_38_25,P30_38_50,P30_38_100,P30_38_250,P30_38_500,P30_38_1T,P30_b4_2,P30_b4_5,P30_b4_10,P30_b4_25,P30_b4_50,P30_b4_100,P30_b4_250,P30_b4_500,P30_b4_1T,P30_b8_2,P30_b8_5,P30_b8_10,P30_b8_25,P30_b8_50,P30_b8_100,P30_b8_250,P30_b8_500,P30_b8_1T,P30_2h_2,P30_2h_5,P30_2h_10,P30_2h_25,P30_2h_50,P30_2h_100,P30_2h_250,P30_2h_500,P30_2h_1T,P30_3h_2,P30_3h_5,P30_3h_10,P30_3h_25,P30_3h_50,P30_3h_100,P30_3h_250,P30_3h_500,P30_3h_1T,cc,region,continent,system.index,country,pop2010,pop2030,newclimateadds,newclimateONLY,newpopONLY,relexpcc,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,ccc,absolutechangef,relexp,cc_inc_flood,pop_inc_flood,cc_pop_inc_flood,onlypop_inc_flood,onlycc_inc_flood,none_inc_flood
65,0.374679113,DOMINICAN REPUBLIC,0,392253.2188,403819.125,411256.6563,418310.75,441018.2188,448844.8125,469534.5313,479243.5,98446.23858,329993.7607,419829.1878,477690.5284,493853.0172,500652.2263,502479.9525,540345.2808,566229.7761,171889.8285,392597.1059,431659.6652,505216.8117,506166.1158,518646.1214,527811.4895,577598.0465,595872.8415,174567.9949,416645.1174,462012.8458,539486.7321,540861.5273,553822.9152,563540.882,613990.9138,633423.9478,80382.90542,274228.748,339080.4138,380669.22,388371.4856,392872.3245,394654.0789,426388.8583,446833.8145,133573.5066,321800.7452,349311.8572,398300.3992,399287.602,409420.1238,413700.0438,454932.3245,469582.1585,0,481793.8438,497369.4,513245.6875,524071.425,553382.4,576804.5875,599663.175,611613.4875,0,510928.8063,528709.1938,547176.075,560137.9625,590072.9625,614103.3125,637968.9375,651013.8875,DO,Caribbean,Americas,51,Dominican Republic,9293271.094,11236669.37,-22065.12846,-14602.20671,130128.6438,1.017394024,1284369.979,2488887.032,5047329.391,15453.46212,12933.00123,19380.35086,1268916.517,2475954.031,5027949.04,138761.7786,370907.9356,1534456.026,3116.103717,-297.2358427,3458.924096,135645.6749,371205.1715,1530997.102,DOM,6277.79197,0.918536083,1,0,0,0,0,0
67,0.33204756,ECUADOR,0,677579.5625,758971.375,817650.625,885263,916267.9375,975202.375,1009477.188,1031555.688,127768.4163,991713.1631,1010316.77,1019197.541,1096212.346,1128932.948,1204197.714,1250357.247,1269751.455,184884.3797,939335.6679,950665.055,989859.7053,1049616.186,1105705.351,1203486.215,1248104.082,1280531.891,196788.075,983858.6599,1002367.138,1049673.358,1112103.928,1172490.314,1276054.937,1322679.278,1357047.384,107240.1117,880604.0296,881892.0733,881892.0733,947672.4962,972727.6795,1041065.323,1080457.018,1098460.403,151237.0867,834483.9306,834483.9306,858589.7842,911101.7068,956587.633,1040634.741,1078596.423,1106715.608,0,729853.8188,854495.3531,959797.3688,1037755.7,1083705.325,1154527.238,1194631.725,1223430.113,0,756869.9422,898733.6188,1019790.644,1104870.5,1153637.45,1231140.988,1273480.963,1303973.125,EC,South America,Americas,52,Ecuador,13954882.85,17342676.21,53472.35674,69119.23503,185154.5375,0.994865507,2419358.224,3105975.811,6585130.105,18848.06678,10359.00912,9465.143031,2400510.157,3095616.802,6575664.962,572316.6696,1027708.308,1814524.721,6041.93805,19197.58881,839.3721356,566274.7316,1008510.719,1813685.349,ECU,26078.899,1.306067857,0,1,0,0,0,0
69,0.564058202,EL SALVADOR,0,53140.40625,54045.0625,57006.125,57988.25,58613.375,62406.28125,62551.55859,63224.95703,7961.548947,35793.70132,37862.10095,42345.46348,42855.13272,44411.31796,47460.18938,49822.32688,50712.77559,7023.060124,36481.93118,39438.56014,42288.14235,43537.08258,44264.45136,47781.6501,49815.01511,50239.20109,9186.906329,49104.97978,53318.26507,57520.24381,59684.08344,60822.70077,65404.66124,68350.36667,69278.29282,9494.252932,43437.7978,46094.15519,51273.84323,52007.74077,53741.79168,57277.38244,60601.00799,61730.78729,8380.983273,44514.80378,48039.61167,51230.96593,52801.98568,53734.61969,57833.44394,60684.85924,61421.69508,0,43768.60786,44469.22808,47109.88812,47843.96533,48311.10106,51508.93398,51508.93398,51812.72077,0,58641.01016,60004.15078,63698.15859,65423.05781,66210.49219,70238.38047,70586.92578,71448.13438,SV,Central America,Americas,54,El Salvador,6059302.616,6307482.647,-1693.918866,-1866.699358,-11042.62462,0.765048044,889904.7995,2185928.867,2857640.825,2196.988487,1904.450017,0,887707.811,2184024.417,2857640.825,121526.3496,128693.4327,84477.0259,1723.447632,5290.090144,0,119802.9019,123403.3426,84477.0259,SLV,7013.537776,2.56468885,0,1,0,1,0,0
71,0.143853163,ERITREA,0,73047.69531,79370.6875,81466.07031,82557.96094,84043.13281,86683.96094,87098.08594,88061.10156,35212.6731,96415.58289,114011.0613,116601.2888,118745.8316,121310.0927,125767.6139,127165.2016,129079.8524,31890.83776,110933.5805,118335.5047,119486.9484,121991.3528,124634.0857,130220.532,131952.9937,133927.0516,34751.00862,119961.6115,128427.9158,129703.3376,132445.4848,135327.7104,141300.7022,143261.3371,145440.2124,25003.64077,70586.55418,81885.61999,83170.11951,84692.43028,86544.56054,90075.84074,90844.24538,92167.83825,22683.86992,81080.84212,84449.60708,85200.09839,86957.75524,88875.45772,93246.48912,94215.69492,95564.52517,0,99747.90781,110087.3391,114637.8797,116215.4281,118260.7344,121428.8063,122313.3656,123798.4875,0,107927.5219,119173.4766,124476.1125,126209.0703,128437.4859,131777.5281,132820.4938,134470.4859,ER,Eastern Africa,Africa,56,Eritrea,5249263.169,8515127.114,9639.628108,7117.608981,35215.27969,0.933937573,469290.4613,1374776.843,1828910,61.30577087,0,501.4966583,469229.1555,1374776.843,1828408.503,286728.4553,685870.6141,772243.8923,237.7850371,0,105.6091509,286490.6703,685870.6141,772138.2831,ERI,343.394188,1.089655324,0,1,0,1,0,0
72,0.56027475,ESTONIA,0,11066.46289,17299.56641,36651.64063,37144.23047,37393.64063,37694.41406,38463.29688,41723.17969,744.693787,10130.70933,20925.47403,30252.91637,36016.12572,36450.14545,37591.73994,38272.30832,42883.26357,0,9393.444174,14808.54671,31260.85936,35986.83908,36581.18229,37685.98561,38346.93016,41630.17504,0,9554.437307,14770.996,30307.98463,34609.56005,35295.37397,36353.99755,37030.74051,40320.97121,861.765732,11043.49509,22082.07564,31490.50737,37153.94392,37730.59707,38866.85716,39604.8883,44101.54033,0,10093.21977,15908.52522,32502.44179,37148.97753,37928.2215,39035.3945,39738.753,43022.64201,0,10039.56958,15712.32656,35177.67051,35653.59453,35846.78125,36054.41094,36820.57656,40013.67656,0,10412.60744,15921.03087,34194.54291,34429.78588,34644.02665,34888.1743,35624.57632,38855.73852,EE,Northern Europe,Europe,57,Estonia,1132830.208,1091725.02,1526.3536,1275.456125,-1642.720313,1.034512288,1052444.029,683549.092,892255.7819,19324.22664,13638.51693,18015.88757,1033119.802,669910.5751,874239.8944,-146713.7012,24893.90907,-18663.99032,-1908.3508,-4157.617973,-664.212108,-144805.3504,29051.52704,-17999.77821,EST,-6730.180881,0.916977107,1,0,0,0,1,0
73,0.40347302,ETHIOPIA,0,997646.9375,1179925.5,1518139,1899563.5,1952130.625,1996611.625,2020844,2108945.5,777475.8177,1900763.199,2377946.774,2724746.812,3128700.381,3289768.198,3377282.873,3408348.14,3684438.244,779740.4397,2109726.078,2280394.752,2852051.295,3276290.573,3328280.006,3363209.515,3393946.223,3500496.838,808444.423,2164599.869,2353898.429,2902391.31,3342740.945,3400142.184,3438836.714,3472730.685,3582149.177,486625.5909,1177900.413,1442180.045,1629149.632,2009397.158,2064037.411,2101619.741,2123973.049,2288244.114,504203.2552,1281356.872,1367652.119,1692421.226,2053997.458,2089699.509,2111984.164,2134809.609,2223656.867,0,1620257.163,1939396.2,2564572.975,2972204.05,3042340.55,3222070.4,3264997.35,3371665.675,0,1678842.088,2016311.15,2628806.075,3043793.65,3119675.125,3289595.5,3333764.05,3443204.175,ET,Eastern Africa,Africa,58,Ethiopia,82954964.69,123967957.6,128948.8733,113965.6089,1244153.35,1.123841601,10900000,26200000,30200000,40813.1485,53384.10732,173823.0704,10800000,26100000,3.00E+07,3867801.283,14400000,15100000,10808.58245,128446.0133,48327.56105,3856992.701,14300000,1.50E+07,ETH,187582.1568,1.136426132,1,1,1,0,0,0
78,0.211910636,FRANCE,0,4184418,5151866.5,5647140,5888034,6048903.5,6271249,6461697,6641487.5,150904.4218,5179270.55,6098243.4,6629979.9,6871475.2,7059923.4,7297018.9,7521300.1,7732384.3,596075.6275,5276029.865,6064386.658,6613465.309,6865227.054,7012940.054,7284646.136,7483599.621,7687951.651,563754.3621,5055736.094,5793845.174,6304227.319,6535256.631,6673486.231,6929771.273,7120803.396,7317877.413,130797.2871,4659565.85,5451964.2,5903678.2,6105153.2,6261769.6,6467673.7,6670995.9,6864220.2,514929.2686,4742659.735,5423013.76,5888214.235,6092916.804,6219481.204,6455307.99,6636301.062,6823099.677,0,4631985.3,5751982.7,6333650.9,6621550.8,6812740.2,7069220.5,7279213,7475067.2,0,4446333.45,5498962.8,6040260.7,6307527.2,6484778.7,6726685.9,6928133.4,7117148.5,FR,Western Europe,Europe,63,France,60397361.68,67682591.07,204386.6213,174604.0622,817516,1.03348683,29700000,22200000,3.40E+07,155881.7547,126687.1564,744878.8985,29600000,2.20E+07,33300000,4469459.152,1257918.126,1439472.239,41197.5058,8503.823646,51448.39812,4428261.646,1249414.302,1388023.841,FRA,101149.7276,1.013857822,1,1,1,0,1,0
83,1,GAMBIA,0,54822.44531,60425.28125,65132.89453,68780.35156,76574.53125,82980.625,87459.74219,91290.14063,33510.86641,67884.24688,80086.93516,96812.22891,103104.2672,110149.2344,120316.8875,127304.1094,132335.1719,28248.45078,65549.65781,74081.57577,92636.1125,100139.0297,109020.5875,118692.5188,125340.8984,131471.6234,32186.0875,74908.58438,85171.55877,106640.2922,115785.1844,126008.6844,137195.1844,144952.1844,152803.2734,22105.73594,46458.51484,54640.1707,66641.86953,71328.27891,77213.03828,84347.96719,89145.29141,92696.60547,18968.49375,44849.58238,51015.57613,63741.54168,69382.82284,76444.31801,83302.86234,87886.48435,92550.46635,0,80463.05781,88377.40156,94381.36953,98958.325,109100.0063,117925.0156,124269.675,129614.0094,0,91837.39844,101182.8891,108957.7055,114728.2406,126223.4359,136616.3109,144174.9,150682.6094,GM,Western Africa,Africa,67,"Gambia, The",1342667.804,2046127.929,1071.223438,426.742166,36809.93281,0.94041685,327543.9496,343570.4506,532703.3754,1946.205945,1410.586274,558.5993023,325597.7436,342159.8644,532144.7761,160672.8959,212323.9148,406061.9521,2367.203363,2620.301841,332.1052561,158305.6926,209703.6129,405729.8469,GMB,5319.61046,1.431581142,0,1,0,1,0,0
84,0.203668834,GEORGIA,0,234505.2813,342075.3438,373565.75,376323.8438,381673.0625,387721.2813,396202.9375,397760.5313,2579.011704,245824.2076,338811.6446,357244.4197,362169.3462,367624.7486,373332.8545,383702.4785,386187.1675,2157.925357,180970.5165,320622.2044,352960.5756,354046.9348,366698.6271,372202.1778,381609.6087,383070.3977,2505.699462,181775.3108,323787.6396,359580.5785,361680.6272,375277.721,381049.9795,390589.1095,392156.5085,3430.99901,249243.219,351430.6221,376003.4723,382149.6842,388026.3569,394184.1649,404799.0244,407483.6311,2748.359901,185849.3836,331218.0947,369611.7034,372672.3482,386990.6982,393019.8215,402749.1546,404414.6437,0,234156.9383,332359.6064,356206.5233,356766.7858,361791.9607,367332.0941,375580.5407,376626.1723,0,231388.5625,334787.7688,363468.4313,364933.6063,370133.3438,375933.7563,384296.6188,385621.8625,GE,Western Asia,Asia,69,Georgia,4283868.773,3801005.647,6029.068026,6546.217125,-20622.39678,1.085523561,1983512.858,2147317.328,2129891.453,2306.254149,1090.806831,1021.709999,1981206.604,2146226.522,2128869.743,-253210.1613,-376798.0687,-361090.7941,31.06232819,518.3637829,-89.70270014,-253241.2237,-377316.4325,-361001.0914,GEO,459.723411,1.311387152,1,1,1,0,0,0
85,0.518711834,GERMANY,0,4240897,5890047.5,6747867,7261019.5,7588187.5,7951226,8268852.5,8566394,318727.1406,4384355.85,5987593.85,6756009.65,7257441,7674927.2,8068052,8420793.2,8714079.1,573474.3,5034136.65,6369338.8,7281577.7,7566570.6,7916113,8341499.1,8648802.8,8926597.8,527916.2844,4762135.025,6007745.45,6827229.5,7079483.1,7394504.8,7786162.1,8072735.8,8332827.2,314325.7447,4306402.6,5862996.15,6604930.35,7084294.7,7482058.1,7864695.5,8205173.6,8491085.5,554757.8594,4933112.85,6235390.5,7110012,7384373.8,7714894.6,8123160.1,8421120.6,8690312.8,0,4317086.3,6004453.15,6899230.2,7438114.8,7781313.9,8158840.8,8487345.5,8796405.7,0,4102351.125,5676077.2,6479156,6964368.4,7274820.9,7621235.2,7926759.9,8214560.7,DE,Western Europe,Europe,70,Germany,82051552.38,81251498.98,161457.3,152268.1,218493,1.056248658,36100000,48600000,45100000,117626.5453,147666.6821,348950.2919,3.60E+07,48400000,44700000,-682716.3798,-1646310.284,332324.4916,11171.61679,2588.643382,18494.05556,-693887.9966,-1648898.928,313830.436,DEU,32254.31573,1.068952523,1,1,1,0,0,0
86,0.428204494,GHANA,0,457978.625,497082.5313,540938,567486.0625,592352.9375,625844.0625,648435.3125,666850,87792.82188,460970.3086,574478.425,660084.6438,704747.6,752213.5875,788314,819122.3,845071.75,66418.16816,425513.3508,528703.4219,625960.25,670561.775,739905.6375,780252.9,810531.25,833737.125,83368.62954,483971.3422,610657.6375,725105.0938,777994.7063,855298.775,903234.475,938196.2125,965360.8625,77730.08359,375097.9227,455570.5906,528263.7938,566717.0563,602396.0313,634548.9125,660799.575,682689.5938,58781.55059,347028.9633,424045.2813,502945.175,540669.7125,591980.9125,627501.6563,652686.0875,672932.8813,0,577465.8813,631541.225,682416.2125,713126.3938,743414.4875,781776.9625,808235.6,829111.6,0,652561.6438,722818.6625,784675.6125,821164.4063,857079.875,902244.975,933156.75,957604.8,GH,Western Africa,Africa,71,Ghana,23408069.6,34543745.76,2295.65,4250.775,159800.2875,0.847030946,4042061.251,6722896.837,7710029.403,59102.93023,149070.5748,21980.2101,3982958.321,6573826.262,7688049.193,1985103.255,2110988.996,4309425.448,125880.9461,211726.6118,18523.00879,1859222.309,1899262.384,4290902.439,GHA,356130.5667,1.750794206,0,1,0,1,0,0
88,0.366373319,GREECE,0,111555.2109,162346.1719,209986.2969,216276.1875,223138.9531,231729.9219,234505.1719,237068.4063,2375.680061,114937.016,161218.5716,197701.3095,201943.681,211525.6718,221465.4395,224975.4057,226657.289,242.218655,95917.39795,154083.0332,194764.2564,200776.1796,207459.2149,215973.5789,220334.2406,223394.3808,246.822006,95537.39274,153297.0098,193759.8087,199985.6358,206865.614,215826.4492,220226.328,223388.7253,2373.643671,117643.3891,166998.305,209274.3524,214440.3885,225899.6693,236628.1155,240680.671,242640.6778,269.943385,98307.26268,159927.1502,203972.2194,211937.5708,220217.0671,230573.5102,235552.9608,238986.2199,0,108744.9141,156502.2094,201133.3875,206090.4531,209777.1219,216766.4,219111.9969,221037.8219,0,108012.1438,155514.9828,200229.3609,204725.2188,209281.4813,216694.9313,219144.3625,221223.0906,GR,Southern Europe,Europe,72,Greece,9337349.898,9374319.941,1222.243745,1047.788896,-15393.175,0.935865483,3866688.73,2837976.988,5959155.778,58863.96125,44585.6416,88411.38181,3807824.769,2793391.346,5870744.396,30797.07701,-39932.87469,-28613.55379,-685.7532433,-2409.001097,-1613.395142,31482.83025,-37523.87359,-27000.15865,GRC,-4708.149482,0.978371947,0,0,0,0,0,0
93,0.34454836,GUATEMALA,0,371570.2813,405646.5625,418918.8125,442259.4375,452205.3438,463439.1563,478551.5938,488323.4688,109858.5379,483762.7568,554081.0617,582534.8695,611309.5581,617965.2222,628500.9212,655296.0456,659923.2321,101731.6571,519339.3635,562923.5658,586085.5887,612179.7245,619868.8933,627045.7644,649104.6394,670743.8647,117571.4952,590754.8357,644701.1696,677447.7281,709772.0209,720164.0814,731007.2577,756639.8093,782679.7702,81332.82378,334815.6602,388961.7561,409811.9221,432572.8313,438516.1445,447199.9057,467999.9907,471568.427,76657.68378,360855.9721,397214.746,414989.1218,433816.8897,440515.5528,446984.6725,464637.4499,479878.2434,0,529460.4313,574445.4813,591812.8063,616999.9188,631309.9313,650302.5375,667612.425,680624.1125,0,605466.7188,657986.9563,683934.6438,714710.7563,732514.7563,757506.475,778458.5375,795471.2,GT,Central America,Americas,76,Guatemala,14287452.84,20201822.59,-18507.78562,-13914.14389,189060.8313,0.959290631,1766580.071,5411078.392,4848809.331,4163.35991,27759.69851,2205.002767,1762416.711,5383318.693,4846604.328,929996.519,2368662.275,1479433.672,6180.801979,38029.58023,114.1303967,923815.717,2330632.695,1479319.542,GTM,44324.51261,1.645105651,0,1,0,1,0,0
95,0.892827801,GUINEA,0,150491.625,167335.0156,182486.6094,196899.3594,205760.7344,220685.8125,236854.2969,251298.625,92588.77578,189022.3234,210593.9313,230714.8594,252782.5781,267322.5625,295777.0563,311266.1719,331997.3219,72505.52383,178878.9641,196070.6078,220176.4969,247374.3438,266848.8094,296224.0688,311481.4938,329643.2938,90093.3584,220217.0547,242589.0156,272920.4063,305265.6906,328985.6625,363824.7531,382183.6281,404500.7031,78529.00938,163270.9,181568.0063,199472.3625,217739.6813,230658.2938,253573.4594,267578.45,284777.2469,62277.19648,153984.0219,168859.0328,189545.1813,212761.3688,228742.9,252714.5813,265963.6219,282014.0594,0,174971.2734,193951.5656,211482.7094,227313.4406,237472.1531,254193.275,273724.8531,289702.2469,0,215093.4234,240256.775,262583.7875,281798.2781,294953.125,316106.6875,338912.9844,358889.2344,GN,Western Africa,Africa,77,Guinea,9840828.729,13218406.97,37756.64063,29109.325,36870.55625,0.979046987,3513683.925,2771431.58,2617517.61,14937.56063,34316.96207,5237.265162,3498746.364,2737114.618,2612280.344,1224766.621,1133521.477,1480025.628,16667.35857,17438.31071,9419.249212,1208099.262,1116083.166,1470606.379,GIN,43524.91849,1.256833796,0,1,0,0,0,0
96,1,GUINEA-BISSAU,0,22622.08594,25878.6543,27672.98047,29546.89063,30921.79102,33729.08594,37286.82813,38184.92188,11376.72204,27170.86754,33511.20781,37780.56607,41706.11648,42872.38926,45562.85363,49288.37742,50470.24934,9113.799399,25597.48115,28480.74693,36113.83301,38595.69095,41721.14744,45124.89376,49481.28452,50542.35477,9851.867559,28643.00665,32267.50169,41182.25614,44312.17476,47566.32871,51527.32694,56609.79696,58242.3494,8664.831556,20305.21697,25513.8578,28701.78879,31111.82595,32074.40719,34383.54826,37757.57286,38632.44671,6674.211249,19151.41927,21647.84353,27509.8294,29180.58943,31075.03278,33706.80491,37661.72666,38410.7167,0,30106.74805,34221.86055,36409.92227,38638.14805,41186.5832,45187.36211,49023.3793,50328.35742,0,33844.51523,38570.75117,41478.42305,44335.22773,47246.7707,51674.69883,56004.06289,58016.31055,GW,Western Africa,Africa,78,Guinea-Bissau,1353127.624,1892022.345,457.905226,374.898534,11736.55117,0.949069514,359194.8838,467998.0219,370827.7326,2436.183643,626.1197048,0,356758.7002,467371.9022,370827.7326,122147.494,117564.9337,251472.199,7480.311956,11279.8703,0,114667.1821,106285.0634,251472.199,GNB,18760.18226,5.052380886,0,1,0,1,0,0
97,0.310117631,GUYANA,0,70760.78125,78051.24219,88562.38281,93836.25781,97662.85938,101587.9844,105096.7813,109281.8984,1799.522005,53947.65195,70625.68125,83275.58594,90934.22969,94394.57031,98935.20781,101078.1219,105484.0734,3933.973809,66514.23906,79042.05625,89973.57813,96443.46406,100054.825,104695.8422,107296.9828,111509.8703,4419.194835,75570.88125,89966.47656,102150.1594,109338.9672,113501,118723.9922,121792.7969,126348.6266,1918.757155,52983.26445,69408.31797,82515.58281,90574.75781,94231.9125,98961.86719,101079.4688,105586.2891,4224.472936,65431.99063,78119.66406,89629.70625,96216.21563,100012.7078,104891.2188,107495.6156,111723.3563,0,72000.17344,78918.44688,89047.88906,94097.69531,97842.49531,101601.9453,105264.9188,109270.0641,0,81740.31563,89827.35156,101110.6047,106701.4781,111015.3563,115248.8313,119510.1656,123832.2109,GY,South America,Americas,79,Guyana,719987.7647,745860.5373,2032.064063,2398.834375,168.1375,0.985520315,250942.6289,268972.3157,192671.2457,14315.95224,5900.980685,25746.2688,236626.6766,263071.335,166924.9769,9938.535701,4738.048321,11282.17531,1090.463142,-53.62999212,901.3889339,8848.072559,4791.678313,10380.78638,GUY,1938.222084,1.005516426,0,1,0,0,0,0
98,0.188219158,HAITI,0,156326.625,156608.0625,163063.3438,165757.3594,169757.375,170899.1875,171136.4219,171179.9531,32010.37026,130531.2873,161005.3938,169375.665,172147.0414,175399.0173,175399.0173,175399.0173,176941.4535,165.86753,130606.8919,161653.5975,168610.3195,171808.0068,173188.334,173188.334,173863.4194,174928.4119,220.231958,149439.2879,187027.5975,195796.1026,200153.4533,201935.9882,202156.6226,203490.3296,204937.9972,29489.01117,122235.5056,150366.6771,160261.9927,163375.2266,167590.2649,167840.7722,167883.6413,169855.4401,194.885958,121739.832,151676.2605,159817.4358,163768.5696,165425.8796,165628.255,166659.731,167971.8461,0,166261.0128,166261.0128,171848.3258,174262.354,178091.9555,178156.0233,178156.0233,178159.5912,0,191343.1844,192443.2438,199371.7563,202219.6375,206242.5938,207576.1688,208291.2563,208475.1969,HT,Caribbean,Americas,80,Haiti,8665981.294,10311054.61,-4292.603862,-4476.690849,7019.601432,0.853847733,1485995.336,3613306.855,3209434.697,11601.56423,26071.87488,23139.21653,1474393.772,3587234.98,3186295.481,-120650.1441,811193.5453,1338528.104,-693.5478081,8120.04291,5827.423055,-119956.5963,803073.5023,1332700.681,HTI,13253.91816,0.978875982,0,0,0,0,0,0
100,0.238477439,HONDURAS,0,286568.875,317645.8125,336623.1563,344844.7188,352776.9063,358376.4375,360647.75,390291.7188,74976.91743,283393.3419,363017.1856,401440.6336,425187.3487,436037.5113,449358.8884,461731.6097,490032.8831,48163.24387,303144.0535,385221.3738,424426.1053,435360.3553,441878.4851,457322.8704,470133.0646,500760.5314,60438.82115,361781.5965,453824.8963,497729.3169,509801.0146,517647.4246,534235.2624,548738.5607,580316.0073,64774.26664,230491.0848,290530.9692,319894.778,335009.8783,342001.9435,348451.1776,355167.6314,381887.2991,44662.12353,243928.6631,311003.6151,334486.3663,340624.2096,345140.5045,354034.0597,361984.729,389952.8536,0,353021.35,393568.7125,424118.5125,437296.5625,451514.1813,463693.2625,468840.2375,501827.6188,0,421520.9375,463985.2313,497266.6563,511908.8938,528053.9688,541589.7813,547772.2,581905.9938,HN,Central America,Americas,81,Honduras,7375085.035,9759306.227,1292.827076,1336.979044,108192.4875,0.985112105,3140467.706,1441349.846,1696634.21,7463.595229,1018.639801,0,3133004.111,1440331.207,1696634.21,594274.4596,541020.7082,686415.1645,2283.794879,144.3570356,0,591990.6647,540876.3511,686415.1645,HND,2428.151915,0.996867658,0,0,0,0,0,0
102,0.832574351,HUNGARY,0,549948.25,718621.75,827338.5,869616.1875,888748.25,947022.125,995975.1875,1017352.125,2506.05356,506446.6597,653948.9021,756880.9345,797796.3692,802262.1942,852706.815,908533.4304,925634.1478,7688.519149,556040.5466,693818.2185,789369.5333,833299.8369,843591.3274,907340.8972,952678.4067,972747.824,7763.395267,536589.2112,667557.619,762899.4211,805657.5943,815186.9296,877179.9585,921381.3858,939923.8492,2893.808217,535718.5417,696200.6515,813036.2138,859009.5769,867410.8644,920704.0323,981992.5588,1002965.395,8842.922268,590729.9776,739458.6817,846498.7592,896995.2548,909995.062,977958.3243,1028746.178,1050178.33,0,518084.6688,671880.1,770503.8375,809330.325,822387.7375,876680.075,922307.8,941154.4625,0,499904.9688,647969.875,745272.15,783656.9375,795618.975,848740.65,893080.6,909978.9875,HU,Eastern Europe,Europe,83,Hungary,9981073.769,9495682.024,30370.60666,32770.99012,-73667.3875,1.005423206,5676152.663,5585539.697,3805105.854,30713.82449,22710.78809,44319.26302,5645438.839,5562828.909,3760786.591,-320011.0986,-539859.9685,327592.1133,12473.32758,-787.8158484,6820.424677,-332484.4262,-539072.1526,320771.6886,HUN,18505.93641,1.232873623,1,1,1,0,0,0
104,0.68744681,INDIA,0,68525384,85114696,104160544,116087760,127445664,141332192,151008144,160727392,45180063.2,101857836,123678632,148905025.6,164642985.6,179584803.2,198009632,210963766.4,223597569.6,58781458.8,113299514.4,136342531.2,162414787.2,178719139.2,194649632,213138086.4,225910003.2,238445009.6,61674846.8,119333933.6,143561454.4,170923004.8,188088134.4,204834675.2,224258707.2,237726960,250944420.8,36286564,80038269.6,96464806.4,115920961.6,127922230.4,139483177.6,153687982.4,163671155.2,173612449.6,47090478.8,89219763.2,106609275.2,126732089.6,139142060.8,151481249.6,165723747.2,175651628.8,185598593.6,0,87417047.2,109410011.2,134238731.2,149917897.6,164549334.4,182446835.2,194867712,207166331.2,0,92213074.4,115373616,141357756.8,157884652.8,173324323.2,192236083.2,205359056,218291736,IN,Southern Asia,Asia,85,India,1202342414,1502907529,31042291.2,24643484.8,43859568,1.196825956,1.15E+08,2.93E+08,7.30E+08,6049562.006,17300000,41300000,1.09E+08,2.76E+08,6.88E+08,31500000,92700000,1.56E+08,2132336.21,15400000,27300000,29400000,77300000,1.29E+08,IND,44832336.21,1.358881249,1,1,1,0,0,0
105,0.380204181,INDONESIA,0,12213050,13896499,14773536,15612193,16365036,17203658,17759446,18130728,4312632.819,13167683.8,15689302.8,17051698.6,17994856.2,18961627.2,19771156,20447335.8,20971904.2,4609295.488,13455340.9,15997187.1,17232152.6,18318793.8,19225120.6,20119322.2,20905774,21344638.2,4834840.275,13995500.6,16534134.3,17856464.4,18956461.6,19878589.2,20792236.4,21594289.8,22044594.4,3721000.431,11699255.7,13852936.2,14948280.6,15770748.8,16574904.6,17281152.4,17880644,18307568.8,4088341.888,12018105.1,14110765.8,15137764.6,16066843.6,16839647.8,17599656,18278065.4,18643447.6,0,13789372.9,15785376.8,16869449,17820903.2,18728578.4,19711950.8,20350344,20786280.4,0,14249874.5,16286515.3,17435544.4,18421744.4,19325261,20331970.4,20986963.8,21442278.2,ID,South-Eastern Asia,Asia,86,Indonesia,208884380.5,242659668.7,555430,518619.4,2590898,1.013316707,16200000,44200000,1.31E+08,550018.9947,1654272.361,2800011.632,15600000,42600000,1.28E+08,6281815.447,11100000,22300000,86214.6,216475.3896,819549.5136,6195600.847,10800000,21500000,IDN,1122239.503,1.014023289,1,1,1,0,0,0
